Data set,layers,position_range,velocity_range,omega,c1,c2,vmax,pop_size,loss1,loss2,average
soybean,0,10,1,0.5,0.9,0.1,15,1000,100,100,93.3333333333333
soybean,0,10,1,0.2,0.9,0.1,15,100,100,100,92.8888888888889
soybean,0,10,1,0.2,0.9,0.1,15,1000,100,100,92.8888888888889
soybean,0,10,1,0.5,0.9,0.1,1,100,100,100,90.6666666666667
soybean,0,10,1,0.5,0.9,0.1,1,1000,100,100,90.6666666666667
soybean,0,10,1,0.5,0.9,0.1,15,100,100,100,90.6666666666667
soybean,0,10,1,0.5,0.9,0.1,15,1000,100,100,90.6666666666667
soybean,0,10,1,0.8,0.9,0.1,1,100,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.1,1,1000,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.1,7,100,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.1,7,100,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.1,7,1000,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.1,7,1000,100,100,86.6666666666667
soybean,0,10,1,0.2,0.9,0.1,1,100,100,100,84.4444444444444
soybean,0,10,1,0.2,0.9,0.1,1,1000,100,100,84.4444444444444
soybean,0,10,1,0.8,0.9,0.1,7,100,100,100,76.6666666666667
soybean,0,10,1,0.8,0.9,0.1,7,1000,100,100,76.6666666666667
soybean,0,10,1,0.5,0.9,0.1,7,100,100,100,75.5555555555556
soybean,0,10,1,0.5,0.9,0.1,7,1000,100,100,75.5555555555556
soybean,0,10,1,0.8,0.9,0.1,15,100,100,100,75.5555555555556
soybean,0,10,1,0.8,0.9,0.1,15,1000,100,100,75.5555555555556
soybean,0,10,1,0.5,0.9,0.1,1,100,100,100,72
soybean,0,10,1,0.5,0.9,0.1,1,1000,100,100,72
soybean,0,10,1,0.5,0.9,0.5,1,10,100,100,100
soybean,0,10,1,0.5,0.9,0.5,1,10,100,100,100
soybean,0,10,1,0.5,0.9,0.5,1,100,100,100,100
soybean,0,10,1,0.5,0.9,0.5,1,100,100,100,100
soybean,0,10,1,0.5,0.9,0.5,1,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.5,1,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,10,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,10,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,100,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,100,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,1000,100,100,100
soybean,0,10,1,0.8,0.9,0.5,1,10,100,100,100
soybean,0,10,1,0.8,0.9,0.5,1,10,100,100,100
soybean,0,10,1,0.8,0.9,0.5,1,100,100,100,100
soybean,0,10,1,0.8,0.9,0.5,1,100,100,100,100
soybean,0,10,1,0.8,0.9,0.5,1,1000,100,100,100
soybean,0,10,1,0.8,0.9,0.5,1,1000,100,100,100
soybean,0,10,1,0.8,0.9,0.5,15,10,100,100,100
soybean,0,10,1,0.8,0.9,0.5,15,100,100,100,100
soybean,0,10,1,0.8,0.9,0.5,15,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,100,100,100,86.6666666666667
soybean,0,10,1,0.5,0.9,0.5,15,1000,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.5,1,100,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.5,1,1000,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.5,7,100,100,100,86.2222222222222
soybean,0,10,1,0.8,0.9,0.5,7,1000,100,100,86.2222222222222
soybean,0,10,1,0.5,0.9,0.5,1,100,100,100,84.4444444444444
soybean,0,10,1,0.5,0.9,0.5,1,1000,100,100,84.4444444444444
soybean,0,10,1,0.2,0.9,0.5,1,100,100,100,83.3333333333333
soybean,0,10,1,0.2,0.9,0.5,1,1000,100,100,83.3333333333333
soybean,0,10,1,0.5,0.9,0.5,7,100,100,100,81.7777777777778
soybean,0,10,1,0.5,0.9,0.5,7,1000,100,100,81.7777777777778
soybean,0,10,1,0.8,0.9,0.5,7,100,100,100,81.7777777777778
soybean,0,10,1,0.8,0.9,0.5,7,1000,100,100,81.7777777777778
soybean,0,10,1,0.5,0.9,0.5,7,100,100,100,81.6666666666667
soybean,0,10,1,0.5,0.9,0.5,7,1000,100,100,81.6666666666667
soybean,0,10,1,0.5,0.9,0.5,7,100,100,100,78.6666666666667
soybean,0,10,1,0.5,0.9,0.5,7,1000,100,100,78.6666666666667
soybean,0,10,1,0.8,0.9,0.5,15,100,100,100,77.3333333333333
soybean,0,10,1,0.8,0.9,0.5,15,1000,100,100,77.3333333333333
soybean,0,10,1,0.8,0.9,0.5,7,100,100,100,75.5555555555556
soybean,0,10,1,0.8,0.9,0.5,7,1000,100,100,75.5555555555556
soybean,0,10,1,0.8,0.9,0.5,15,100,100,100,70
soybean,0,10,1,0.8,0.9,0.5,15,1000,100,100,70
soybean,0,10,1,0.2,0.9,0.5,15,100,100,100,66.6666666666667
soybean,0,10,1,0.2,0.9,0.5,15,1000,100,100,66.6666666666667
soybean,0,10,1,0.5,0.9,0.9,1,10,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,10,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,10,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,100,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,100,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,100,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.9,7,10,100,100,100
soybean,0,10,1,0.5,0.9,0.9,7,100,100,100,100
soybean,0,10,1,0.5,0.9,0.9,7,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.9,15,10,100,100,100
soybean,0,10,1,0.5,0.9,0.9,15,10,100,100,100
soybean,0,10,1,0.5,0.9,0.9,15,100,100,100,100
soybean,0,10,1,0.5,0.9,0.9,15,100,100,100,100
soybean,0,10,1,0.5,0.9,0.9,15,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.9,15,1000,100,100,100
soybean,0,10,1,0.8,0.9,0.9,1,10,100,100,100
soybean,0,10,1,0.8,0.9,0.9,1,100,100,100,100
soybean,0,10,1,0.8,0.9,0.9,1,1000,100,100,100
soybean,0,10,1,0.8,0.9,0.9,15,10,100,100,100
soybean,0,10,1,0.8,0.9,0.9,15,100,100,100,100
soybean,0,10,1,0.8,0.9,0.9,15,1000,100,100,100
soybean,0,10,1,0.5,0.9,0.9,7,100,100,100,93.3333333333333
soybean,0,10,1,0.5,0.9,0.9,7,1000,100,100,93.3333333333333
soybean,0,10,1,0.8,0.9,0.9,7,100,100,100,93.3333333333333
soybean,0,10,1,0.8,0.9,0.9,7,1000,100,100,93.3333333333333
soybean,0,10,1,0.2,0.9,0.9,15,100,100,100,86.6666666666667
soybean,0,10,1,0.2,0.9,0.9,15,1000,100,100,86.6666666666667
soybean,0,10,1,0.8,0.9,0.9,7,100,100,100,85.5555555555556
soybean,0,10,1,0.8,0.9,0.9,7,1000,100,100,85.5555555555556
soybean,0,10,1,0.8,0.9,0.9,15,100,100,100,76.6666666666667
soybean,0,10,1,0.8,0.9,0.9,15,1000,100,100,76.6666666666667
soybean,0,10,1,0.8,0.9,0.9,15,100,100,100,75.5555555555556
soybean,0,10,1,0.8,0.9,0.9,15,1000,100,100,75.5555555555556
soybean,0,10,1,0.5,0.9,0.9,7,100,100,100,74.2857142857143
soybean,0,10,1,0.5,0.9,0.9,7,1000,100,100,74.2857142857143
soybean,0,10,1,0.2,0.9,0.9,1,100,100,100,73.3333333333333
soybean,0,10,1,0.2,0.9,0.9,1,1000,100,100,73.3333333333333
soybean,0,10,1,0.5,0.9,0.9,15,100,100,100,66.6666666666667
soybean,0,10,1,0.5,0.9,0.9,15,1000,100,100,66.6666666666667
soybean,0,10,1,0.8,0.9,0.9,1,1000,100,100,56.0634920634921
soybean,0,10,1,0.8,0.9,0.9,7,1000,100,100,53.3333333333333
soybean,0,10,1,0.8,0.9,0.9,1,1000,100,100,52.6666666666667
soybean,0,10,1,0.2,0.9,5,1,10,100,100,100
soybean,0,10,1,0.2,0.9,5,1,100,100,100,100
soybean,0,10,1,0.2,0.9,5,1,1000,100,100,100
soybean,0,10,1,0.2,0.9,5,15,10,100,100,100
soybean,0,10,1,0.2,0.9,5,15,100,100,100,100
soybean,0,10,1,0.2,0.9,5,15,1000,100,100,100
soybean,0,10,1,0.5,0.9,5,1,10,100,100,100
soybean,0,10,1,0.5,0.9,5,1,10,100,100,100
soybean,0,10,1,0.5,0.9,5,1,100,100,100,100
soybean,0,10,1,0.5,0.9,5,1,100,100,100,100
soybean,0,10,1,0.5,0.9,5,1,1000,100,100,100
soybean,0,10,1,0.5,0.9,5,1,1000,100,100,100
soybean,0,10,1,0.5,0.9,5,7,10,100,100,100
soybean,0,10,1,0.5,0.9,5,7,100,100,100,100
soybean,0,10,1,0.5,0.9,5,7,1000,100,100,100
soybean,0,10,1,0.5,0.9,5,15,10,100,100,100
soybean,0,10,1,0.5,0.9,5,15,10,100,100,100
soybean,0,10,1,0.5,0.9,5,15,100,100,100,100
soybean,0,10,1,0.5,0.9,5,15,100,100,100,100
soybean,0,10,1,0.5,0.9,5,15,1000,100,100,100
soybean,0,10,1,0.5,0.9,5,15,1000,100,100,100
soybean,0,10,1,0.8,0.9,5,1,10,100,100,100
soybean,0,10,1,0.8,0.9,5,1,100,100,100,100
soybean,0,10,1,0.8,0.9,5,1,1000,100,100,100
soybean,0,10,1,0.8,0.9,5,7,10,100,100,100
soybean,0,10,1,0.8,0.9,5,7,100,100,100,100
soybean,0,10,1,0.8,0.9,5,7,1000,100,100,100
soybean,0,10,1,0.8,0.9,5,15,100,100,100,95.5555555555556
soybean,0,10,1,0.8,0.9,5,15,1000,100,100,95.5555555555556
soybean,0,10,1,0.5,0.9,5,15,100,100,100,90.6666666666667
soybean,0,10,1,0.5,0.9,5,15,1000,100,100,90.6666666666667
soybean,0,10,1,0.8,0.9,5,1,10,100,100,90.6666666666667
soybean,0,10,1,0.8,0.9,5,1,1000,100,100,90.6666666666667
soybean,0,10,1,0.8,0.9,5,15,100,100,100,90
soybean,0,10,1,0.8,0.9,5,15,1000,100,100,90
soybean,0,10,1,0.5,0.9,5,1,100,100,100,80
soybean,0,10,1,0.5,0.9,5,1,1000,100,100,80
soybean,0,10,1,0.5,0.9,5,7,100,100,100,80
soybean,0,10,1,0.5,0.9,5,7,1000,100,100,80
soybean,0,10,1,0.5,0.9,5,7,100,100,100,75.5555555555556
soybean,0,10,1,0.5,0.9,5,7,1000,100,100,75.5555555555556
soybean,0,10,1,0.8,0.9,5,7,100,100,100,60
soybean,0,10,1,0.8,0.9,5,1,1000,100,100,58.8888888888889
soybean,0,10,1,0.8,0.9,5,15,1000,100,100,58.8888888888889
soybean,0,10,1,0.5,5,0.1,1,10,100,100,100
soybean,0,10,1,0.5,5,0.1,1,10,100,100,100
soybean,0,10,1,0.5,5,0.1,1,100,100,100,100
soybean,0,10,1,0.5,5,0.1,1,100,100,100,100
soybean,0,10,1,0.5,5,0.1,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.1,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.1,7,10,100,100,100
soybean,0,10,1,0.5,5,0.1,7,10,100,100,100
soybean,0,10,1,0.5,5,0.1,7,10,100,100,100
soybean,0,10,1,0.5,5,0.1,7,100,100,100,100
soybean,0,10,1,0.5,5,0.1,7,100,100,100,100
soybean,0,10,1,0.5,5,0.1,7,100,100,100,100
soybean,0,10,1,0.5,5,0.1,7,1000,100,100,100
soybean,0,10,1,0.5,5,0.1,7,1000,100,100,100
soybean,0,10,1,0.5,5,0.1,7,1000,100,100,100
soybean,0,10,1,0.5,5,0.1,15,10,100,100,100
soybean,0,10,1,0.5,5,0.1,15,10,100,100,100
soybean,0,10,1,0.5,5,0.1,15,100,100,100,100
soybean,0,10,1,0.5,5,0.1,15,100,100,100,100
soybean,0,10,1,0.5,5,0.1,15,1000,100,100,100
soybean,0,10,1,0.5,5,0.1,15,1000,100,100,100
soybean,0,10,1,0.8,5,0.1,1,10,100,100,100
soybean,0,10,1,0.8,5,0.1,1,10,100,100,100
soybean,0,10,1,0.8,5,0.1,1,10,100,100,100
soybean,0,10,1,0.8,5,0.1,1,100,100,100,100
soybean,0,10,1,0.8,5,0.1,1,100,100,100,100
soybean,0,10,1,0.8,5,0.1,1,100,100,100,100
soybean,0,10,1,0.8,5,0.1,1,1000,100,100,100
soybean,0,10,1,0.8,5,0.1,1,1000,100,100,100
soybean,0,10,1,0.8,5,0.1,1,1000,100,100,100
soybean,0,10,1,0.8,5,0.1,7,10,100,100,100
soybean,0,10,1,0.8,5,0.1,7,100,100,100,100
soybean,0,10,1,0.8,5,0.1,7,1000,100,100,100
soybean,0,10,1,0.8,5,0.1,15,10,100,100,100
soybean,0,10,1,0.8,5,0.1,15,10,100,100,100
soybean,0,10,1,0.8,5,0.1,15,100,100,100,100
soybean,0,10,1,0.8,5,0.1,15,100,100,100,100
soybean,0,10,1,0.8,5,0.1,15,1000,100,100,100
soybean,0,10,1,0.8,5,0.1,15,1000,100,100,100
soybean,0,10,1,0.8,5,0.1,7,100,100,100,95.5555555555556
soybean,0,10,1,0.8,5,0.1,7,1000,100,100,95.5555555555556
soybean,0,10,1,0.2,5,0.1,15,100,100,100,90.6666666666667
soybean,0,10,1,0.2,5,0.1,15,1000,100,100,90.6666666666667
soybean,0,10,1,0.5,5,0.1,15,100,100,100,86.6666666666667
soybean,0,10,1,0.5,5,0.1,15,1000,100,100,86.6666666666667
soybean,0,10,1,0.5,5,0.1,1,100,100,100,80
soybean,0,10,1,0.5,5,0.1,1,1000,100,100,80
soybean,0,10,1,0.8,5,0.1,15,100,100,100,78.2222222222222
soybean,0,10,1,0.8,5,0.1,15,1000,100,100,78.2222222222222
soybean,0,10,1,0.8,5,0.1,7,100,100,100,77.7777777777778
soybean,0,10,1,0.8,5,0.1,7,1000,100,100,77.7777777777778
soybean,0,10,1,0.2,5,0.1,1,100,100,100,73.3333333333333
soybean,0,10,1,0.2,5,0.1,1,1000,100,100,73.3333333333333
soybean,0,10,1,0.2,5,0.5,1,10,100,100,100
soybean,0,10,1,0.2,5,0.5,1,100,100,100,100
soybean,0,10,1,0.2,5,0.5,1,1000,100,100,100
soybean,0,10,1,0.2,5,0.5,15,10,100,100,100
soybean,0,10,1,0.2,5,0.5,15,100,100,100,100
soybean,0,10,1,0.2,5,0.5,15,1000,100,100,100
soybean,0,10,1,0.5,5,0.5,1,10,100,100,100
soybean,0,10,1,0.5,5,0.5,1,10,100,100,100
soybean,0,10,1,0.5,5,0.5,1,100,100,100,100
soybean,0,10,1,0.5,5,0.5,1,100,100,100,100
soybean,0,10,1,0.5,5,0.5,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.5,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.5,15,10,100,100,100
soybean,0,10,1,0.5,5,0.5,15,100,100,100,100
soybean,0,10,1,0.5,5,0.5,15,1000,100,100,100
soybean,0,10,1,0.8,5,0.5,1,10,100,100,100
soybean,0,10,1,0.8,5,0.5,1,100,100,100,100
soybean,0,10,1,0.8,5,0.5,1,1000,100,100,100
soybean,0,10,1,0.8,5,0.5,7,10,100,100,100
soybean,0,10,1,0.8,5,0.5,7,100,100,100,100
soybean,0,10,1,0.8,5,0.5,7,1000,100,100,100
soybean,0,10,1,0.8,5,0.5,15,10,100,100,100
soybean,0,10,1,0.8,5,0.5,15,100,100,100,100
soybean,0,10,1,0.8,5,0.5,15,1000,100,100,100
soybean,0,10,1,0.5,5,0.5,7,100,100,100,92.8888888888889
soybean,0,10,1,0.5,5,0.5,7,1000,100,100,92.8888888888889
soybean,0,10,1,0.5,5,0.5,15,100,100,100,90.6666666666667
soybean,0,10,1,0.5,5,0.5,15,1000,100,100,90.6666666666667
soybean,0,10,1,0.8,5,0.5,1,100,100,100,87.7777777777778
soybean,0,10,1,0.8,5,0.5,1,1000,100,100,87.7777777777778
soybean,0,10,1,0.5,5,0.5,1,100,100,100,82.2222222222222
soybean,0,10,1,0.5,5,0.5,1,1000,100,100,82.2222222222222
soybean,0,10,1,0.5,5,0.5,7,100,100,100,80
soybean,0,10,1,0.5,5,0.5,7,1000,100,100,80
soybean,0,10,1,0.8,5,0.5,15,100,100,100,77.7777777777778
soybean,0,10,1,0.8,5,0.5,15,1000,100,100,77.7777777777778
soybean,0,10,1,0.8,5,0.5,7,100,100,100,76.4444444444444
soybean,0,10,1,0.8,5,0.5,7,1000,100,100,76.4444444444444
soybean,0,10,1,0.5,5,0.5,15,100,100,100,75.5555555555556
soybean,0,10,1,0.5,5,0.5,15,1000,100,100,75.5555555555556
soybean,0,10,1,0.5,5,0.5,7,100,100,100,73.3333333333333
soybean,0,10,1,0.5,5,0.5,7,1000,100,100,73.3333333333333
soybean,0,10,1,0.8,5,0.5,1,100,100,100,73.3333333333333
soybean,0,10,1,0.8,5,0.5,1,1000,100,100,73.3333333333333
soybean,0,10,1,0.8,5,0.5,7,100,100,100,70
soybean,0,10,1,0.8,5,0.5,7,1000,100,100,70
soybean,0,10,1,0.8,5,0.5,15,100,100,100,70
soybean,0,10,1,0.8,5,0.5,15,1000,100,100,70
soybean,0,10,1,0.2,5,0.9,1,10,100,100,100
soybean,0,10,1,0.2,5,0.9,1,100,100,100,100
soybean,0,10,1,0.2,5,0.9,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.9,1,10,100,100,100
soybean,0,10,1,0.5,5,0.9,1,10,100,100,100
soybean,0,10,1,0.5,5,0.9,1,10,100,100,100
soybean,0,10,1,0.5,5,0.9,1,100,100,100,100
soybean,0,10,1,0.5,5,0.9,1,100,100,100,100
soybean,0,10,1,0.5,5,0.9,1,100,100,100,100
soybean,0,10,1,0.5,5,0.9,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.9,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.9,1,1000,100,100,100
soybean,0,10,1,0.5,5,0.9,7,10,100,100,100
soybean,0,10,1,0.5,5,0.9,7,100,100,100,100
soybean,0,10,1,0.5,5,0.9,7,1000,100,100,100
soybean,0,10,1,0.5,5,0.9,15,10,100,100,100
soybean,0,10,1,0.5,5,0.9,15,100,100,100,100
soybean,0,10,1,0.5,5,0.9,15,1000,100,100,100
soybean,0,10,1,0.8,5,0.9,1,10,100,100,100
soybean,0,10,1,0.8,5,0.9,1,100,100,100,100
soybean,0,10,1,0.8,5,0.9,1,1000,100,100,100
soybean,0,10,1,0.8,5,0.9,7,10,100,100,100
soybean,0,10,1,0.8,5,0.9,7,100,100,100,100
soybean,0,10,1,0.8,5,0.9,7,1000,100,100,100
soybean,0,10,1,0.8,5,0.9,1,100,100,100,93.3333333333333
soybean,0,10,1,0.8,5,0.9,1,1000,100,100,93.3333333333333
soybean,0,10,1,0.5,5,0.9,7,100,100,100,90.6666666666667
soybean,0,10,1,0.5,5,0.9,7,1000,100,100,90.6666666666667
soybean,0,10,1,0.8,5,0.9,15,100,100,100,88.8888888888889
soybean,0,10,1,0.8,5,0.9,15,1000,100,100,88.8888888888889
soybean,0,10,1,0.8,5,0.9,1,100,100,100,81.6666666666667
soybean,0,10,1,0.8,5,0.9,1,1000,100,100,81.6666666666667
soybean,0,10,1,0.2,5,0.9,15,100,100,100,80
soybean,0,10,1,0.2,5,0.9,15,1000,100,100,80
soybean,0,10,1,0.8,5,0.9,15,100,100,100,78.6666666666667
soybean,0,10,1,0.8,5,0.9,15,1000,100,100,78.6666666666667
soybean,0,10,1,0.5,5,0.9,7,100,100,100,77.7777777777778
soybean,0,10,1,0.5,5,0.9,7,1000,100,100,77.7777777777778
soybean,0,10,1,0.8,5,0.9,7,10,100,100,74.6666666666667
soybean,0,10,1,0.8,5,0.9,7,1000,100,100,74.6666666666667
soybean,0,10,1,0.8,5,0.9,15,100,100,100,74.2857142857143
soybean,0,10,1,0.8,5,0.9,15,1000,100,100,74.2857142857143
soybean,0,10,1,0.5,5,0.9,15,100,100,100,69.3333333333333
soybean,0,10,1,0.5,5,0.9,15,1000,100,100,69.3333333333333
soybean,0,10,1,0.5,5,0.9,15,100,100,100,66.6666666666667
soybean,0,10,1,0.5,5,0.9,15,1000,100,100,66.6666666666667
soybean,0,10,1,0.8,5,0.9,7,1000,100,100,48
soybean,0,10,1,0.2,5,5,1,10,100,100,100
soybean,0,10,1,0.2,5,5,1,100,100,100,100
soybean,0,10,1,0.2,5,5,1,1000,100,100,100
soybean,0,10,1,0.2,5,5,15,10,100,100,100
soybean,0,10,1,0.2,5,5,15,100,100,100,100
soybean,0,10,1,0.2,5,5,15,1000,100,100,100
soybean,0,10,1,0.5,5,5,1,10,100,100,100
soybean,0,10,1,0.5,5,5,1,10,100,100,100
soybean,0,10,1,0.5,5,5,1,10,100,100,100
soybean,0,10,1,0.5,5,5,1,100,100,100,100
soybean,0,10,1,0.5,5,5,1,100,100,100,100
soybean,0,10,1,0.5,5,5,1,100,100,100,100
soybean,0,10,1,0.5,5,5,1,1000,100,100,100
soybean,0,10,1,0.5,5,5,1,1000,100,100,100
soybean,0,10,1,0.5,5,5,1,1000,100,100,100
soybean,0,10,1,0.5,5,5,7,10,100,100,100
soybean,0,10,1,0.5,5,5,7,10,100,100,100
soybean,0,10,1,0.5,5,5,7,10,100,100,100
soybean,0,10,1,0.5,5,5,7,100,100,100,100
soybean,0,10,1,0.5,5,5,7,100,100,100,100
soybean,0,10,1,0.5,5,5,7,100,100,100,100
soybean,0,10,1,0.5,5,5,7,1000,100,100,100
soybean,0,10,1,0.5,5,5,7,1000,100,100,100
soybean,0,10,1,0.5,5,5,7,1000,100,100,100
soybean,0,10,1,0.5,5,5,15,10,100,100,100
soybean,0,10,1,0.5,5,5,15,100,100,100,100
soybean,0,10,1,0.5,5,5,15,1000,100,100,100
soybean,0,10,1,0.8,5,5,1,10,100,100,100
soybean,0,10,1,0.8,5,5,1,100,100,100,100
soybean,0,10,1,0.8,5,5,1,1000,100,100,100
soybean,0,10,1,0.8,5,5,7,10,100,100,85.5555555555556
soybean,0,10,1,0.8,5,5,7,1000,100,100,85.5555555555556
soybean,0,10,1,0.8,5,5,15,100,100,100,85.5555555555556
soybean,0,10,1,0.8,5,5,15,1000,100,100,85.5555555555556
soybean,0,10,1,0.8,5,5,1,100,100,100,84.4444444444444
soybean,0,10,1,0.8,5,5,1,1000,100,100,84.4444444444444
soybean,0,10,1,0.8,5,5,7,1000,100,100,81.3333333333333
soybean,0,10,1,0.8,5,5,15,100,100,100,76.6666666666667
soybean,0,10,1,0.8,5,5,15,1000,100,100,76.6666666666667
soybean,0,10,1,0.5,5,5,15,100,100,100,66.6666666666667
soybean,0,10,1,0.5,5,5,15,1000,100,100,66.6666666666667
soybean,0,10,1,0.5,5,5,15,1000,100,100,60
soybean,0,10,1,0.8,5,5,15,1000,100,100,55.5555555555556
soybean,0,10,1,0.8,5,5,1,1000,100,100,48.8888888888889
soybean,0,10,1,0.8,0.1,0.1,7,10,80,72,90.6666666666667
soybean,0,10,1,0.8,0.1,0.5,15,1000,80,72,57.3333333333333
soybean,0,10,1,0.8,0.1,0.9,7,10,80,72,90.6666666666667
soybean,0,10,1,0.5,0.5,0.9,7,10,80,72,90.6666666666667
soybean,0,10,1,0.5,0.5,0.9,7,10,80,72,90.6666666666667
soybean,0,10,1,0.8,0.5,5,15,10,80,72,81.3333333333333
soybean,0,10,1,0.8,0.5,5,15,100,80,72,81.3333333333333
soybean,0,10,1,0.5,0.9,0.1,1,10,80,72,90.6666666666667
soybean,0,10,1,0.5,0.9,0.1,15,10,80,72,90.6666666666667
soybean,0,10,1,0.5,0.9,5,15,10,80,72,90.6666666666667
soybean,0,10,1,0.8,0.9,5,1,100,80,72,90.6666666666667
soybean,0,10,1,0.2,5,0.1,15,10,80,72,90.6666666666667
soybean,0,10,1,0.5,5,0.5,15,10,80,72,90.6666666666667
soybean,0,10,1,0.5,5,0.9,7,10,80,72,90.6666666666667
soybean,0,10,1,0.8,5,5,7,10,80,72,81.3333333333333
soybean,0,10,1,0.8,5,5,7,100,80,72,81.3333333333333
soybean,0,10,1,0.5,0.5,0.1,15,10,80,73.3333333333333,91.1111111111111
soybean,0,10,1,0.8,0.5,0.1,1,10,80,73.3333333333333,91.1111111111111
soybean,0,10,1,0.8,0.5,0.9,1,10,80,73.3333333333333,75.5555555555555
soybean,0,10,1,0.5,0.5,5,7,10,80,73.3333333333333,91.1111111111111
soybean,0,10,1,0.8,0.9,5,7,1000,80,73.3333333333333,60
soybean,0,10,1,0.8,5,5,7,100,80,73.3333333333333,36
soybean,0,10,1,0.5,0.1,0.9,7,10,80,78.0952380952381,92.6984126984127
soybean,0,10,1,0.5,0.5,0.5,15,10,80,78.0952380952381,92.6984126984127
soybean,0,10,1,0.8,0.5,5,1,100,80,78.0952380952381,92.6984126984127
soybean,0,10,1,0.8,0.1,0.9,1,1000,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.2,0.5,0.5,1,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.5,0.5,0.5,7,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.8,0.5,0.5,15,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.2,0.5,0.9,1,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.5,0.5,5,1,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.5,0.5,5,15,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.2,0.9,0.1,15,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.5,5,0.5,7,10,80,78.6666666666667,92.8888888888889
soybean,0,10,1,0.8,0.1,0.1,1,10,80,80,93.3333333333333
soybean,0,10,1,0.5,0.1,5,15,10,80,80,93.3333333333333
soybean,0,10,1,0.8,0.1,5,7,1000,80,80,77.7777777777778
soybean,0,10,1,0.8,0.5,0.1,1,10,80,80,93.3333333333333
soybean,0,10,1,0.5,0.5,5,1,10,80,80,93.3333333333333
soybean,0,10,1,0.8,0.5,5,1,1000,80,80,64.4444444444444
soybean,0,10,1,0.5,0.9,0.1,15,10,80,80,93.3333333333333
soybean,0,10,1,0.5,0.9,0.9,7,10,80,80,93.3333333333333
soybean,0,10,1,0.8,0.9,0.9,7,10,80,80,93.3333333333333
soybean,0,10,1,0.8,0.9,5,7,100,80,80,63.1111111111111
soybean,0,10,1,0.8,0.9,5,7,1000,80,80,63.1111111111111
soybean,0,10,1,0.8,5,0.9,1,10,80,80,93.3333333333333
soybean,0,10,1,0.5,5,5,15,100,80,80,60
soybean,0,10,1,0.8,0.1,5,15,10,80,86.6666666666667,95.5555555555556
soybean,0,10,1,0.5,0.9,0.1,15,10,80,86.6666666666667,95.5555555555556
soybean,0,10,1,0.8,0.9,5,15,10,80,86.6666666666667,95.5555555555556
soybean,0,10,1,0.8,5,0.1,7,10,80,86.6666666666667,95.5555555555556
soybean,0,10,1,0.5,0.5,5,7,10,80,88,96
soybean,0,10,1,0.5,0.9,0.1,1,10,80,88,96
soybean,0,10,1,0.5,0.9,0.5,7,10,60,45,81.6666666666667
soybean,0,10,1,0.8,5,0.9,1,10,60,45,81.6666666666667
soybean,0,10,1,0.5,0.1,0.1,7,10,60,45.3333333333333,81.7777777777778
soybean,0,10,1,0.2,0.1,0.9,15,10,60,45.3333333333333,81.7777777777778
soybean,0,10,1,0.8,0.1,0.9,7,10,60,45.3333333333333,81.7777777777778
