Data set,layers,position_range,velocity_range,omega,c1,c2,c1>c2,c1=c2,c1<c2,vmax,pop_size,loss1,loss2,average,,,
glass,0,10,1,0.5,0.9,0.9,,,,1,10,40.9090909090909,26.3929618768328,41.8579217082072,,,
glass,0,10,1,0.5,5,0.9,,,,1,10,31.8181818181818,27.8532073986619,41.8057699875881,,,
glass,0,10,1,0.2,5,5,,,,15,100,27.2727272727273,18.1458857348185,41.1710062006504,,,
glass,0,10,1,0.5,0.9,0.9,,,,15,10,50,46.2901069518717,41.0914172797475,,,
glass,0,10,1,0.5,0.5,5,,,,15,1000,68.1818181818182,62.8367003367003,41.0213243546577,,,
glass,0,10,1,0.2,0.9,0.1,,,,15,10,68.1818181818182,66.3461538461538,41.0102152749211,,,
glass,0,10,1,0.5,0.9,5,,,,1,10,50,49.5408631772268,40.8800122436486,,,
glass,0,10,1,0.5,5,5,,,,1,100,86.3636363636364,83.7465564738292,40.8129872702065,,,
glass,0,10,1,0.8,0.9,0.9,,,,15,10,59.0909090909091,51.948051948052,40.7348950889621,,,
glass,0,10,1,0.8,0.9,0.1,,,,1,10,45.4545454545455,47.5206611570248,40.3581267217631,,,
glass,0,10,1,0.8,0.9,5,,,,1,100,63.6363636363636,52.6695526695527,40.2517235850569,,,
glass,0,10,1,0.8,0.1,0.9,,,,1,100,50,46.969696969697,40.2514273166447,,,
glass,0,10,1,0.5,5,0.1,,,,1,10,45.4545454545455,42.9292929292929,40.0673400673401,,,
glass,0,10,1,0.8,5,0.9,,,,1,100,27.2727272727273,20.2261852979556,39.7603061478659,,,
glass,0,10,1,0.8,0.5,0.5,,,,7,1000,81.8181818181818,80.9396485867074,39.4050113399959,,,
glass,0,10,1,0.5,0.9,0.9,,,,15,100,40.9090909090909,31.024531024531,38.9487364487365,,,
glass,0,10,1,0.5,0.9,0.5,,,,7,100,31.8181818181818,31.3131313131313,38.9175849403122,,,
glass,0,10,1,0.5,0.5,0.5,,,,7,100,40.9090909090909,28.2467532467532,38.7679314149902,,,
glass,0,10,1,0.8,5,0.1,,,,15,10,45.4545454545455,29.3255131964809,38.5085808265714,,,
glass,0,10,1,0.5,5,5,,,,7,100,31.8181818181818,24.2424242424242,38.4472934472934,,,
glass,0,10,1,0.5,0.9,0.1,,,,7,10,22.7272727272727,14.1414141414141,38.4401861754803,,,
glass,0,10,1,0.5,0.9,0.1,,,,15,10,40.9090909090909,32.6178451178451,38.3496809840896,,,
glass,0,10,1,0.5,0.1,0.5,,,,15,10,54.5454545454545,52.0661157024793,38.3399602835339,,,
glass,0,10,1,0.5,0.5,0.9,,,,1,10,50,40.1635401635402,38.3386833608213,,,
glass,0,10,1,0.5,5,0.5,,,,15,100,50,48.2093663911846,38.3149678604224,,,
glass,0,10,1,0.2,0.5,5,,,,15,10,45.4545454545455,50.7805325987144,38.3064984134503,,,
glass,0,10,1,0.8,0.5,0.9,,,,15,1000,22.7272727272727,32.1969696969697,38.1029236464019,,,
glass,0,10,1,0.8,5,5,,,,1,1000,40.9090909090909,43.3884297520661,38.0617866981503,,,
glass,0,10,1,0.2,0.5,0.1,,,,7,10,36.3636363636364,35.7142857142857,37.9524041021367,,,
glass,0,10,1,0.2,0.5,0.5,,,,1,10,36.3636363636364,30.3030303030303,37.7439553910142,,,
glass,0,10,1,0.5,0.9,0.5,,,,1,10,45.4545454545455,41.897233201581,37.5185134705374,,,
glass,0,10,1,0.8,0.5,5,,,,1,100,31.8181818181818,37.9058441558442,37.248075998076,,,
glass,0,10,1,0.8,0.5,0.9,,,,7,100,31.8181818181818,24.1735537190083,37.1536588137379,,,
glass,0,10,1,0.8,0.9,0.9,,,,7,10,36.3636363636364,25.6410256410256,37.1456385249489,,,
glass,0,10,1,0.2,0.9,0.5,,,,15,10,36.3636363636364,37.9706152433425,36.9276312912676,,,
glass,0,10,1,0.2,0.5,0.1,,,,1,10,36.3636363636364,30.011655011655,36.8220668220668,,,
glass,0,10,1,0.5,0.1,0.9,,,,1,10,18.1818181818182,18.1818181818182,36.7676767676768,,,
glass,0,10,1,0.2,5,0.9,,,,15,10,31.8181818181818,34.0909090909091,36.507116620753,,,
glass,0,10,1,0.8,5,0.9,,,,1,10,59.0909090909091,47.7855477855478,36.5012287021856,,,
glass,0,10,1,0.2,0.5,0.5,,,,7,10,27.2727272727273,31.3131313131313,36.276455026455,,,
glass,0,10,1,0.8,0.1,5,,,,1,100,31.8181818181818,24.2424242424242,36.2733538391433,,,
glass,0,10,1,0.8,0.9,0.1,,,,15,10,45.4545454545455,36.7024280067758,35.9118286193385,,,
glass,0,10,1,0.5,0.1,5,,,,7,100,40.9090909090909,34.14820473644,35.905063460791,,,
glass,0,10,1,0.8,0.1,5,,,,7,10,59.0909090909091,50.9641873278237,35.9012842970062,,,
glass,0,10,1,0.2,0.5,0.9,,,,15,10,22.7272727272727,19.2016317016317,35.7523368887005,,,
glass,0,10,1,0.2,0.9,0.9,,,,15,10,31.8181818181818,32.3051948051948,35.7306908777497,,,
glass,0,10,1,0.8,5,0.9,,,,7,1000,45.4545454545455,29.6027501909855,35.6363096202668,,,
glass,0,10,1,0.5,0.1,0.1,,,,7,10,63.6363636363636,53.8720538720539,35.6307519640853,,,
glass,0,10,1,0.2,0.1,0.5,,,,1,10,31.8181818181818,22.7272727272727,35.2210338680927,,,
glass,0,10,1,0.8,0.5,0.1,,,,15,10,36.3636363636364,26.9360269360269,35.1810160856507,,,
glass,0,10,1,0.5,0.5,0.9,,,,15,100,9.09090909090909,4.54545454545455,35.084252132307,,,
glass,0,10,1,0.2,5,0.1,,,,15,10,18.1818181818182,21.6450216450216,35.0517664154028,,,
glass,0,10,1,0.5,0.9,0.1,,,,1,10,45.4545454545455,40.2443406395975,35.0259972789617,,,
glass,0,10,1,0.2,5,0.1,,,,1,10,9.09090909090909,6.06060606060606,34.8533178676719,,,
glass,0,10,1,0.5,0.9,5,,,,15,10,40.9090909090909,37.6114081996435,34.7982083276201,,,
glass,0,10,1,0.2,0.1,0.5,,,,15,10,31.8181818181818,28.7247474747475,34.4324327028062,,,
glass,0,10,1,0.5,0.5,5,,,,7,10,45.4545454545455,43.75,34.349173553719,,,
glass,0,10,1,0.2,0.1,0.9,,,,1,10,31.8181818181818,32.3691460055096,34.3351698806244,,,
glass,0,10,1,0.5,5,0.5,,,,7,10,40.9090909090909,40.8631772268136,34.2670691380906,,,
glass,0,10,1,0.8,0.1,0.1,,,,1,10,18.1818181818182,18.7590187590188,33.8081605461285,,,
glass,0,10,1,0.5,5,0.1,,,,15,10,36.3636363636364,36.7965367965368,33.79329004329,,,
glass,0,10,1,0.2,5,0.5,,,,7,10,36.3636363636364,29.0764790764791,33.7646821517789,,,
glass,0,10,1,0.5,0.5,5,,,,7,1000,54.5454545454545,48.1740481740482,33.7643901437005,,,
glass,0,10,1,0.5,0.5,0.1,,,,7,10,22.7272727272727,17.4825174825175,33.6962470026986,,,
glass,0,10,1,0.2,0.9,0.9,,,,1,10,13.6363636363636,17.8571428571429,33.2327605054878,,,
glass,0,10,1,0.5,0.1,0.9,,,,15,10,27.2727272727273,21.4876033057851,33.1726354453627,,,
glass,0,10,1,0.8,0.1,0.5,,,,15,10,31.8181818181818,25.4545454545455,33.0732122227724,,,
glass,0,10,1,0.2,0.1,5,,,,15,10,31.8181818181818,23.8095238095238,33.0604748786567,,,
glass,0,10,1,0.2,0.9,0.9,,,,7,10,40.9090909090909,33.5710041592394,32.7330344442644,,,
glass,0,10,1,0.8,0.9,5,,,,7,1000,36.3636363636364,27.972027972028,32.316840865228,,,
glass,0,10,1,0.8,0.5,0.9,,,,1,100,68.1818181818182,66.6157372039725,32.2068337266761,,,
glass,0,10,1,0.8,0.5,5,,,,7,1000,22.7272727272727,9.09090909090909,32.0284780578898,,,
glass,0,10,1,0.8,5,5,,,,7,10,40.9090909090909,30.2272727272727,32.0116234111449,,,
glass,0,10,1,0.2,5,0.9,,,,1,10,31.8181818181818,31.8516042780749,31.951871657754,,,
glass,0,10,1,0.5,5,5,,,,15,100,45.4545454545455,41.6666666666667,31.8136112253759,,,
glass,0,10,1,0.2,0.1,0.9,,,,7,10,36.3636363636364,27.7230509428652,31.7387212968412,,,
glass,0,10,1,0.5,0.1,0.9,,,,7,10,18.1818181818182,19.1387559808612,31.4390030334303,,,
glass,0,10,1,0.2,0.1,0.1,,,,15,10,27.2727272727273,22.7272727272727,31.3905765480082,,,
glass,0,10,1,0.2,0.9,0.1,,,,1,10,22.7272727272727,11.3997113997114,30.8913928531153,,,
glass,0,10,1,0.8,0.5,0.1,,,,7,10,36.3636363636364,34.6320346320346,30.7542962088417,,,
glass,0,10,1,0.8,0.1,0.1,,,,7,10,13.6363636363636,11.7079889807163,30.7130043549971,,,
glass,0,10,1,0.8,0.5,0.5,,,,1,10,45.4545454545455,48.2323232323232,30.5218855218855,,,
glass,0,10,1,0.5,0.5,5,,,,7,100,22.7272727272727,8.41750841750842,30.5162738496072,,,
glass,0,10,1,0.8,0.9,0.9,,,,15,100,40.9090909090909,26.3929618768328,30.3955005567909,,,
glass,0,10,1,0.8,0.5,0.9,,,,7,1000,40.9090909090909,30.5325987144169,30.3727625118,,,
glass,0,10,1,0.2,0.9,5,,,,15,10,45.4545454545455,42.5,30.2762923351159,,,
glass,0,10,1,0.5,0.9,5,,,,7,100,31.8181818181818,34.0909090909091,30.2434388866173,,,
glass,0,10,1,0.8,0.1,0.5,,,,1,10,40.9090909090909,44.3181818181818,30.176035719514,,,
glass,0,10,1,0.2,0.9,0.5,,,,1,10,22.7272727272727,21.6450216450216,30.0800209891119,,,
glass,0,10,1,0.5,0.1,5,,,,7,10,4.54545454545455,0.395256916996047,30.0671355498721,,,
glass,0,10,1,0.2,0.9,0.5,,,,7,10,22.7272727272727,18.9393939393939,29.9721817101496,,,
glass,0,10,1,0.5,0.1,0.1,,,,1,10,31.8181818181818,30.5194805194805,29.6575973046561,,,
glass,0,10,1,0.8,0.5,5,,,,7,100,31.8181818181818,27.6679841897233,29.6284739076501,,,
glass,0,10,1,0.8,0.5,5,,,,15,10,22.7272727272727,32.4675324675325,29.6120626555409,,,
glass,0,10,1,0.5,5,0.5,,,,15,10,40.9090909090909,38.0199510634293,29.2333454580044,,,
glass,0,10,1,0.5,0.5,5,,,,15,100,40.9090909090909,31.7650186071239,29.0146480756529,,,
glass,0,10,1,0.8,5,0.1,,,,7,10,31.8181818181818,26.5151515151515,28.9869852369852,,,
glass,0,10,1,0.5,0.5,5,,,,15,10,36.3636363636364,37.2549019607843,28.8974736545069,,,
glass,0,10,1,0.8,0.5,0.9,,,,1,10,22.7272727272727,9.09090909090909,28.8472964943553,,,
glass,0,10,1,0.5,0.5,0.5,,,,7,10,50,41.1255411255411,28.8198838198838,,,
glass,0,10,1,0.8,0.9,0.1,,,,7,10,9.09090909090909,12.1212121212121,28.0808080808081,,,
glass,0,10,1,0.8,0.1,0.9,,,,7,1000,27.2727272727273,22.2222222222222,27.9418155280224,,,
glass,0,10,1,0.8,5,0.5,,,,15,100,22.7272727272727,8.41750841750842,27.7472961942659,,,
glass,0,10,1,0.5,0.5,0.5,,,,15,10,45.4545454545455,34.965034965035,27.4281867864756,,,
glass,0,10,1,0.5,5,0.9,,,,15,10,45.4545454545455,38.866930171278,27.3845478193304,,,
glass,0,10,1,0.8,5,0.5,,,,7,10,45.4545454545455,34.965034965035,27.3368298368299,,,
glass,0,10,1,0.2,0.1,0.1,,,,7,10,27.2727272727273,21.9822282980178,27.185216714415,,,
glass,0,10,1,0.8,0.9,5,,,,1,10,31.8181818181818,35.9848484848485,27.0561677379859,,,
glass,0,10,1,0.8,5,0.5,,,,7,100,18.1818181818182,22.0588235294118,26.8601182099634,,,
glass,0,10,1,0.2,5,5,,,,15,10,45.4545454545455,36.3636363636364,26.8184467048104,,,
glass,0,10,1,0.8,0.5,5,,,,15,1000,18.1818181818182,18.1818181818182,26.6211371474529,,,
glass,0,10,1,0.8,0.9,0.5,,,,1,10,27.2727272727273,17.3553719008264,25.662468844287,,,
glass,0,10,1,0.8,0.1,0.1,,,,15,10,45.4545454545455,36.7965367965368,25.6565656565656,,,
glass,0,10,1,0.8,0.9,0.9,,,,7,1000,31.8181818181818,20.8333333333333,25.5306690089299,,,
glass,0,10,1,0.2,0.1,0.1,,,,1,10,22.7272727272727,23.9234449760765,25.0653113656209,,,
glass,0,10,1,0.8,0.5,0.9,,,,7,10,22.7272727272727,19.6969696969697,24.9747474747475,,,
glass,0,10,1,0.2,0.5,5,,,,7,10,9.09090909090909,4.54545454545455,24.8636363636364,,,
glass,0,10,1,0.8,0.9,0.9,,,,1,10,45.4545454545455,28.5204991087344,24.4988585545861,,,
glass,0,10,1,0.8,0.5,0.9,,,,15,100,27.2727272727273,17.3553719008264,24.4286065850164,,,
glass,0,10,1,0.8,0.5,0.5,,,,7,100,18.1818181818182,18.1818181818182,24.3545076432777,,,
glass,0,10,1,0.8,0.1,0.9,,,,15,1000,36.3636363636364,31.0800310800311,24.0422876786513,,,
glass,0,10,1,0.2,0.1,0.9,,,,15,10,27.2727272727273,24.7933884297521,23.870523415978,,,
glass,0,10,1,0.2,0.5,0.5,,,,15,10,13.6363636363636,14.996114996115,23.7741790373369,,,
glass,0,10,1,0.8,0.1,5,,,,15,1000,36.3636363636364,32.7528532073987,23.7531155712974,,,
glass,0,10,1,0.8,0.9,5,,,,7,100,18.1818181818182,21.900826446281,23.5132069356668,,,
glass,0,10,1,0.8,0.5,0.5,,,,7,10,40.9090909090909,31.5656565656566,23.2452732452733,,,
glass,0,10,1,0.5,0.1,5,,,,15,10,9.09090909090909,15.8402203856749,22.5955862319499,,,
glass,0,10,1,0.5,0.9,0.9,,,,7,10,22.7272727272727,23.4159779614325,22.2161003979186,,,
glass,0,10,1,0.8,0.1,5,,,,1,10,45.4545454545455,40.04329004329,22.0851370851371,,,
glass,0,10,1,0.8,0.5,5,,,,1,10,27.2727272727273,19.6280991735537,21.9384151202333,,,
glass,0,10,1,0.8,0.1,0.9,,,,7,100,68.1818181818182,57.6923076923077,21.4125874125874,,,
glass,0,10,1,0.8,0.1,0.9,,,,15,100,22.7272727272727,11.9617224880383,21.3940454484269,,,
glass,0,10,1,0.8,0.9,0.5,,,,15,1000,27.2727272727273,18.9393939393939,21.0858585858586,,,
glass,0,10,1,0.5,0.1,5,,,,15,100,59.0909090909091,47.7855477855478,20.909700321465,,,
glass,0,10,1,0.8,0.9,0.9,,,,15,1000,31.8181818181818,30.3030303030303,20.6260465618754,,,
glass,0,10,1,0.5,5,5,,,,7,10,18.1818181818182,14.2424242424242,20.2796876326288,,,
glass,0,10,1,0.8,5,5,,,,15,1000,45.4545454545455,42.3465423465423,20.1616901616902,,,
glass,0,10,1,0.5,0.9,0.5,,,,15,10,4.54545454545455,4.54545454545455,20.1067718180018,,,
glass,0,10,1,0.8,0.1,0.5,,,,15,100,31.8181818181818,21.9435736677116,19.7394228898931,,,
glass,0,10,1,0.8,5,5,,,,1,10,27.2727272727273,18.3982683982684,19.5526695526696,,,
glass,0,10,1,0.8,0.5,0.1,,,,1,10,27.2727272727273,22.7272727272727,19.0909090909091,,,
glass,0,10,1,0.8,0.5,0.9,,,,15,10,22.7272727272727,11.9617224880383,18.8582510720253,,,
glass,0,10,1,0.8,0.5,0.5,,,,15,10,4.54545454545455,1.01010101010101,18.6160850933578,,,
glass,0,10,1,0.8,5,0.5,,,,15,10,4.54545454545455,2.52525252525252,18.5906685906686,,,
glass,0,10,1,0.8,5,5,,,,15,100,31.8181818181818,25.974025974026,17.5447710184552,,,
glass,0,10,1,0.8,0.1,0.5,,,,7,10,18.1818181818182,22.2777222777223,17.4061445800576,,,
glass,0,10,1,0.8,0.1,5,,,,15,10,0,0,17.1212121212121,,,
glass,0,10,1,0.8,0.9,0.5,,,,7,100,31.8181818181818,24.4755244755245,16.8821077911987,,,
glass,0,10,1,0.8,0.1,0.5,,,,15,1000,36.3636363636364,32.7540106951872,16.2795134002564,,,
glass,0,10,1,0.8,0.1,0.9,,,,1,10,27.2727272727273,28.0673274094327,16.0213445339304,,,
glass,0,10,1,0.8,5,0.9,,,,15,100,13.6363636363636,15.1515151515152,15.8249158249158,,,
glass,0,10,1,0.5,5,5,,,,15,1000,4.54545454545455,5.05050505050505,15.8137998807855,,,
glass,0,10,1,0.8,0.5,5,,,,7,10,36.3636363636364,26.9268774703557,15.6065311500094,,,
glass,0,10,1,0.8,5,0.9,,,,7,100,0,0,15.3198653198653,,,
glass,0,10,1,0.8,5,0.5,,,,15,1000,27.2727272727273,23.4848484848485,15.3045327416037,,,
glass,0,10,1,0.5,0.5,0.9,,,,15,10,9.09090909090909,12.1212121212121,15.2480689245395,,,
glass,0,10,1,0.5,0.5,0.9,,,,7,10,18.1818181818182,21.2121212121212,15.2176173499703,,,
glass,0,10,1,0.5,5,5,,,,15,10,13.6363636363636,6.49350649350649,15.096453254348,,,
glass,0,10,1,0.8,0.9,0.5,,,,15,100,18.1818181818182,18.6540731995277,14.6121258420724,,,
glass,0,10,1,0.8,0.1,5,,,,7,1000,9.09090909090909,8.69736324281779,14.5759797321858,,,
glass,0,10,1,0.8,0.5,0.5,,,,15,100,36.3636363636364,28.3333333333333,14.3044077134986,,,
glass,0,10,1,0.8,0.1,5,,,,15,100,45.4545454545455,32.4675324675325,13.7686387686388,,,
glass,0,10,1,0.8,0.5,5,,,,15,100,22.7272727272727,22.987012987013,13.7608225108225,,,
glass,0,10,1,0.8,5,0.9,,,,15,10,31.8181818181818,24.9487354750513,13.4470991528408,,,
glass,0,10,1,0.5,0.9,5,,,,15,100,27.2727272727273,11.7424242424242,13.2474091565001,,,
glass,0,10,1,0.5,0.9,5,,,,7,10,36.3636363636364,31.3852813852814,12.1212121212121,,,
glass,0,10,1,0.8,0.1,0.5,,,,7,100,22.7272727272727,22.1479500891266,12.0027642150404,,,
glass,0,10,1,0.8,0.9,0.5,,,,7,10,18.1818181818182,11.3636363636364,11.969696969697,,,
glass,0,10,1,0.8,0.1,0.9,,,,15,10,4.54545454545455,0.395256916996047,11.7180700283467,,,
glass,0,10,1,0.8,5,0.9,,,,7,10,27.2727272727273,25.974025974026,11.7035138774269,,,
glass,0,10,1,0.8,5,5,,,,7,100,18.1818181818182,7.90513833992095,11.480265221684,,,
glass,0,10,1,0.8,0.9,0.9,,,,7,100,31.8181818181818,33.3333333333333,11.4478114478114,,,
glass,0,10,1,0.5,0.1,0.9,,,,15,100,27.2727272727273,26.4069264069264,11.1183261183261,,,
glass,0,10,1,0.8,5,5,,,,15,10,9.09090909090909,8.00865800865801,9.63033698327817,,,
glass,0,10,1,0.8,0.9,5,,,,15,100,18.1818181818182,11.3636363636364,7.4915824915825,,,
glass,0,10,1,0.8,0.1,0.9,,,,7,10,22.7272727272727,11.9617224880383,5.07814992025519,,,
glass,0,10,1,0.8,0.9,0.5,,,,15,10,22.7272727272727,8.41750841750842,5.01617482009639,,,
glass,0,10,1,0.5,0.1,5,,,,15,1000,0,0,4.10599501508591,,,
glass,0,10,1,0.8,0.1,5,,,,7,100,0,0,3.8372859025033,,,
glass,0,10,1,0.8,0.9,5,,,,15,10,9.09090909090909,4.78158205430933,3.81859247471896,,,
glass,0,10,1,0.8,5,5,,,,7,1000,4.54545454545455,2.27272727272727,3.67188632738872,,,
glass,0,10,1,0.8,0.9,5,,,,15,1000,4.54545454545455,0.478468899521531,1.76646851288,count ,value ,param
glass,1,10,1,0.2,0.1,5,,,,1,1000,100,100,96.8686123637258,#NAME?,0.2,omega
glass,1,10,1,0.2,0.9,5,,,,1,1000,100,100,94.8051948051948,2,0.5,omega
glass,1,10,1,0.2,0.5,5,,,,1,1000,95.4545454545455,93.3884297520661,93.106388560934,1,0.8,omega
glass,1,10,1,0.2,0.1,5,,,,1,100,95.4545454545455,93.3884297520661,88.6797694284325,3,0.1,c1
glass,1,10,1,0.2,0.9,5,,,,1,100,95.4545454545455,93.3884297520661,87.7932432883567,2,0.5,c1
glass,1,10,1,0.2,0.5,5,,,,1,100,95.4545454545455,93.3884297520661,81.5852207701738,2,0.9,c1
glass,1,10,1,0.2,5,5,,,,1,1000,95.4545454545455,95.3102453102453,81.3533015805743,2,5,c1
glass,1,10,1,0.8,5,0.1,,,,7,1000,81.8181818181818,79.8701298701299,80.3471911230532,0,0.1,c2
glass,1,10,1,0.5,5,0.9,,,,7,1000,86.3636363636364,83.7465564738292,79.9979191828722,1,0.5,c2
glass,1,10,1,0.8,0.9,0.1,,,,1,1000,95.4545454545455,93.3884297520661,79.2977355281431,0,0.9,c2
glass,1,10,1,0.5,5,0.5,,,,7,1000,95.4545454545455,93.3884297520661,78.886593204775,8,5,c2
glass,1,10,1,0.2,0.9,5,,,,7,1000,95.4545454545455,93.3884297520661,78.5859251274271,,,
glass,1,10,1,0.2,5,5,,,,1,100,81.8181818181818,82.1883998354587,76.9539618135875,,,
glass,1,10,1,0.5,5,0.9,,,,1,1000,86.3636363636364,83.7465564738292,74.5725323092094,,,
glass,1,10,1,0.5,0.1,0.9,,,,1,1000,86.3636363636364,85.233918128655,74.2136952470337,,,
glass,1,10,1,0.5,0.9,0.9,,,,15,1000,81.8181818181818,79.8701298701299,74.0088072846694,,,
glass,1,10,1,0.5,0.9,0.9,,,,7,1000,95.4545454545455,93.3884297520661,72.9691722418995,,,
glass,1,10,1,0.5,0.5,0.5,,,,7,1000,95.4545454545455,93.3884297520661,72.6901324669286,,,
glass,1,10,1,0.5,0.9,0.9,,,,1,1000,86.3636363636364,84.7107438016529,71.5507674144038,,,
glass,1,10,1,0.5,0.1,0.5,,,,7,1000,90.9090909090909,86.6784730421094,71.0101514646969,,,
glass,1,10,1,0.8,0.1,0.1,,,,1,100,90.9090909090909,86.7768595041322,70.2600022981254,,,
glass,1,10,1,0.2,0.1,0.9,,,,7,1000,90.9090909090909,89.3939393939394,69.94560994561,,,
glass,1,10,1,0.5,0.5,0.9,,,,1,1000,77.2727272727273,76.0330578512397,69.4719926538109,,,
glass,1,10,1,0.5,0.9,0.5,,,,1,1000,86.3636363636364,83.7465564738292,69.3682277318641,,,
glass,1,10,1,0.5,0.1,5,,,,1,1000,95.4545454545455,93.3884297520661,68.5717789053567,,,
glass,1,10,1,0.2,0.1,0.1,,,,15,1000,86.3636363636364,82.1330184966549,67.9477088567998,,,
glass,1,10,1,0.2,0.9,0.5,,,,7,1000,86.3636363636364,82.1330184966549,67.7959734858131,,,
glass,1,10,1,0.5,0.1,0.5,,,,1,1000,77.2727272727273,74.3145743145743,67.6200096200096,,,
glass,1,10,1,0.8,5,0.1,,,,1,1000,68.1818181818182,64.3841007477371,66.5068214613669,,,
glass,1,10,1,0.5,0.5,0.5,,,,1,1000,81.8181818181818,77.1349862258953,66.4370982552801,,,
glass,1,10,1,0.2,0.1,0.9,,,,15,1000,72.7272727272727,67.9522497704316,65.8753757988745,,,
glass,1,10,1,0.2,0.5,0.9,,,,15,1000,59.0909090909091,56.7493112947658,65.7020350128854,,,
glass,1,10,1,0.5,0.9,0.5,,,,15,1000,81.8181818181818,78.1620553359684,65.5063993977038,,,
glass,1,10,1,0.5,5,0.9,,,,15,1000,77.2727272727273,74.8792270531401,65.2107637311003,,,
glass,1,10,1,0.2,0.9,0.5,,,,15,1000,86.3636363636364,83.7465564738292,65.1882080735836,,,
glass,1,10,1,0.2,0.5,0.9,,,,7,1000,77.2727272727273,71.5269578905942,65.082305364437,,,
glass,1,10,1,0.5,5,0.5,,,,1,1000,86.3636363636364,83.7465564738292,64.9258940702791,,,
glass,1,10,1,0.2,0.9,0.9,,,,15,100,77.2727272727273,76.0822510822511,64.8518148518149,,,
glass,1,10,1,0.2,0.9,0.9,,,,1,1000,77.2727272727273,74.5638200183655,64.7981598516358,,,
glass,1,10,1,0.2,0.1,0.9,,,,1,1000,77.2727272727273,71.5504850880345,64.390592744464,,,
glass,1,10,1,0.2,0.1,0.1,,,,7,1000,77.2727272727273,73.258559622196,64.3873802964712,,,
glass,1,10,1,0.8,5,0.1,,,,1,100,77.2727272727273,73.2323232323232,64.3786348331803,,,
glass,1,10,1,0.2,0.5,0.5,,,,15,1000,81.8181818181818,78.1620553359684,64.344112189962,,,
glass,1,10,1,0.2,5,0.5,,,,1,1000,81.8181818181818,77.1349862258953,64.2614960796779,,,
glass,1,10,1,0.5,0.9,0.1,,,,7,1000,77.2727272727273,73.989898989899,64.1018023370965,,,
glass,1,10,1,0.2,0.9,0.1,,,,7,1000,77.2727272727273,73.5537190082645,64.0947133674406,,,
glass,1,10,1,0.2,0.1,0.1,,,,1,1000,86.3636363636364,83.8438735177866,63.9833113746157,,,
glass,1,10,1,0.2,0.9,0.9,,,,15,1000,81.8181818181818,77.1349862258953,63.8169574533211,,,
glass,1,10,1,0.5,0.1,0.1,,,,15,1000,72.7272727272727,67.9522497704316,63.8001005728278,,,
glass,1,10,1,0.5,0.9,0.9,,,,1,100,72.7272727272727,70.0183654729109,63.3073155800428,,,
glass,1,10,1,0.2,5,0.1,,,,1,1000,77.2727272727273,73.2323232323232,62.9606084151539,,,
glass,1,10,1,0.2,5,0.9,,,,1,1000,72.7272727272727,65.2680652680653,62.9116961469903,,,
glass,1,10,1,0.2,0.5,0.1,,,,15,1000,81.8181818181818,77.2323032698527,62.9098764910204,,,
glass,1,10,1,0.2,5,0.9,,,,15,1000,81.8181818181818,78.1620553359684,62.9074007532506,,,
glass,1,10,1,0.2,0.9,0.1,,,,15,1000,81.8181818181818,77.4044795783926,62.8118684384669,,,
glass,1,10,1,0.2,5,0.9,,,,7,1000,77.2727272727273,73.2323232323232,62.7790510143451,,,
glass,1,10,1,0.8,0.9,0.1,,,,7,1000,77.2727272727273,78.5372522214628,62.5965924913294,,,
glass,1,10,1,0.5,0.5,0.9,,,,15,1000,90.9090909090909,90.9090909090909,62.2569783860106,,,
glass,1,10,1,0.5,5,0.5,,,,15,1000,72.7272727272727,62.2377622377622,61.8783993783994,,,
glass,1,10,1,0.5,0.9,0.1,,,,1,1000,68.1818181818182,60.7226107226107,61.7700578990902,,,
glass,1,10,1,0.2,0.5,0.9,,,,1,1000,72.7272727272727,67.8571428571429,61.7656704555101,,,
glass,1,10,1,0.2,0.5,0.5,,,,1,100,86.3636363636364,83.7465564738292,61.5136200697698,,,
glass,1,10,1,0.2,0.1,0.5,,,,7,100,81.8181818181818,77.4044795783926,61.4653243111741,,,
glass,1,10,1,0.5,5,0.1,,,,15,1000,77.2727272727273,73.5537190082645,61.2240150421969,,,
glass,1,10,1,0.5,5,0.9,,,,1,100,63.6363636363636,51.8518518518519,60.9293227446295,,,
glass,1,10,1,0.2,0.9,0.1,,,,7,100,77.2727272727273,71.969696969697,60.8802813348268,,,
glass,1,10,1,0.5,0.5,0.9,,,,7,1000,59.0909090909091,57.4281778827233,60.6388560934015,,,
glass,1,10,1,0.2,5,5,,,,7,100,81.8181818181818,77.9095300834431,60.5214682068902,,,
glass,1,10,1,0.2,0.5,0.1,,,,1,1000,77.2727272727273,71.969696969697,60.3980986333928,,,
glass,1,10,1,0.2,5,0.1,,,,15,100,72.7272727272727,67.4242424242424,60.3752308297763,,,
glass,1,10,1,0.5,0.5,0.1,,,,7,1000,72.7272727272727,68.9064558629776,60.1463077984817,,,
glass,1,10,1,0.5,0.5,0.5,,,,1,100,68.1818181818182,64.4488361879666,60.0084721568098,,,
glass,1,10,1,0.8,0.1,0.1,,,,1,1000,81.8181818181818,78.1620553359684,59.7087475545974,,,
glass,1,10,1,0.2,0.1,5,,,,1,10,77.2727272727273,72.3539745278876,59.6911140389401,,,
glass,1,10,1,0.5,0.9,0.1,,,,15,1000,77.2727272727273,72.0779220779221,59.5455050000505,,,
glass,1,10,1,0.5,0.5,0.1,,,,15,1000,77.2727272727273,71.5504850880345,59.4031840828897,,,
