Data set,layers,position_range,velocity_range,omega,c1,c2,c1>c2,c1=c2,c1<c2,vmax,pop_size,loss1,loss2,average,,,
glass,1,10,1,0.2,0.1,0.5,,,,1,100,81.8181818181818,77.1349862258953,59.1184187173492,,,
glass,1,10,1,0.2,0.9,0.5,,,,7,100,72.7272727272727,65.2680652680653,59.0321925549199,,,
glass,1,10,1,0.2,0.9,0.9,,,,1,100,81.8181818181818,77.4044795783926,58.99892202659,,,
glass,1,10,1,0.2,0.5,0.1,,,,7,1000,72.7272727272727,68.1818181818182,58.966810966811,,,
glass,1,10,1,0.2,5,0.5,,,,15,1000,77.2727272727273,73.5537190082645,58.8646706828525,,,
glass,1,10,1,0.5,0.9,5,,,,1,1000,72.7272727272727,65.9858323494687,58.8616686343959,,,
glass,1,10,1,0.2,0.1,0.5,,,,1,1000,72.7272727272727,68.4014053579271,58.8007426882107,,,
glass,1,10,1,0.2,5,0.5,,,,7,1000,72.7272727272727,67.4242424242424,58.7629542174997,,,
glass,1,10,1,0.2,0.9,0.1,,,,1,1000,72.7272727272727,68.4014053579271,58.4510923385604,,,
glass,1,10,1,0.5,5,0.1,,,,7,100,68.1818181818182,63.8200183654729,58.427379859198,,,
glass,1,10,1,0.2,0.9,0.9,,,,7,1000,59.0909090909091,51.8181818181818,58.4029197522451,,,
glass,1,10,1,0.2,0.5,0.5,,,,1,1000,59.0909090909091,56.198347107438,58.1712850429428,,,
glass,1,10,1,0.5,5,0.1,,,,7,1000,68.1818181818182,61.245572609209,58.1567238465634,,,
glass,1,10,1,0.2,5,0.1,,,,15,1000,72.7272727272727,67.4242424242424,58.1253713606655,,,
glass,1,10,1,0.8,5,0.1,,,,15,1000,86.3636363636364,82.2314049586777,57.8614987705897,,,
glass,1,10,1,0.2,0.1,0.5,,,,15,1000,63.6363636363636,61.3636363636364,57.6335280880736,,,
glass,1,10,1,0.5,0.1,0.1,,,,1,1000,77.2727272727273,72.0779220779221,57.6332001332002,,,
glass,1,10,1,0.2,0.5,0.1,,,,15,100,68.1818181818182,55.6261919898283,57.5969485060394,,,
glass,1,10,1,0.5,0.1,0.5,,,,1,100,68.1818181818182,65.5176163549369,57.4898293375637,,,
glass,1,10,1,0.5,0.1,0.5,,,,15,100,72.7272727272727,68.1818181818182,57.3771043771044,,,
glass,1,10,1,0.2,0.1,0.9,,,,7,100,72.7272727272727,65.2680652680653,57.0793006276877,,,
glass,1,10,1,0.5,5,0.1,,,,1,1000,59.0909090909091,54.852876592007,56.9784263460153,,,
glass,1,10,1,0.5,0.1,0.9,,,,15,1000,81.8181818181818,78.1620553359684,56.8702452292915,,,
glass,1,10,1,0.2,0.5,0.9,,,,7,100,77.2727272727273,71.969696969697,56.7124491669946,,,
glass,1,10,1,0.5,5,0.5,,,,1,100,77.2727272727273,76.0330578512397,56.4172013369874,,,
glass,1,10,1,0.5,0.5,0.1,,,,1,100,77.2727272727273,73.4519104084321,56.1338017859757,,,
glass,1,10,1,0.5,5,5,,,,1,1000,72.7272727272727,71.0227272727273,56.0609298109298,,,
glass,1,10,1,0.5,0.1,0.5,,,,15,1000,50,37.995337995338,55.8593931321204,,,
glass,1,10,1,0.2,0.9,0.5,,,,15,100,72.7272727272727,68.1540681540682,55.7123011668466,,,
glass,1,10,1,0.5,0.5,0.5,,,,15,1000,36.3636363636364,34.3434343434343,55.5671252024688,,,
glass,1,10,1,0.2,5,5,,,,1,10,72.7272727272727,70.5234159779614,55.5466814825103,,,
glass,1,10,1,0.2,5,0.9,,,,1,100,77.2727272727273,71.969696969697,55.3243978243979,,,
glass,1,10,1,0.2,0.1,0.9,,,,1,100,81.8181818181818,77.4044795783926,55.242052633357,,,
glass,1,10,1,0.5,0.5,0.1,,,,1,1000,68.1818181818182,61.0389610389611,55.0887445887446,,,
glass,1,10,1,0.5,0.5,5,,,,1,1000,40.9090909090909,40.2097902097902,54.8925984409855,,,
glass,1,10,1,0.2,5,5,,,,15,100,90.9090909090909,87.1212121212121,54.8460798460798,,,
glass,1,10,1,0.5,0.5,0.1,,,,7,100,68.1818181818182,56.3973063973064,54.5617055420977,,,
glass,1,10,1,0.5,0.1,0.1,,,,7,1000,77.2727272727273,71.5504850880345,54.545098072766,,,
glass,1,10,1,0.5,0.9,0.5,,,,1,100,59.0909090909091,57.1402281928598,54.0597297439403,,,
glass,1,10,1,0.2,0.5,5,,,,1,10,72.7272727272727,62.2377622377622,53.8712921065862,,,
glass,1,10,1,0.5,0.5,0.9,,,,1,100,68.1818181818182,64.8760330578512,53.7297214569942,,,
glass,1,10,1,0.2,0.5,0.9,,,,15,100,68.1818181818182,56.3973063973064,53.6053463932252,,,
glass,1,10,1,0.2,0.9,0.5,,,,1,1000,63.6363636363636,59.9033816425121,53.604157517201,,,
glass,1,10,1,0.2,0.1,0.1,,,,15,100,72.7272727272727,65.2680652680653,53.5742035742036,,,
glass,1,10,1,0.2,5,0.9,,,,7,100,63.6363636363636,61.9249171880751,53.482077609652,,,
glass,1,10,1,0.2,5,0.5,,,,15,100,68.1818181818182,64.8760330578512,53.4468561741289,,,
glass,1,10,1,0.2,0.5,0.5,,,,7,1000,63.6363636363636,58.7121212121212,53.4064791417733,,,
glass,1,10,1,0.2,0.9,0.1,,,,15,100,72.7272727272727,67.4242424242424,53.0651167014803,,,
glass,1,10,1,0.8,0.5,0.1,,,,7,1000,18.1818181818182,15.0034176349966,53.0275572380836,,,
glass,1,10,1,0.2,0.5,0.9,,,,1,100,63.6363636363636,59.5131153431549,53.0026882793681,,,
glass,1,10,1,0.8,0.5,0.5,,,,1,1000,72.7272727272727,71.780303030303,52.7218614718615,,,
glass,1,10,1,0.2,0.5,0.5,,,,15,100,68.1818181818182,64.8289111207771,52.5037859021498,,,
glass,1,10,1,0.5,0.9,0.5,,,,15,100,59.0909090909091,56.4102564102564,52.4676472952335,,,
glass,1,10,1,0.5,0.9,0.5,,,,7,1000,63.6363636363636,52.6695526695527,52.4495656848598,,,
glass,1,10,1,0.2,0.5,0.1,,,,7,100,59.0909090909091,48.3934169278997,52.3890426884157,,,
glass,1,10,1,0.2,0.1,0.1,,,,1,100,63.6363636363636,54.1958041958042,52.291589248111,,,
glass,1,10,1,0.2,5,0.1,,,,7,100,68.1818181818182,55.6261919898283,52.2178326723781,,,
glass,1,10,1,0.5,0.1,0.9,,,,7,1000,22.7272727272727,8.41750841750842,52.0835664200346,,,
glass,1,10,1,0.5,5,0.1,,,,15,100,63.6363636363636,59.4155844155844,52.0151401080255,,,
glass,1,10,1,0.5,0.1,0.9,,,,1,100,40.9090909090909,39.2191142191142,51.6397440942895,,,
glass,1,10,1,0.2,0.9,0.1,,,,1,100,59.0909090909091,50.9641873278237,51.6345270890726,,,
glass,1,10,1,0.2,0.1,0.5,,,,7,1000,63.6363636363636,53.3884297520661,51.626604728209,,,
glass,1,10,1,0.5,0.9,0.9,,,,15,100,77.2727272727273,71.5504850880345,51.6003526814966,,,
glass,1,10,1,0.2,0.1,0.9,,,,15,100,68.1818181818182,65.6606551343393,51.59709640205,,,
glass,1,10,1,0.5,0.1,0.1,,,,15,100,54.5454545454545,52.0661157024793,51.5553426225363,,,
glass,1,10,1,0.5,0.5,5,,,,1,100,40.9090909090909,39.2191142191142,51.3676727313091,,,
glass,1,10,1,0.2,5,0.5,,,,1,100,63.6363636363636,57.9635285662954,51.2567221243111,,,
glass,1,10,1,0.5,0.9,0.1,,,,15,100,63.6363636363636,53.3884297520661,51.2495585222858,,,
glass,1,10,1,0.5,0.1,0.1,,,,7,100,59.0909090909091,55.7252365552761,51.2239115005914,,,
glass,1,10,1,0.2,5,0.1,,,,7,1000,63.6363636363636,52.6695526695527,51.0426392779334,,,
glass,1,10,1,0.8,0.1,0.1,,,,7,1000,86.3636363636364,83.7465564738292,50.5850714941624,,,
glass,1,10,1,0.2,0.1,5,,,,7,100,45.4545454545455,47.3484848484848,50.5841380841381,,,
glass,1,10,1,0.8,0.9,0.1,,,,15,100,68.1818181818182,65.5176163549369,50.5751361875764,,,
glass,1,10,1,0.2,0.5,0.1,,,,1,100,68.1818181818182,61.4478114478115,50.5318475015445,,,
glass,1,10,1,0.8,5,0.5,,,,1,1000,50,51.7379679144385,50.3281519818372,,,
glass,1,10,1,0.5,0.5,0.5,,,,15,100,81.8181818181818,78.1620553359684,50.1383399209486,,,
glass,1,10,1,0.8,0.5,0.1,,,,1,1000,77.2727272727273,73.258559622196,50.1169705715161,,,
glass,1,10,1,0.2,0.9,0.5,,,,1,100,63.6363636363636,57.9545454545455,49.9555579101034,,,
glass,1,10,1,0.5,0.9,5,,,,1,100,68.1818181818182,66.5506742061766,49.8460525790461,,,
glass,1,10,1,0.2,5,0.1,,,,1,100,63.6363636363636,52.6695526695527,49.6777296777297,,,
glass,1,10,1,0.5,0.9,0.9,,,,1,10,63.6363636363636,61.1364919665315,49.4250532501202,,,
glass,1,10,1,0.2,0.9,5,,,,1,10,45.4545454545455,38.7970615243343,49.2635226726136,,,
glass,1,10,1,0.8,0.1,0.1,,,,7,100,31.8181818181818,24.2424242424242,49.2414554754708,,,
glass,1,10,1,0.5,0.1,0.1,,,,1,100,63.6363636363636,60.6060606060606,49.1650787796832,,,
glass,1,10,1,0.2,0.9,0.9,,,,7,100,68.1818181818182,60.2272727272727,49.1452762923351,,,
glass,1,10,1,0.2,0.9,0.9,,,,1,10,72.7272727272727,67.9522497704316,48.6746250382614,,,
glass,1,10,1,0.2,0.5,0.5,,,,7,100,50,45.6565656565657,48.2499504852446,,,
glass,1,10,1,0.8,5,0.5,,,,15,1000,72.7272727272727,68.3884297520661,47.8444282989737,,,
glass,1,10,1,0.5,0.9,0.1,,,,1,100,50,44.6969696969697,47.4141414141414,,,
glass,1,10,1,0.5,0.5,0.9,,,,1,10,63.6363636363636,53.1468531468532,47.2124577739551,,,
glass,1,10,1,0.2,0.1,0.1,,,,7,100,59.0909090909091,51.6705516705517,47.1802271802272,,,
glass,1,10,1,0.5,0.1,0.1,,,,7,10,72.7272727272727,68.1818181818182,47.1582181259601,,,
glass,1,10,1,0.5,0.5,0.5,,,,7,100,54.5454545454545,42.7115987460815,47.0838478832209,,,
glass,1,10,1,0.8,0.5,0.1,,,,15,100,50,40.1635401635402,47.007168575796,,,
glass,1,10,1,0.5,5,0.5,,,,1,10,54.5454545454545,44.5009535918627,46.9602400523453,,,
glass,1,10,1,0.5,0.5,0.1,,,,15,100,63.6363636363636,53.1468531468532,46.9095951070873,,,
glass,1,10,1,0.2,5,0.9,,,,7,10,54.5454545454545,53.0732425469268,46.6557273136221,,,
glass,1,10,1,0.2,5,0.1,,,,7,10,63.6363636363636,60.3305785123967,46.651870114437,,,
glass,1,10,1,0.2,5,0.9,,,,15,100,68.1818181818182,60.7226107226107,45.7338647016066,,,
glass,1,10,1,0.8,0.9,0.1,,,,15,1000,72.7272727272727,67.9522497704316,45.6751111831326,,,
glass,1,10,1,0.2,5,0.5,,,,7,100,54.5454545454545,52.9137529137529,45.6562346826038,,,
glass,1,10,1,0.5,0.1,0.5,,,,7,100,72.7272727272727,67.4931129476584,45.6196043195066,,,
glass,1,10,1,0.5,5,0.1,,,,1,100,63.6363636363636,51.8518518518519,45.5271670957946,,,
glass,1,10,1,0.5,5,0.9,,,,7,100,81.8181818181818,79.8701298701299,45.511458238731,,,
glass,1,10,1,0.2,0.9,0.1,,,,1,10,54.5454545454545,50.4968715495031,45.4135577341319,,,
glass,1,10,1,0.8,0.1,0.1,,,,15,1000,72.7272727272727,64.6005509641873,45.1600419782238,,,
glass,1,10,1,0.8,0.9,0.1,,,,1,100,59.0909090909091,49.6503496503497,45.1443926443927,,,
glass,1,10,1,0.5,0.1,0.5,,,,1,10,54.5454545454545,51.2486525332375,44.9277488647158,,,
glass,1,10,1,0.2,0.1,5,,,,15,1000,72.7272727272727,67.9292929292929,44.644888123149,,,
glass,1,10,1,0.8,5,0.1,,,,15,100,31.8181818181818,27.3790536948432,44.3876177428809,,,
glass,1,10,1,0.8,0.5,0.1,,,,15,1000,18.1818181818182,15.7575757575758,44.3342516069789,,,
glass,1,10,1,0.5,5,0.1,,,,7,10,63.6363636363636,53.3884297520661,44.1929385279394,,,
glass,1,10,1,0.5,0.9,0.5,,,,15,10,54.5454545454545,53.7878787878788,43.7805325987144,,,
glass,1,10,1,0.2,0.1,0.1,,,,7,10,59.0909090909091,55.293191656828,43.5769509083292,,,
glass,1,10,1,0.2,0.1,0.5,,,,1,10,59.0909090909091,50.9641873278237,43.5385991577214,,,
glass,1,10,1,0.2,0.5,5,,,,7,1000,72.7272727272727,71.5007215007215,43.3708751975006,,,
glass,1,10,1,0.2,0.5,0.1,,,,1,10,63.6363636363636,51.8518518518519,43.1624838487584,,,
glass,1,10,1,0.2,0.9,5,,,,15,1000,72.7272727272727,69.9035812672176,42.9506962999786,,,
glass,1,10,1,0.2,0.1,0.9,,,,7,10,18.1818181818182,21.3903743315508,42.7093734854646,,,
glass,1,10,1,0.2,0.1,5,,,,15,10,50,40.6417112299465,42.5876411170529,,,
glass,1,10,1,0.5,0.9,0.1,,,,1,10,45.4545454545455,45.4545454545455,42.3913043478261,,,
glass,1,10,1,0.5,0.9,5,,,,1,10,63.6363636363636,52.1296884933249,42.0847558726347,,,
glass,1,10,1,0.5,5,0.1,,,,1,10,36.3636363636364,30.0699300699301,41.8838737020555,,,
glass,1,10,1,0.5,0.5,0.1,,,,15,10,54.5454545454545,50.5050505050505,41.5616538343811,,,
glass,1,10,1,0.2,5,0.9,,,,15,10,45.4545454545455,45.9710743801653,41.536559052233,,,
glass,1,10,1,0.5,0.5,0.5,,,,1,10,40.9090909090909,32.4675324675325,41.193032632313,,,
glass,1,10,1,0.2,0.1,0.5,,,,15,100,31.8181818181818,24.009324009324,41.1856581421799,,,
glass,1,10,1,0.8,0.9,0.9,,,,1,1000,50,41.9753930280246,41.1531628808517,,,
glass,1,10,1,0.2,0.9,5,,,,7,10,54.5454545454545,52.8335301062574,41.0599501508592,,,
glass,1,10,1,0.5,5,0.5,,,,7,100,50,40.6417112299465,40.6684491978609,,,
glass,1,10,1,0.2,5,0.1,,,,15,10,50,45.4545454545455,40.463458110517,,,
glass,1,10,1,0.2,0.5,0.1,,,,15,10,63.6363636363636,61.3853849499782,40.2751357644088,,,
glass,1,10,1,0.2,5,0.1,,,,1,10,54.5454545454545,42.7115987460815,40.2695006143282,,,
glass,1,10,1,0.2,0.5,5,,,,7,10,36.3636363636364,29.3619424054207,40.2671121149382,,,
glass,1,10,1,0.2,0.1,0.1,,,,15,10,27.2727272727273,27.7056277056277,40.1573337057208,,,
glass,1,10,1,0.5,0.5,0.9,,,,15,100,59.0909090909091,54.5959595959596,39.9617385981022,,,
glass,1,10,1,0.2,0.9,0.9,,,,7,10,45.4545454545455,37.9679144385027,39.9343547855522,,,
glass,1,10,1,0.8,0.5,0.1,,,,1,10,54.5454545454545,51.5069725596041,39.8962635804741,,,
glass,1,10,1,0.2,0.5,5,,,,15,1000,45.4545454545455,35.8126721763085,39.8328741965105,,,
glass,1,10,1,0.5,0.9,5,,,,7,100,40.9090909090909,31.4685314685315,39.5722050641959,,,
glass,1,10,1,0.5,0.5,0.1,,,,1,10,59.0909090909091,56.4393939393939,39.4485008455597,,,
glass,1,10,1,0.5,0.9,0.1,,,,7,100,36.3636363636364,29.2508417508418,39.3664421997756,,,
glass,1,10,1,0.8,0.9,0.1,,,,1,10,59.0909090909091,59.013209013209,39.2974029337666,,,
glass,1,10,1,0.2,5,5,,,,7,1000,45.4545454545455,46.4692170574523,39.2907745848922,,,
glass,1,10,1,0.5,0.9,0.5,,,,1,10,40.9090909090909,38.8636363636364,39.1804407713499,,,
glass,1,10,1,0.2,0.9,0.5,,,,1,10,50,47.5206611570248,38.950819464016,,,
glass,1,10,1,0.8,0.9,0.5,,,,7,1000,45.4545454545455,40.650826446281,38.8148257466439,,,
glass,1,10,1,0.2,0.5,0.9,,,,7,10,45.4545454545455,39.0151515151515,38.639577594123,,,
glass,1,10,1,0.8,5,5,,,,1,10,45.4545454545455,36.1570247933884,38.5547607472741,,,
glass,1,10,1,0.5,0.5,5,,,,15,1000,36.3636363636364,24.2424242424242,38.2943067033976,,,
glass,1,10,1,0.5,0.9,0.1,,,,7,10,18.1818181818182,20.2020202020202,38.281155237677,,,
glass,1,10,1,0.5,5,5,,,,7,100,54.5454545454545,45.4545454545455,38.0952380952381,,,
glass,1,10,1,0.5,5,0.5,,,,15,100,36.3636363636364,26.9803296119086,38.0222764278492,,,
glass,1,10,1,0.2,0.1,0.1,,,,1,10,36.3636363636364,39.8212898212898,37.977947977948,,,
glass,1,10,1,0.2,5,5,,,,15,1000,40.9090909090909,27.3514364423455,37.8387703314389,,,
glass,1,10,1,0.8,0.5,0.5,,,,15,1000,36.3636363636364,37.3737373737374,37.764714241987,,,
glass,1,10,1,0.2,0.5,0.5,,,,15,10,45.4545454545455,44.4490150372503,37.4834860128978,,,
glass,1,10,1,0.2,0.5,0.9,,,,1,10,45.4545454545455,38.1818181818182,37.4401270772238,,,
glass,1,10,1,0.8,0.5,0.1,,,,1,100,81.8181818181818,77.4044795783926,37.2780231987393,,,
glass,1,10,1,0.8,0.1,0.9,,,,15,10,45.4545454545455,28.4090909090909,37.0670995670996,,,
glass,1,10,1,0.5,0.1,5,,,,7,100,27.2727272727273,22.7272727272727,36.8888888888889,,,
glass,1,10,1,0.2,0.1,0.9,,,,15,10,36.3636363636364,30.448717948718,36.2035910948954,,,
glass,1,10,1,0.2,5,0.9,,,,1,10,31.8181818181818,26.5151515151515,36.1556505297135,,,
glass,1,10,1,0.2,0.9,0.1,,,,7,10,31.8181818181818,34.1483011937557,35.9954093242863,,,
glass,1,10,1,0.8,0.5,0.9,,,,1,10,45.4545454545455,28.4090909090909,35.8724340175953,,,
glass,1,10,1,0.5,5,0.1,,,,15,10,18.1818181818182,20.855614973262,35.7980255039078,,,
glass,1,10,1,0.2,0.5,0.5,,,,1,10,40.9090909090909,32.3863636363636,35.7045454545455,,,
glass,1,10,1,0.5,0.5,5,,,,1,10,54.5454545454545,50.5050505050505,35.6459330143541,,,
glass,1,10,1,0.8,0.9,0.5,,,,15,1000,50,46.3303144224197,35.4960513876122,,,
glass,1,10,1,0.2,5,0.5,,,,7,10,31.8181818181818,27.6679841897233,35.4777682968426,,,
glass,1,10,1,0.2,0.5,5,,,,15,10,31.8181818181818,26.5151515151515,35.3840801701764,,,
glass,1,10,1,0.2,0.1,0.5,,,,7,10,54.5454545454545,47.1763085399449,35.3250032795487,,,
glass,1,10,1,0.8,0.9,0.1,,,,7,10,40.9090909090909,38.6460761460762,35.0953870690713,,,
glass,1,10,1,0.8,5,0.5,,,,1,100,22.7272727272727,10.3305785123967,34.8588616249748,,,
glass,1,10,1,0.2,0.9,0.1,,,,15,10,9.09090909090909,5.3475935828877,34.7959992077639,,,
glass,1,10,1,0.2,5,0.5,,,,1,10,59.0909090909091,49.7520661157025,34.7658402203857,,,
glass,1,10,1,0.5,5,0.9,,,,15,100,45.4545454545455,29.3255131964809,34.4978884352698,,,
glass,1,10,1,0.2,0.5,0.5,,,,7,10,40.9090909090909,36.5967365967366,34.2202620611712,,,
glass,1,10,1,0.8,5,0.9,,,,1,1000,27.2727272727273,23.4159779614325,34.1656323474505,,,
glass,1,10,1,0.5,0.9,0.9,,,,7,100,22.7272727272727,22.6185297955633,33.9743125030206,,,
glass,1,10,1,0.5,0.5,0.9,,,,7,100,54.5454545454545,43.9393939393939,33.8659320477502,,,
glass,1,10,1,0.5,5,0.9,,,,1,10,45.4545454545455,45.6349206349206,33.4977268848236,,,
glass,1,10,1,0.5,0.1,0.5,,,,15,10,50,36.4801864801865,33.236901986902,,,
glass,1,10,1,0.2,0.9,5,,,,15,10,54.5454545454545,44.0771349862259,33.0565758596062,,,
glass,1,10,1,0.8,0.9,5,,,,1,10,22.7272727272727,17.4825174825175,32.6428968140198,,,
glass,1,10,1,0.5,0.5,0.1,,,,7,10,40.9090909090909,29.2207792207792,32.5164083228599,,,
glass,1,10,1,0.8,0.9,0.1,,,,7,100,54.5454545454545,44.2424242424242,32.5027603974972,,,
glass,1,10,1,0.8,0.1,5,,,,7,100,50,40.5844155844156,32.4386593442855,,,
glass,1,10,1,0.2,0.5,5,,,,7,100,40.9090909090909,30.3613053613054,32.0143745143745,,,
glass,1,10,1,0.2,0.9,0.5,,,,7,10,40.9090909090909,37.6623376623377,31.948051948052,,,
glass,1,10,1,0.8,0.5,0.9,,,,1,1000,50,45.4545454545455,31.9355167840016,,,
glass,1,10,1,0.2,0.9,0.5,,,,15,10,22.7272727272727,20.6611570247934,31.4325068870523,,,
glass,1,10,1,0.5,0.1,0.1,,,,15,10,13.6363636363636,15.1515151515152,30.9090909090909,,,
glass,1,10,1,0.5,0.9,5,,,,15,100,9.09090909090909,7.62987012987013,30.7251082251082,,,
glass,1,10,1,0.8,0.1,0.1,,,,15,10,9.09090909090909,3.78787878787879,30.6038732509321,,,
glass,1,10,1,0.2,0.5,5,,,,15,100,54.5454545454545,51.4233241505969,30.2707296247966,,,
glass,1,10,1,0.5,0.9,0.1,,,,15,10,45.4545454545455,41.6560563619387,29.7944430297371,,,
glass,1,10,1,0.5,0.1,5,,,,1,100,45.4545454545455,38.1436745073109,29.7147458039662,,,
glass,1,10,1,0.5,0.1,0.9,,,,1,10,40.9090909090909,31.83465085639,29.3200254110508,,,
glass,1,10,1,0.2,0.9,0.9,,,,15,10,22.7272727272727,21.8301435406699,29.1950318864195,,,
glass,1,10,1,0.5,0.1,0.9,,,,15,10,22.7272727272727,12.9476584022039,29.1529666163098,,,
glass,1,10,1,0.8,0.9,5,,,,7,1000,27.2727272727273,23.2323232323232,28.8640023422632,,,
glass,1,10,1,0.8,0.5,5,,,,1,1000,4.54545454545455,0.395256916996047,28.7591097966592,,,
glass,1,10,1,0.8,0.5,0.1,,,,7,10,68.1818181818182,64.3939393939394,28.4890572390572,,,
glass,1,10,1,0.5,0.5,0.9,,,,7,10,9.09090909090909,5.99694423223835,28.4624395212631,,,
glass,1,10,1,0.8,0.9,0.9,,,,15,100,4.54545454545455,0.454545454545455,28.4228650137741,,,
glass,1,10,1,0.8,0.5,0.1,,,,15,10,50,41.4585414585415,28.033078033078,,,
glass,1,10,1,0.5,0.1,0.1,,,,1,10,13.6363636363636,13.7254901960784,28.0186895694917,,,
glass,1,10,1,0.2,5,0.5,,,,15,10,36.3636363636364,32.3691460055096,27.9889807162534,,,
glass,1,10,1,0.5,0.5,0.5,,,,15,10,45.4545454545455,28.4090909090909,27.74064171123,,,
glass,1,10,1,0.8,5,0.1,,,,1,10,45.4545454545455,45.4545454545455,27.598610539787,,,
glass,1,10,1,0.8,0.1,5,,,,7,1000,22.7272727272727,8.41750841750842,27.457186182369,,,
glass,1,10,1,0.2,5,5,,,,15,10,4.54545454545455,0.395256916996047,27.080550633774,,,
glass,1,10,1,0.8,5,5,,,,15,10,50,41.0271546635183,27.0149933251538,,,
glass,1,10,1,0.8,0.5,0.5,,,,7,1000,31.8181818181818,22.0270890725436,26.7770949589132,,,
glass,1,10,1,0.2,0.5,0.9,,,,15,10,4.54545454545455,0.413223140495868,26.7620486388815,,,
glass,1,10,1,0.8,5,0.1,,,,15,10,27.2727272727273,23.7154150197628,26.7334211682038,,,
glass,1,10,1,0.5,0.9,0.5,,,,7,100,59.0909090909091,48.3934169278997,26.5961125988349,,,
glass,1,10,1,0.8,0.1,5,,,,15,1000,18.1818181818182,15.8102766798419,26.251825140165,,,
glass,1,10,1,0.5,0.9,0.9,,,,15,10,40.9090909090909,38.6363636363636,26.2396694214876,,,
glass,1,10,1,0.8,0.9,5,,,,7,100,4.54545454545455,6.49350649350649,25.7583352320195,,,
glass,1,10,1,0.8,0.1,0.1,,,,1,10,45.4545454545455,28.4090909090909,25.4945887445887,,,
glass,1,10,1,0.8,0.1,0.5,,,,15,1000,4.54545454545455,3.24675324675325,25.4224270353303,,,
glass,1,10,1,0.8,0.1,0.5,,,,1,10,68.1818181818182,67.1487603305785,25.4132231404959,,,
glass,1,10,1,0.8,0.5,0.9,,,,15,10,4.54545454545455,3.78787878787879,25.3264790764791,,,
glass,1,10,1,0.8,0.9,0.1,,,,15,10,59.0909090909091,55.3719008264463,25.0521448248721,,,
glass,1,10,1,0.8,5,0.9,,,,1,100,13.6363636363636,21.6450216450216,24.9825953773322,,,
glass,1,10,1,0.2,0.1,0.9,,,,1,10,9.09090909090909,6.998556998557,24.8818719406955,,,
glass,1,10,1,0.8,0.1,0.1,,,,7,10,22.7272727272727,8.74125874125874,24.6717743041272,,,
glass,1,10,1,0.5,0.1,0.9,,,,7,10,40.9090909090909,42.9116338207247,24.2028678392315,,,
glass,1,10,1,0.8,0.1,0.1,,,,15,100,31.8181818181818,35.8333333333333,24.1771745270731,,,
glass,1,10,1,0.5,5,5,,,,15,100,18.1818181818182,11.3636363636364,24.1348265261309,,,
glass,1,10,1,0.8,0.9,0.5,,,,1,1000,13.6363636363636,12.396694214876,24.024334251607,,,
glass,1,10,1,0.5,5,5,,,,15,10,45.4545454545455,37.8512396694215,24.0030448020879,,,
glass,1,10,1,0.8,0.5,5,,,,1,10,13.6363636363636,15.9090909090909,23.8627450980392,,,
glass,1,10,1,0.5,0.1,0.9,,,,7,100,22.7272727272727,8.41750841750842,23.5763757599765,,,
glass,1,10,1,0.5,0.1,5,,,,15,10,22.7272727272727,24.5454545454545,23.5561497326203,,,
glass,1,10,1,0.5,0.1,0.5,,,,7,10,27.2727272727273,17.0057215511761,23.4530620894257,,,
glass,1,10,1,0.8,0.9,5,,,,1,100,22.7272727272727,9.46969696969697,23.3659054311228,,,
glass,1,10,1,0.8,0.5,0.9,,,,15,100,40.9090909090909,27.2727272727273,23.1616867980504,,,
glass,1,10,1,0.2,0.9,5,,,,15,100,22.7272727272727,13.6363636363636,23.150623885918,,,
glass,1,10,1,0.2,0.1,5,,,,7,1000,31.8181818181818,35.5371900826446,23.1411221413546,,,
glass,1,10,1,0.8,5,0.9,,,,15,1000,40.9090909090909,37.1212121212121,23.1313131313131,,,
glass,1,10,1,0.8,0.5,5,,,,7,1000,22.7272727272727,10.8225108225108,23.1024531024531,,,
glass,1,10,1,0.5,0.5,5,,,,15,10,45.4545454545455,28.4090909090909,23.0555555555555,,,
glass,1,10,1,0.8,0.9,5,,,,15,10,22.7272727272727,21.6450216450216,23.0372613771823,,,
glass,1,10,1,0.8,5,5,,,,15,100,36.3636363636364,26.8398268398268,23.0122655122655,,,
glass,1,10,1,0.8,0.1,0.9,,,,1,100,13.6363636363636,20.2020202020202,22.9172679172679,,,
glass,1,10,1,0.8,0.1,0.5,,,,15,100,59.0909090909091,49.512987012987,22.771546635183,,,
glass,1,10,1,0.8,5,0.1,,,,7,10,40.9090909090909,29.2207792207792,22.6480137509549,,,
glass,1,10,1,0.8,0.1,0.5,,,,1,1000,22.7272727272727,9.88142292490119,22.4769433465086,,,
glass,1,10,1,0.2,0.1,5,,,,7,10,31.8181818181818,30.8829926054806,22.4341785431005,,,
glass,1,10,1,0.8,5,0.5,,,,1,10,22.7272727272727,10.3305785123967,22.4288337924702,,,
glass,1,10,1,0.5,0.1,5,,,,7,1000,40.9090909090909,35.6060606060606,22.3852157943067,,,
glass,1,10,1,0.5,5,5,,,,1,10,36.3636363636364,26.9268774703557,21.9626388104649,,,
glass,1,10,1,0.5,0.9,5,,,,7,1000,4.54545454545455,0.505050505050505,21.8914636561695,,,
glass,1,10,1,0.8,0.5,0.9,,,,7,1000,50,44.5075757575758,21.6506734006734,,,
glass,1,10,1,0.8,5,0.5,,,,7,100,45.4545454545455,28.4090909090909,21.5325006800979,,,
glass,1,10,1,0.5,0.1,5,,,,1,10,36.3636363636364,35.4191263282172,21.3181599545236,,,
