layers,position_range,velocity_range,omega,c1,c2,C1 > c2,C1 == c2,vmax,pop_size,loss1,loss2,average loss2
0,10,1,0.8,0.9,0.1,TRUE,FALSE,15,1000,0.111738882019887,0.019776194816334,0.065619217593595
0,10,1,0.5,0.9,5,FALSE,FALSE,7,100,0.153017341007702,0.036123496243388,0.065831467540519
0,10,1,0.8,0.1,0.1,FALSE,TRUE,7,100,0.201374066309506,0.058533081728053,0.066537599745493
0,10,1,0.8,0.1,0.1,FALSE,TRUE,1,10,0.104290181888904,0.017036445406617,0.067015643489152
0,10,1,0.8,5,0.1,TRUE,FALSE,15,10,0.080829236915548,0.012792551906913,0.068845345724685
0,10,1,0.5,0.9,0.5,TRUE,FALSE,7,10,0.13267894305211,0.023638627701824,0.068875825767765
0,10,1,0.8,5,0.5,TRUE,FALSE,1,100,0.104990311888601,0.018725869480824,0.070355076983669
0,10,1,0.8,0.9,0.1,TRUE,FALSE,15,100,0.1218351736453,0.025490891327564,0.070600327531585
0,10,1,0.2,0.1,0.9,FALSE,FALSE,15,10,0.211409362700788,0.064633789546182,0.070905065591087
0,10,1,0.8,0.5,0.1,TRUE,FALSE,7,1000,0.147449581167391,0.030002934064282,0.071375121578085
0,10,1,0.5,0.5,5,FALSE,FALSE,1,10,0.175249982469937,0.045311880896294,0.072506543459576
0,10,1,0.8,0.9,0.5,TRUE,FALSE,1,100,0.159207346848456,0.037735625846648,0.07291334489288
0,10,1,0.5,5,0.9,TRUE,FALSE,7,1000,0.069665271998774,0.008474610366017,0.072957300306174
0,10,1,0.5,0.9,0.9,FALSE,TRUE,7,100,0.183310450952723,0.046336235289163,0.073076682339414
0,10,1,0.2,0.1,5,FALSE,FALSE,7,100,0.078794340367274,0.011284490483404,0.073682857271119
0,10,1,0.5,0.1,0.9,FALSE,FALSE,7,100,0.155928906599969,0.035428669101214,0.074929634255501
0,10,1,0.5,0.5,0.9,FALSE,FALSE,15,10,0.110923617890035,0.022166820438218,0.076705857862505
0,10,1,0.5,0.1,0.9,FALSE,FALSE,15,10,0.250209088843046,0.077197575049214,0.079177145162215
0,10,1,0.8,0.9,0.9,FALSE,TRUE,1,100,0.203205996124866,0.062096273348,0.079519660985807
0,10,1,0.8,0.9,0.5,TRUE,FALSE,15,1000,0.211156505750582,0.06028169415079,0.080649397903815
0,10,1,0.2,0.1,5,FALSE,FALSE,7,10,0.183530433328316,0.045571354143791,0.081679339273669
0,10,1,0.5,0.9,5,FALSE,FALSE,1,100,0.182420743675529,0.045864193048578,0.082084428990015
0,10,1,0.8,0.9,0.1,TRUE,FALSE,7,10,0.116626866344559,0.022404737038218,0.082945462986226
0,10,1,0.5,0.1,0.5,FALSE,FALSE,15,100,0.079071083160045,0.011070144443006,0.083326286721684
0,10,1,0.8,0.5,0.9,FALSE,FALSE,1,1000,0.245630540958001,0.077793054406063,0.083715637263555
0,10,1,0.8,0.9,0.1,TRUE,FALSE,7,1000,0.098931587110731,0.014994054954999,0.084112210531497
0,10,1,0.8,0.9,5,FALSE,FALSE,1,10,0.21849549389276,0.068744065303647,0.084271834863746
0,10,1,0.5,0.1,0.9,FALSE,FALSE,7,10,0.23628150223138,0.077672519798455,0.085459001243691
0,10,1,0.8,5,0.5,TRUE,FALSE,1,10,0.258953958049861,0.082277500221044,0.087816173728546
0,10,1,0.5,5,0.9,TRUE,FALSE,15,10,0.175587352976474,0.050226162797884,0.090979598713735
0,10,1,0.8,0.9,0.5,TRUE,FALSE,1,10,0.251782738152028,0.083204556429627,0.091094273209669
0,10,1,0.2,0.1,5,FALSE,FALSE,15,10,0.234500810436047,0.072131043801572,0.091457492398862
0,10,1,0.2,0.5,5,FALSE,FALSE,15,1000,0.07962070991012,0.01126271668292,0.09197288588485
0,10,1,0.5,0.5,0.9,FALSE,FALSE,7,10,0.168197013943169,0.043209923277859,0.092271506560636
0,10,1,0.8,0.9,0.5,TRUE,FALSE,15,100,0.240021773593803,0.075572536383277,0.095700179997466
0,10,1,0.8,0.5,0.1,TRUE,FALSE,15,10,0.264863043364237,0.084284534124366,0.097390244383631
0,10,1,0.8,0.9,0.5,TRUE,FALSE,1,1000,0.074455308269179,0.009606947701418,0.097870159580076
0,10,1,0.8,0.1,0.1,FALSE,TRUE,1,1000,0.133479617258508,0.027198886425602,0.099218471275316
0,10,1,0.5,5,5,FALSE,TRUE,15,1000,0.254963630157378,0.082853161391268,0.100018610703174
0,10,1,0.8,5,5,FALSE,TRUE,1,1000,0.210356311802902,0.063074700315939,0.106299481864585
0,10,1,0.8,5,0.1,TRUE,FALSE,7,1000,0.073405342360295,0.010070381097992,0.106381258133444
0,10,1,0.2,5,5,FALSE,TRUE,7,100,0.119561877516911,0.022672136146869,0.10661401645241
0,10,1,0.8,0.1,0.9,FALSE,FALSE,7,1000,0.295777825100053,0.101647218516384,0.106935727462879
0,10,1,0.8,0.5,0.5,FALSE,TRUE,7,10,0.245135760099473,0.077148310584256,0.107044896787815
0,10,1,0.8,0.1,0.9,FALSE,FALSE,15,10,0.278242414361036,0.102123489513629,0.107805997885104
0,10,1,0.8,5,5,FALSE,TRUE,15,1000,0.2952673005962,0.098374599466718,0.108750115076654
0,10,1,0.5,0.5,0.5,FALSE,TRUE,7,10,0.305208302582343,0.105668620490675,0.109495426220417
0,10,1,0.8,0.5,5,FALSE,FALSE,7,1000,0.305035065413533,0.105036615635034,0.109579761256272
0,10,1,0.8,5,0.1,TRUE,FALSE,15,1000,0.082118650804108,0.011839519174378,0.11015541846935
0,10,1,0.8,0.5,0.9,FALSE,FALSE,7,1000,0.311727833477762,0.107896215462252,0.111060103759643
0,10,1,0.8,5,0.1,TRUE,FALSE,1,10,0.30181158934929,0.105492447301996,0.111246916387569
0,10,1,0.8,5,5,FALSE,TRUE,1,10,0.210775551404452,0.078586384402892,0.111564118295673
0,10,1,0.8,0.5,0.9,FALSE,FALSE,15,10,0.311932191274524,0.107971223830472,0.111585435763255
0,10,1,0.8,0.1,0.9,FALSE,FALSE,7,100,0.305573245300149,0.107706135865715,0.112175064375843
0,10,1,0.2,0.5,5,FALSE,FALSE,7,100,0.079948291328017,0.011451016790765,0.11296714645735
0,10,1,0.2,0.1,5,FALSE,FALSE,7,1000,0.171960586508206,0.04038651355838,0.11301027473721
0,10,1,0.8,0.5,0.1,TRUE,FALSE,1,10,0.170666874830978,0.04318460651151,0.113053740044282
0,10,1,0.8,0.9,0.5,TRUE,FALSE,7,10,0.294547333947833,0.103515886959965,0.113132666056907
0,10,1,0.8,0.1,0.5,FALSE,FALSE,7,1000,0.130893014621602,0.02756269205254,0.113869036937509
0,10,1,0.8,0.1,0.5,FALSE,FALSE,1,1000,0.089256762032292,0.014484699351538,0.114026164220566
0,10,1,0.5,5,0.9,TRUE,FALSE,7,10,0.236419998285964,0.075115160066205,0.115508322992351
0,10,1,0.8,0.9,0.5,TRUE,FALSE,15,10,0.276288824570122,0.091544007862128,0.117532883548148
0,10,1,0.8,0.1,0.5,FALSE,FALSE,1,10,0.225864032412032,0.072073850113821,0.118040310800742
0,10,1,0.8,0.5,0.5,FALSE,TRUE,1,1000,0.223375210191216,0.06617373357596,0.118403476152997
0,10,1,0.8,0.9,0.1,TRUE,FALSE,7,100,0.073807669725796,0.010024879505413,0.118864417972102
0,10,1,0.8,0.5,0.1,TRUE,FALSE,7,10,0.246834077357497,0.078391591215872,0.123233377162591
0,10,1,0.5,0.9,5,FALSE,FALSE,7,1000,0.247915842805357,0.075248643761654,0.12342231130765
0,10,1,0.8,5,0.1,TRUE,FALSE,15,100,0.280987066603104,0.092390365269193,0.123548477994037
0,10,1,0.8,0.5,0.9,FALSE,FALSE,1,10,0.187835410363396,0.051218048859893,0.125107512800706
0,10,1,0.8,0.5,0.5,FALSE,TRUE,7,1000,0.257710347599437,0.083317293269214,0.125622263175574
0,10,1,0.5,0.1,5,FALSE,FALSE,7,100,0.201376107699039,0.05725170801033,0.128372464425359
0,10,1,0.5,0.1,0.5,FALSE,FALSE,15,1000,0.069292548906321,0.008482501973936,0.131995921900297
0,10,1,0.8,0.5,0.5,FALSE,TRUE,15,1000,0.278929369277713,0.098921072534593,0.133478259003537
0,10,1,0.8,0.1,0.5,FALSE,FALSE,1,100,0.253560985309361,0.091173499452855,0.134780579879238
0,10,1,0.8,0.5,5,FALSE,FALSE,1,100,0.243681535712041,0.090535255421761,0.136986116586487
0,10,1,0.8,5,5,FALSE,TRUE,7,100,0.291612328634399,0.097141418268684,0.13733787918746
0,10,1,0.8,0.1,0.5,FALSE,FALSE,15,1000,0.285583085456746,0.095894925055306,0.138121105073484
0,10,1,0.2,5,5,FALSE,TRUE,15,10,0.195209538732267,0.055699810368236,0.138350430921859
0,10,1,0.8,0.1,0.5,FALSE,FALSE,7,10,0.307090402725422,0.106335975033443,0.140981944653499
0,10,1,0.5,0.1,5,FALSE,FALSE,7,1000,0.207201775885164,0.062816471170831,0.144603859922429
0,10,1,0.8,0.5,0.1,TRUE,FALSE,15,100,0.081969530723925,0.012456975039605,0.144785311921507
0,10,1,0.8,0.1,0.9,FALSE,FALSE,15,1000,0.309634820073641,0.107420959883611,0.145170892697479
0,10,1,0.8,0.5,0.1,TRUE,FALSE,15,1000,0.237281584070829,0.073070777278397,0.146738566860212
0,10,1,0.8,0.9,0.1,TRUE,FALSE,1,10,0.144740795046758,0.034206413855906,0.147158902648668
0,10,1,0.8,0.9,5,FALSE,FALSE,15,100,0.321898255748212,0.11811555238764,0.150371084730268
0,10,1,0.5,5,0.9,TRUE,FALSE,15,1000,0.195162281844277,0.054006860117016,0.154226813691545
0,10,1,0.5,0.5,5,FALSE,FALSE,7,1000,0.311680266631662,0.107872354800178,0.158057517402464
0,10,1,0.5,5,0.9,TRUE,FALSE,15,100,0.243704871731554,0.072464033357428,0.158504747000775
0,10,1,0.5,0.9,0.9,FALSE,TRUE,15,10,0.224405891499951,0.070960469836498,0.160543838965731
0,10,1,0.8,0.9,5,FALSE,FALSE,7,100,0.313143512392401,0.110985001202238,0.162942007919445
0,10,1,0.2,0.9,5,FALSE,FALSE,15,100,0.17901297139965,0.047037008519311,0.163583428594132
0,10,1,0.8,5,5,FALSE,TRUE,7,10,0.306246633345859,0.108945459444943,0.164448567578731
0,10,1,0.5,5,5,FALSE,TRUE,7,100,0.307660941248249,0.115182810462756,0.165218847097675
0,10,1,0.8,0.5,0.5,FALSE,TRUE,15,100,0.301496068127639,0.112524007239654,0.165430079241459
0,10,1,0.2,0.1,5,FALSE,FALSE,15,1000,0.090474327518784,0.014463071668555,0.166493032552226
0,10,1,0.8,0.5,0.1,TRUE,FALSE,7,100,0.20650040107213,0.060760570524503,0.167640938352481
0,10,1,0.2,0.5,5,FALSE,FALSE,15,10,0.091361844425994,0.013659909137698,0.168405104660072
0,10,1,0.5,0.9,5,FALSE,FALSE,15,1000,0.307154873332784,0.108297147260208,0.169450718784804
0,10,1,0.5,5,5,FALSE,TRUE,7,10,0.303956785220463,0.107250989926626,0.170529236894547
0,10,1,0.5,0.1,0.9,FALSE,FALSE,15,100,0.184849719489026,0.056264121513232,0.172480046321225
0,10,1,0.8,0.9,5,FALSE,FALSE,15,1000,0.306688549337004,0.104763471844464,0.174009716878891
0,10,1,0.8,5,0.5,TRUE,FALSE,7,10,0.313710041966499,0.110872217689273,0.175368763864502
0,10,1,0.8,5,0.1,TRUE,FALSE,7,10,0.242622280668114,0.075610695020377,0.176475060215308
0,10,1,0.5,0.5,0.9,FALSE,FALSE,15,100,0.159484436175615,0.048376926802755,0.177240794507246
0,10,1,0.2,0.5,5,FALSE,FALSE,7,1000,0.196623489132878,0.055234539882858,0.178425989662178
0,10,1,0.8,0.5,0.5,FALSE,TRUE,7,100,0.210889720098509,0.063744196281232,0.180688903225315
0,10,1,0.8,0.9,0.5,TRUE,FALSE,7,100,0.252577357086266,0.076342062804616,0.182838923992346
0,10,1,0.8,0.9,0.9,FALSE,TRUE,15,10,0.274359532889464,0.091598363048284,0.183002059456206
0,10,1,0.8,0.1,5,FALSE,FALSE,15,10,0.311944618332976,0.107975902250353,0.183605126760118
0,10,1,0.8,5,5,FALSE,TRUE,1,100,0.198114996847179,0.060143973629287,0.183700668961596
0,10,1,0.5,0.9,0.9,FALSE,TRUE,7,10,0.11866357818465,0.025283576148563,0.183937456695202
0,10,1,0.8,0.9,0.9,FALSE,TRUE,7,10,0.30602780329535,0.104022476014922,0.185427521644782
0,10,1,0.8,0.1,5,FALSE,FALSE,1,10,0.307776049073245,0.127579706364101,0.186171588623493
0,10,1,0.5,0.9,5,FALSE,FALSE,15,100,0.303944549161518,0.107825803986059,0.187074390237099
0,10,1,0.8,5,0.9,TRUE,FALSE,1,100,0.219787401534646,0.056049374537795,0.187479684734044
0,10,1,0.8,0.1,0.9,FALSE,FALSE,1,10,0.205610584865117,0.060040978625355,0.190494864197481
0,10,1,0.5,0.9,0.9,FALSE,TRUE,15,100,0.249377180887606,0.077772359604115,0.191450491860307
0,10,1,0.8,5,0.5,TRUE,FALSE,1,1000,0.252611125296533,0.078191411394552,0.192756381152171
0,10,1,0.8,0.9,0.5,TRUE,FALSE,7,1000,0.263371043318866,0.083225321435349,0.194783282987412
0,10,1,0.8,0.1,0.5,FALSE,FALSE,15,100,0.289773739643081,0.10036107503575,0.197015319801209
0,10,1,0.8,5,0.5,TRUE,FALSE,15,10,0.28124596244395,0.094847448615697,0.198011317683701
0,10,1,0.8,0.5,5,FALSE,FALSE,15,100,0.304836160484469,0.104928126865116,0.199081834112341
0,10,1,0.8,0.9,0.9,FALSE,TRUE,1,10,0.224357263773058,0.066046905408003,0.200408583845414
0,10,1,0.8,0.5,5,FALSE,FALSE,15,1000,0.315085372872965,0.111599691817103,0.20344404728049
0,10,1,0.8,0.9,5,FALSE,FALSE,1,100,0.312477538802064,0.111423741482084,0.204951399348018
0,10,1,0.8,0.9,0.9,FALSE,TRUE,1,1000,0.279497826172706,0.091618375987153,0.207267937866381
0,10,1,0.8,5,0.9,TRUE,FALSE,7,100,0.259104669572156,0.07926035753266,0.210299478482148
0,10,1,0.5,0.5,5,FALSE,FALSE,7,10,0.219522562818636,0.06963284471996,0.210654497457531
0,10,1,0.8,0.1,0.9,FALSE,FALSE,15,100,0.35659286355457,0.156930141386132,0.211752241960819
0,10,1,0.8,5,0.9,TRUE,FALSE,1,1000,0.195390756892747,0.060169628265907,0.212585108129818
0,10,1,0.8,0.5,5,FALSE,FALSE,1,1000,0.292666432044765,0.101464119104969,0.214025296657224
0,10,1,0.8,5,0.5,TRUE,FALSE,15,1000,0.305012790402083,0.104315215358801,0.21408270726213
0,10,1,0.8,0.5,0.9,FALSE,FALSE,7,100,0.272970604430547,0.090575241601626,0.21412200046033
0,10,1,0.8,0.1,0.1,FALSE,TRUE,7,10,0.310450111387858,0.117788632629245,0.217489044589525
0,10,1,0.5,0.5,5,FALSE,FALSE,15,100,0.246806899562564,0.080007565171078,0.223600535005256
0,10,1,0.8,0.1,5,FALSE,FALSE,1,1000,0.287644203639763,0.095607506939538,0.223900319853939
0,10,1,0.8,0.5,0.9,FALSE,FALSE,7,10,0.31571589702802,0.113637493115858,0.224293670159684
0,10,1,0.8,0.5,5,FALSE,FALSE,1,10,0.301272390458415,0.103373120365979,0.226500902886294
0,10,1,0.8,5,0.5,TRUE,FALSE,15,100,0.310290116346724,0.106974730618709,0.228444025998249
0,10,1,0.8,0.1,0.5,FALSE,FALSE,15,10,0.294204089265931,0.101835618624222,0.23037326009548
0,10,1,0.8,0.9,0.9,FALSE,TRUE,15,100,0.312041290811246,0.108124693805564,0.231212004609792
0,10,1,0.8,0.9,5,FALSE,FALSE,1,1000,0.316168910567488,0.136112042261208,0.232229759299052
0,10,1,0.8,0.1,5,FALSE,FALSE,7,100,0.344045940757929,0.143045953695105,0.232690870768715
0,10,1,0.8,0.1,5,FALSE,FALSE,7,1000,0.311944593717692,0.107975895590664,0.233765352134003
0,10,1,0.8,0.5,0.9,FALSE,FALSE,15,1000,0.287952043613128,0.100034875187527,0.234846161455577
0,10,1,0.8,5,0.5,TRUE,FALSE,7,100,0.316245358132342,0.113366067565224,0.235375512322338
0,10,1,0.8,0.1,5,FALSE,FALSE,1,100,0.271323516951793,0.095936405832156,0.235602674721337
0,10,1,0.8,5,0.9,TRUE,FALSE,7,1000,0.310817582506389,0.107297347107924,0.236844223759822
0,10,1,0.8,5,0.9,TRUE,FALSE,15,100,0.309950768045553,0.10734995047754,0.238406786147404
0,10,1,0.5,0.5,5,FALSE,FALSE,15,10,0.314608864565003,0.111442465103021,0.238955529803234
0,10,1,0.8,0.9,0.9,FALSE,TRUE,7,1000,0.31427335840376,0.112053034314733,0.240426033701303
0,10,1,0.5,5,5,FALSE,TRUE,7,1000,0.370182879139806,0.187291363668992,0.241852093705877
0,10,1,0.8,5,5,FALSE,TRUE,15,100,0.299183936952446,0.101558505843203,0.24586258125414
0,10,1,0.5,0.1,5,FALSE,FALSE,15,100,0.33027691084301,0.13333477306302,0.246093813985075
0,10,1,0.8,5,0.5,TRUE,FALSE,7,1000,0.311760149736105,0.107888567354436,0.246244728743562
0,10,1,0.8,5,0.9,TRUE,FALSE,1,10,0.300771167847966,0.102725197572443,0.248056269323767
0,10,1,0.8,0.1,0.9,FALSE,FALSE,1,1000,0.270331635518215,0.107099113893503,0.248103286164468
0,10,1,0.8,0.1,5,FALSE,FALSE,15,1000,0.31502568518302,0.112181139010241,0.253442972543552
0,10,1,0.8,0.1,0.5,FALSE,FALSE,7,100,0.297370850951007,0.101796699032883,0.254948819377198
0,10,1,0.5,0.9,5,FALSE,FALSE,15,10,0.31194449957686,0.107975873877286,0.257819217926192
0,10,1,0.8,5,0.9,TRUE,FALSE,15,1000,0.309952449343652,0.125461683264037,0.261081050214954
0,10,1,0.8,0.5,0.9,FALSE,FALSE,15,100,0.305274953412056,0.104568636533553,0.262421257277649
0,10,1,0.5,5,5,FALSE,TRUE,15,100,0.366031539087043,0.189716162387063,0.2691609444177
0,10,1,0.8,0.1,5,FALSE,FALSE,7,10,0.323844650879169,0.119329059788366,0.273908561937471
0,10,1,0.5,5,5,FALSE,TRUE,15,10,0.305316425893548,0.105823194875818,0.277286295928933
0,10,1,0.5,0.5,5,FALSE,FALSE,7,100,0.25227756649618,0.083593678684276,0.279245698378451
0,10,1,0.8,5,5,FALSE,TRUE,7,1000,0.320259238320872,0.118740295281377,0.283362007900045
0,10,1,0.8,0.9,0.9,FALSE,TRUE,15,1000,0.268449928745625,0.098468848747162,0.285860624541962
0,10,1,0.8,0.5,0.9,FALSE,FALSE,1,100,0.213084342265214,0.064791547276482,0.285971809549913
0,10,1,0.8,0.5,5,FALSE,FALSE,15,10,0.453696154169701,0.252945673999681,0.286325141946394
0,10,1,0.5,0.9,5,FALSE,FALSE,7,10,0.191033387530929,0.060686614208021,0.296076031771689
0,10,1,0.5,0.1,5,FALSE,FALSE,7,10,0.420747859659502,0.224524947621599,0.302196507268974
0,10,1,0.8,5,0.9,TRUE,FALSE,15,10,0.410817907449596,0.210848098544064,0.302282862655804
0,10,1,0.8,0.9,5,FALSE,FALSE,15,10,0.316249823969802,0.11336390260735,0.316518030305012
0,10,1,0.8,0.9,0.9,FALSE,TRUE,7,100,0.326827164592909,0.139398935044671,0.321892801117946
0,10,1,0.8,0.1,0.9,FALSE,FALSE,1,100,0.308529867217392,0.109219399869081,0.324332883967989
0,10,1,0.8,0.9,5,FALSE,FALSE,7,1000,0.41479890257356,0.217634722986295,0.32932943123326
0,10,1,0.5,0.1,5,FALSE,FALSE,15,10,0.295938914006209,0.103274469713864,0.333850337263685
0,10,1,0.8,0.9,5,FALSE,FALSE,7,10,0.421829085167527,0.229512800434421,0.337585048029729
0,10,1,0.8,0.5,0.5,FALSE,TRUE,15,10,0.313095241113991,0.111570278481897,0.353100757107435
0,10,1,0.8,0.5,0.5,FALSE,TRUE,1,10,0.549618673948043,0.314278063532947,0.354067261548558
0,10,1,0.8,0.5,5,FALSE,FALSE,7,100,0.358838105822394,0.163437245174665,0.374509574581472
0,10,1,0.8,0.5,5,FALSE,FALSE,7,10,0.439880676478478,0.243943244641678,0.386403419127551
0,10,1,0.8,0.1,5,FALSE,FALSE,15,100,0.434146917775086,0.2304928880891,0.390334556688458
0,10,1,0.8,5,5,FALSE,TRUE,15,10,0.510883744191974,0.313091098143106,0.421409740708538
0,10,1,0.8,5,0.9,TRUE,FALSE,7,10,0.554817355239757,0.332852711317705,0.426284091492231
0,10,1,0.5,0.5,5,FALSE,FALSE,15,1000,0.558915029547276,0.355161120236339,0.426548311442346
0,10,1,0.8,0.1,0.9,FALSE,FALSE,7,10,0.564396078818299,0.357034266937149,0.431461043757239
1,10,1,0.2,0.1,5,FALSE,FALSE,1,1000,0.050348930140584,0.004530510296717,0.005941092401056
1,10,1,0.2,0.9,5,FALSE,FALSE,1,100,0.053822241244037,0.005323785796344,0.0059762805725
1,10,1,0.5,0.1,0.5,FALSE,FALSE,1,1000,0.053120886242574,0.005488783126582,0.006037575904892
1,10,1,0.2,0.1,0.9,FALSE,FALSE,1,1000,0.055032043713121,0.00576600238387,0.00613303943165
1,10,1,0.5,0.9,0.5,TRUE,FALSE,1,1000,0.054044397814775,0.005482497573844,0.006242711115176
1,10,1,0.2,0.9,0.1,TRUE,FALSE,7,1000,0.05674797248834,0.006050686391686,0.006311398473779
1,10,1,0.5,5,0.5,TRUE,FALSE,1,1000,0.055969493027259,0.005780658642634,0.006345432768915
1,10,1,0.2,5,0.1,TRUE,FALSE,15,1000,0.056102542678511,0.005710654114667,0.006417731812078
1,10,1,0.2,0.1,0.1,FALSE,TRUE,1,1000,0.057023216507863,0.006071052945836,0.006456445100759
1,10,1,0.2,0.9,0.1,TRUE,FALSE,15,1000,0.055840315725312,0.005719151575312,0.006463013819895
1,10,1,0.2,0.1,0.1,FALSE,TRUE,7,1000,0.057320816958717,0.005532451455044,0.006479316108677
1,10,1,0.2,5,5,FALSE,TRUE,1,100,0.054756133739541,0.005553808594596,0.006479617438046
1,10,1,0.5,0.5,0.1,TRUE,FALSE,1,1000,0.059800862225042,0.006426149264062,0.006488121207856
1,10,1,0.2,0.9,0.9,FALSE,TRUE,1,1000,0.055227923578315,0.005511847606107,0.00650301595451
1,10,1,0.2,0.9,0.1,TRUE,FALSE,1,1000,0.058428069828692,0.00611313788271,0.006571994480722
1,10,1,0.2,5,0.9,TRUE,FALSE,1,1000,0.057383711722735,0.005940261900664,0.00657792749661
1,10,1,0.5,5,0.1,TRUE,FALSE,7,1000,0.057702336785034,0.006083641397247,0.006586544308803
1,10,1,0.2,0.1,0.1,FALSE,TRUE,15,1000,0.055585300666315,0.005536702034947,0.006600669279053
1,10,1,0.5,0.5,0.1,TRUE,FALSE,7,1000,0.056123934600703,0.005532834393102,0.006641502021378
1,10,1,0.2,0.5,0.1,TRUE,FALSE,15,1000,0.059652833521817,0.006567834383085,0.006772077978017
1,10,1,0.2,0.5,0.9,FALSE,FALSE,7,1000,0.059268166048816,0.006002034974628,0.006798217339203
1,10,1,0.2,0.5,0.1,TRUE,FALSE,7,1000,0.058298945397182,0.005855293579537,0.00680414196879
1,10,1,0.5,0.9,0.5,TRUE,FALSE,7,1000,0.057599401179161,0.006448599932582,0.006855167966367
1,10,1,0.5,0.1,0.1,FALSE,TRUE,7,1000,0.056216252298403,0.005659780869271,0.006927852601425
1,10,1,0.5,0.9,0.1,TRUE,FALSE,15,1000,0.056425988855182,0.005799615770542,0.006950130164867
1,10,1,0.5,0.5,0.5,FALSE,TRUE,1,1000,0.056209801831833,0.005867778558837,0.006971999035549
1,10,1,0.2,0.9,0.5,TRUE,FALSE,1,1000,0.054839657302876,0.005557477709347,0.006990531411329
1,10,1,0.2,5,0.1,TRUE,FALSE,1,1000,0.056695022844969,0.005525228877741,0.006997889904119
1,10,1,0.2,0.5,0.9,FALSE,FALSE,1,1000,0.056073274357693,0.005733588388451,0.007004963394297
1,10,1,0.2,5,0.5,TRUE,FALSE,1,100,0.060413742308618,0.006740595267985,0.007022272610323
1,10,1,0.2,0.1,0.5,FALSE,FALSE,1,1000,0.058147162096449,0.006301011256919,0.007030993793039
1,10,1,0.2,0.5,0.1,TRUE,FALSE,1,1000,0.058723595144196,0.006350060411241,0.007073840431411
1,10,1,0.2,5,0.1,TRUE,FALSE,7,1000,0.057465803923686,0.006049892120132,0.007081802292202
1,10,1,0.2,5,0.5,TRUE,FALSE,1,1000,0.058101656489291,0.006021378828277,0.007131888738167
1,10,1,0.2,0.5,0.1,TRUE,FALSE,7,100,0.059550524892379,0.006189869357835,0.007157129025242
1,10,1,0.2,5,0.5,TRUE,FALSE,15,1000,0.061749915226292,0.006878794475312,0.007233904631233
1,10,1,0.5,0.5,0.5,FALSE,TRUE,15,1000,0.057439787013802,0.006301842593859,0.007282871475036
1,10,1,0.5,0.1,0.1,FALSE,TRUE,15,1000,0.058377063535389,0.006622387669204,0.007289697919221
1,10,1,0.2,0.1,0.5,FALSE,FALSE,15,1000,0.059155849756358,0.006413411665746,0.00730415010559
1,10,1,0.2,0.5,0.5,FALSE,TRUE,7,1000,0.056113318307254,0.005602230101401,0.00731197720914
1,10,1,0.5,0.5,0.1,TRUE,FALSE,15,1000,0.058786631990665,0.006473912974946,0.007331745526186
1,10,1,0.2,5,0.5,TRUE,FALSE,7,1000,0.057909481698415,0.006489281577661,0.007378583127459
1,10,1,0.5,5,0.1,TRUE,FALSE,15,1000,0.056889930667495,0.005779928456077,0.007437712450665
1,10,1,0.5,5,0.1,TRUE,FALSE,1,1000,0.060485179674205,0.006686977443858,0.007490346917827
1,10,1,0.2,0.9,0.9,FALSE,TRUE,7,1000,0.058543119385244,0.006117094771372,0.00751934644746
1,10,1,0.2,0.9,0.5,TRUE,FALSE,1,100,0.05956363926063,0.006472015083729,0.007584014784568
1,10,1,0.2,5,0.9,TRUE,FALSE,1,100,0.059423204437385,0.006530157739966,0.007587282533898
1,10,1,0.2,0.5,0.5,FALSE,TRUE,1,1000,0.059715004163465,0.006373239113182,0.007621849134174
1,10,1,0.2,5,0.1,TRUE,FALSE,1,100,0.057896421919841,0.006041810978301,0.007641158128167
1,10,1,0.2,0.5,5,FALSE,FALSE,1,1000,0.063639629992777,0.007498323147295,0.007703263765516
1,10,1,0.2,0.5,0.9,FALSE,FALSE,1,100,0.061615788647345,0.00686870052205,0.0077049855479
1,10,1,0.5,0.1,0.1,FALSE,TRUE,1,1000,0.058798112474209,0.006378352356275,0.007709456534556
1,10,1,0.2,5,0.1,TRUE,FALSE,7,100,0.059111130758902,0.006605204019306,0.007821984660074
1,10,1,0.2,5,0.1,TRUE,FALSE,15,100,0.061569451012407,0.006875664848369,0.007824750612357
1,10,1,0.2,0.5,0.5,FALSE,TRUE,15,1000,0.057940875441968,0.005894546812587,0.007880029775068
1,10,1,0.2,0.9,0.5,TRUE,FALSE,7,1000,0.060479789195443,0.006900417091952,0.007889238259565
1,10,1,0.2,0.5,0.9,FALSE,FALSE,15,1000,0.056722330817849,0.006094027128505,0.007903663298192
1,10,1,0.2,0.5,0.1,TRUE,FALSE,1,100,0.062689145491629,0.007045248603948,0.007915698177257
1,10,1,0.5,0.9,0.1,TRUE,FALSE,15,100,0.06107132813124,0.006640517191368,0.007920058294241
1,10,1,0.2,0.9,0.5,TRUE,FALSE,15,1000,0.053738078387459,0.005362470909122,0.007952616523943
1,10,1,0.2,0.9,0.1,TRUE,FALSE,15,100,0.059438834964012,0.006725975108084,0.007977391354324
1,10,1,0.5,0.1,0.1,FALSE,TRUE,1,100,0.063892816414143,0.007346597979629,0.007978296614002
1,10,1,0.2,0.1,0.5,FALSE,FALSE,7,1000,0.056527498661026,0.005838540246371,0.008007574377117
1,10,1,0.2,0.1,0.9,FALSE,FALSE,1,100,0.060089796919966,0.00698323339823,0.008029097606017
