layers,position_range,velocity_range,omega,c1,c2,C1 > c2,C1 == c2,vmax,pop_size,loss1,loss2,average loss2
1,10,1,0.5,0.5,0.5,FALSE,TRUE,1,100,0.062148103517834,0.007322507664062,0.008029810232139
1,10,1,0.2,5,0.9,TRUE,FALSE,15,1000,0.060252052711471,0.006589078836141,0.008041124827836
1,10,1,0.5,0.9,0.1,TRUE,FALSE,7,1000,0.058297951999056,0.00624872109602,0.008058057271621
1,10,1,0.5,0.5,0.1,TRUE,FALSE,1,100,0.057269152701087,0.006019578634908,0.008064765115469
1,10,1,0.2,5,0.9,TRUE,FALSE,7,1000,0.063265793079419,0.00742400306455,0.008116210027906
1,10,1,0.2,0.9,0.1,TRUE,FALSE,7,100,0.062197947790676,0.007242939162234,0.008188737493141
1,10,1,0.5,0.9,0.1,TRUE,FALSE,1,100,0.059741407488841,0.006364479770943,0.008188841779837
1,10,1,0.5,5,0.1,TRUE,FALSE,15,100,0.066028890297513,0.007373336953029,0.008236193324394
1,10,1,0.2,0.5,0.1,TRUE,FALSE,15,100,0.064071465412118,0.00732380565832,0.008243681836095
1,10,1,0.5,0.9,0.1,TRUE,FALSE,7,100,0.061965656294178,0.007122893009288,0.008329066940804
1,10,1,0.2,0.9,0.9,FALSE,TRUE,1,100,0.064963794570519,0.007894925756151,0.008402493078639
1,10,1,0.5,0.5,0.1,TRUE,FALSE,7,100,0.062030167584184,0.006945773850098,0.008484455068504
1,10,1,0.5,0.5,0.1,TRUE,FALSE,15,100,0.065082132302825,0.007522722378551,0.00848502694941
1,10,1,0.2,0.1,0.1,FALSE,TRUE,15,100,0.056533503578094,0.005570443497158,0.008512870118086
1,10,1,0.5,0.9,0.1,TRUE,FALSE,1,1000,0.062157659256068,0.007247200311558,0.008621797987184
1,10,1,0.2,0.5,0.5,FALSE,TRUE,1,100,0.066530740262702,0.007817166531,0.008698237314822
1,10,1,0.5,0.1,0.1,FALSE,TRUE,15,100,0.065422978481851,0.007581775551338,0.008797226886501
1,10,1,0.2,0.1,0.1,FALSE,TRUE,7,100,0.066370832963423,0.008192664716788,0.008837435553025
1,10,1,0.5,0.1,0.1,FALSE,TRUE,7,100,0.063816514345568,0.007170499504435,0.008873948026826
1,10,1,0.2,0.5,0.5,FALSE,TRUE,15,100,0.07432756608964,0.008595468470027,0.008889262979948
1,10,1,0.5,0.9,0.5,TRUE,FALSE,7,100,0.063640145493133,0.007259245093834,0.0091069366191
1,10,1,0.5,5,0.9,TRUE,FALSE,1,1000,0.052745166094778,0.004947931508912,0.009131425688573
1,10,1,0.2,0.9,0.1,TRUE,FALSE,1,100,0.059579915592739,0.006276862329147,0.009143191865152
1,10,1,0.2,0.9,0.9,FALSE,TRUE,15,1000,0.060394377201677,0.006331668999103,0.009191573488793
1,10,1,0.2,0.5,0.5,FALSE,TRUE,7,100,0.064196487390778,0.00746972680952,0.009235757781135
1,10,1,0.2,0.1,0.1,FALSE,TRUE,1,100,0.057219899269823,0.005749458837155,0.009350433969003
1,10,1,0.2,0.1,0.5,FALSE,FALSE,15,100,0.068107307114891,0.00828571092162,0.009557878449497
1,10,1,0.2,0.1,0.5,FALSE,FALSE,1,100,0.066696280665741,0.007955178070921,0.009566616963252
1,10,1,0.2,0.9,0.5,TRUE,FALSE,7,100,0.064721464080528,0.008158253220716,0.00956824364635
1,10,1,0.2,0.5,0.9,FALSE,FALSE,1,10,0.065329655789067,0.007687057431031,0.009652082758581
1,10,1,0.2,5,0.5,TRUE,FALSE,7,100,0.062862414662416,0.007238276135783,0.009760186705546
1,10,1,0.2,0.1,0.9,FALSE,FALSE,7,1000,0.069315575939345,0.008411835669234,0.009818063908497
1,10,1,0.2,0.1,0.9,FALSE,FALSE,7,100,0.06682158980654,0.008070633115855,0.009826346765105
1,10,1,0.5,5,0.1,TRUE,FALSE,1,100,0.065057307575869,0.007593228251617,0.009829567094737
1,10,1,0.5,0.9,0.5,TRUE,FALSE,1,100,0.057597333468961,0.005948424995273,0.009936032633682
1,10,1,0.2,0.1,0.5,FALSE,FALSE,7,100,0.064668186391776,0.00748777594719,0.009966791711469
1,10,1,0.2,0.9,5,FALSE,FALSE,1,1000,0.05312430764523,0.005649620656005,0.009976060839818
1,10,1,0.5,0.9,0.9,FALSE,TRUE,1,1000,0.052097593490316,0.004923655453227,0.010185814845377
1,10,1,0.2,0.9,0.5,TRUE,FALSE,15,100,0.070910389491717,0.008463887272812,0.010187996550589
1,10,1,0.5,0.1,0.5,FALSE,FALSE,7,100,0.064545523259166,0.008220241858035,0.010295747233179
1,10,1,0.2,5,0.9,TRUE,FALSE,15,100,0.06698338799609,0.008039981099001,0.010907669745849
1,10,1,0.2,5,5,FALSE,TRUE,1,10,0.080089411416231,0.010140362030427,0.01092123820335
1,10,1,0.5,0.1,0.9,FALSE,FALSE,1,1000,0.051983406311948,0.004942044427979,0.010988991676809
1,10,1,0.5,0.1,0.1,FALSE,TRUE,7,10,0.068384977635106,0.008650584938067,0.011913200488451
1,10,1,0.5,0.1,0.5,FALSE,FALSE,1,10,0.067442088201475,0.007643205009678,0.012010049018346
1,10,1,0.2,5,0.9,TRUE,FALSE,7,100,0.070797779609697,0.008823515072012,0.012699250053241
1,10,1,0.5,0.5,0.1,TRUE,FALSE,7,10,0.07133360868752,0.009576629771887,0.012763016740742
1,10,1,0.5,0.5,0.9,FALSE,FALSE,1,1000,0.055966674024554,0.005591949984596,0.012770366467471
1,10,1,0.2,5,0.1,TRUE,FALSE,15,10,0.07068967339741,0.008514026068675,0.013715426307606
1,10,1,0.5,0.9,0.5,TRUE,FALSE,15,1000,0.05388530556238,0.005239023616152,0.013736046791882
1,10,1,0.5,0.1,0.5,FALSE,FALSE,1,100,0.056181530960788,0.005972123168816,0.013755626025285
1,10,1,0.2,0.9,0.9,FALSE,TRUE,1,10,0.068059000507663,0.008234603149604,0.01419975063592
1,10,1,0.2,0.5,5,FALSE,FALSE,1,10,0.070155593035547,0.008357787537775,0.014483344875081
1,10,1,0.8,0.5,0.1,TRUE,FALSE,1,1000,0.057941463709077,0.006289694069945,0.014712842959234
1,10,1,0.2,0.5,5,FALSE,FALSE,1,100,0.07061610942891,0.00915377126544,0.014762252993137
1,10,1,0.2,0.1,5,FALSE,FALSE,1,100,0.053852476265181,0.005971274670038,0.015003465415108
1,10,1,0.5,0.9,0.1,TRUE,FALSE,15,10,0.077169350314528,0.010734202011151,0.01679186531444
1,10,1,0.2,5,5,FALSE,TRUE,1,1000,0.056462294771147,0.006100737341562,0.016830314279266
1,10,1,0.2,0.5,0.1,TRUE,FALSE,15,10,0.0793581728445,0.01092704950176,0.017296112351939
1,10,1,0.5,5,0.1,TRUE,FALSE,7,100,0.067541924299939,0.008260906684496,0.017715575584334
1,10,1,0.2,0.1,0.1,FALSE,TRUE,1,10,0.095509304434812,0.017093390842799,0.018173470894089
1,10,1,0.2,0.1,0.1,FALSE,TRUE,7,10,0.070094216714386,0.008543016977543,0.018548384620659
1,10,1,0.2,0.9,0.1,TRUE,FALSE,1,10,0.094480197897283,0.013825860210122,0.01871381857647
1,10,1,0.5,5,0.9,TRUE,FALSE,7,1000,0.05659185231072,0.00580638531863,0.018875083584581
1,10,1,0.2,0.9,0.1,TRUE,FALSE,7,10,0.067241943808612,0.008561017285135,0.01896671387892
1,10,1,0.2,0.1,5,FALSE,FALSE,1,10,0.06359055889232,0.00782816805137,0.019053498398691
1,10,1,0.2,0.9,0.9,FALSE,TRUE,15,100,0.061994678489165,0.006978333363005,0.019234448699957
1,10,1,0.5,5,0.9,TRUE,FALSE,1,100,0.070815960996441,0.007940177539499,0.019281168399776
1,10,1,0.2,0.1,0.5,FALSE,FALSE,7,10,0.103331474770419,0.017889084108434,0.019592644177538
1,10,1,0.2,0.5,0.5,FALSE,TRUE,1,10,0.092355053305568,0.016397306379683,0.020199821116028
1,10,1,0.5,0.1,0.1,FALSE,TRUE,15,10,0.07408576187063,0.010028699623014,0.020411515765752
1,10,1,0.2,0.1,5,FALSE,FALSE,7,100,0.071984903323131,0.010789325594234,0.020843653088578
1,10,1,0.2,5,0.5,TRUE,FALSE,15,100,0.079711291226764,0.011329890435809,0.020972539908935
1,10,1,0.5,0.9,0.1,TRUE,FALSE,1,10,0.082702228453636,0.012129004289783,0.021285630458395
1,10,1,0.2,0.1,0.9,FALSE,FALSE,1,10,0.070660197192673,0.008787718519427,0.021370279186692
1,10,1,0.2,0.5,0.1,TRUE,FALSE,7,10,0.083081918200063,0.013806689896675,0.021513768217391
1,10,1,0.2,5,0.1,TRUE,FALSE,7,10,0.081274021694914,0.012178107421358,0.022094704666558
1,10,1,0.2,0.9,0.9,FALSE,TRUE,7,100,0.065842633365473,0.008038564920383,0.022136581672779
1,10,1,0.2,0.1,0.9,FALSE,FALSE,15,100,0.074527063590218,0.010453630093064,0.022208601155533
1,10,1,0.2,5,0.5,TRUE,FALSE,1,10,0.100583842120907,0.016635678865678,0.022285536121894
1,10,1,0.2,0.9,0.1,TRUE,FALSE,15,10,0.084281632840764,0.013679784437611,0.022500947312292
1,10,1,0.5,0.1,0.1,FALSE,TRUE,1,10,0.073719885687489,0.010314287592545,0.023048459957866
1,10,1,0.2,5,0.5,TRUE,FALSE,7,10,0.077464788529833,0.010289966230137,0.023068141724803
1,10,1,0.5,5,0.1,TRUE,FALSE,1,10,0.067864880766492,0.008987477963556,0.023187040379284
1,10,1,0.2,0.5,0.1,TRUE,FALSE,1,10,0.091890289436513,0.014497361697533,0.023807056496548
1,10,1,0.8,5,0.1,TRUE,FALSE,1,100,0.083363423925986,0.013485484716768,0.023891926272666
1,10,1,0.2,0.1,0.5,FALSE,FALSE,1,10,0.102896553556708,0.01676190609517,0.023954056545485
1,10,1,0.8,5,0.1,TRUE,FALSE,1,1000,0.051118651326675,0.004794238951053,0.024191422632024
1,10,1,0.2,0.9,0.5,TRUE,FALSE,7,10,0.08227916060218,0.013072713933672,0.024282914855134
1,10,1,0.2,0.1,0.5,FALSE,FALSE,15,10,0.098575888945258,0.018518646263731,0.024456291056533
1,10,1,0.5,0.5,0.1,TRUE,FALSE,15,10,0.085142530361889,0.012774979212593,0.024817729198605
1,10,1,0.2,0.9,0.5,TRUE,FALSE,1,10,0.106966142664119,0.018650472359652,0.025247145952998
1,10,1,0.2,5,0.1,TRUE,FALSE,1,10,0.089339559786426,0.014265569957252,0.025547553145436
1,10,1,0.5,5,0.5,TRUE,FALSE,1,100,0.067031956092679,0.008718267985407,0.025617365971844
1,10,1,0.5,5,0.1,TRUE,FALSE,7,10,0.065462768880014,0.00792533685097,0.025758382377382
1,10,1,0.5,5,0.5,TRUE,FALSE,15,1000,0.054467207268317,0.00568850678603,0.02585154178009
1,10,1,0.5,5,5,FALSE,TRUE,1,100,0.067738938596779,0.009392770807367,0.025980109836486
1,10,1,0.2,0.5,0.5,FALSE,TRUE,7,10,0.104035585182233,0.017422221041081,0.026090600916874
1,10,1,0.8,0.1,0.1,FALSE,TRUE,1,1000,0.056617733810541,0.005738823159109,0.026513355807402
1,10,1,0.2,5,0.9,TRUE,FALSE,1,10,0.09920952774807,0.015807346574071,0.026680089673968
1,10,1,0.5,0.9,0.1,TRUE,FALSE,7,10,0.084028963782549,0.013851558987027,0.027026337606438
1,10,1,0.5,0.1,5,FALSE,FALSE,1,1000,0.073469284062428,0.011270057599386,0.027238663730545
1,10,1,0.2,0.9,0.5,TRUE,FALSE,15,10,0.115331457304181,0.023690480943623,0.027407144430989
1,10,1,0.2,0.1,0.1,FALSE,TRUE,15,10,0.094183613879318,0.014657908830444,0.028466722303086
1,10,1,0.2,0.9,5,FALSE,FALSE,1,10,0.075207422117605,0.009786007174771,0.028563768354085
1,10,1,0.2,0.1,0.9,FALSE,FALSE,7,10,0.104062796944362,0.019164245305732,0.028964711859443
1,10,1,0.2,0.5,0.9,FALSE,FALSE,15,100,0.068313810436097,0.008169549480476,0.02898449710393
1,10,1,0.2,0.9,0.9,FALSE,TRUE,7,10,0.097592125698063,0.015849248366737,0.030356098175143
1,10,1,0.5,0.5,0.1,TRUE,FALSE,1,10,0.096052275756792,0.015765325115495,0.031024503430335
1,10,1,0.5,5,0.9,TRUE,FALSE,7,10,0.114751910583325,0.019848876783255,0.031050006567689
1,10,1,0.5,0.5,5,FALSE,FALSE,1,100,0.096138901476628,0.018167895118457,0.03111191224758
1,10,1,0.2,0.1,0.9,FALSE,FALSE,15,1000,0.061223881943994,0.006980440229363,0.031157580153391
1,10,1,0.2,0.5,0.5,FALSE,TRUE,15,10,0.124159388352241,0.024131254108498,0.031213839623242
1,10,1,0.5,0.5,0.5,FALSE,TRUE,1,10,0.110282435281348,0.018991634998942,0.031291534473712
1,10,1,0.5,0.5,0.5,FALSE,TRUE,7,100,0.068961608871376,0.008885303160317,0.033448498736248
1,10,1,0.5,0.1,0.9,FALSE,FALSE,1,100,0.086780785855951,0.013158232352441,0.033813270109339
1,10,1,0.2,5,0.9,TRUE,FALSE,7,10,0.066835639200797,0.008594026874547,0.03496619837783
1,10,1,0.5,5,0.5,TRUE,FALSE,7,1000,0.053775308896807,0.005357365255741,0.035578443732596
1,10,1,0.5,0.5,0.9,FALSE,FALSE,1,100,0.061984207759106,0.006871424818211,0.035791715081953
1,10,1,0.2,5,0.5,TRUE,FALSE,15,10,0.139236509929754,0.03074489644138,0.03579557229779
1,10,1,0.5,0.9,0.9,FALSE,TRUE,1,100,0.056870226243775,0.005885433153526,0.035854418485834
1,10,1,0.8,0.1,0.1,FALSE,TRUE,15,1000,0.053751262544073,0.005124297916641,0.03636148750928
1,10,1,0.5,0.1,0.5,FALSE,FALSE,15,1000,0.065484936889225,0.00793705716998,0.036795365872986
1,10,1,0.5,5,0.5,TRUE,FALSE,1,10,0.074430096906746,0.009471619407623,0.037171474765361
1,10,1,0.2,0.5,0.9,FALSE,FALSE,15,10,0.14852444014811,0.036216827682891,0.038671920990257
1,10,1,0.5,0.5,0.9,FALSE,FALSE,1,10,0.076886689064927,0.011616543308596,0.038910904952956
1,10,1,0.2,0.5,0.9,FALSE,FALSE,7,100,0.120012103276411,0.023381727577122,0.038940869645223
1,10,1,0.5,5,0.9,TRUE,FALSE,1,10,0.073113247018172,0.008866546701057,0.03973286395575
1,10,1,0.5,5,5,FALSE,TRUE,1,10,0.121449151487187,0.023118112941318,0.040086439181255
1,10,1,0.5,0.9,0.9,FALSE,TRUE,15,1000,0.069431217429805,0.008798637840905,0.040914869890796
1,10,1,0.5,5,0.1,TRUE,FALSE,15,10,0.079709402942133,0.011612916964305,0.041855087789699
1,10,1,0.5,0.1,0.9,FALSE,FALSE,1,10,0.148989804096011,0.033649760439955,0.042967936382014
1,10,1,0.8,0.9,0.1,TRUE,FALSE,15,100,0.07904810452135,0.014316058135196,0.043448820337531
1,10,1,0.2,0.1,0.9,FALSE,FALSE,15,10,0.080291525717789,0.010218854866332,0.044150511573723
1,10,1,0.5,0.5,0.5,FALSE,TRUE,7,1000,0.062884693814504,0.007515241346684,0.044624660941346
1,10,1,0.8,0.9,0.1,TRUE,FALSE,1,1000,0.070141770586422,0.009174285679183,0.046673049348189
1,10,1,0.2,0.5,5,FALSE,FALSE,7,1000,0.069146698101537,0.0079499315915,0.04727252963537
1,10,1,0.8,0.9,0.1,TRUE,FALSE,1,10,0.09890549133668,0.01672780805575,0.047618088060227
1,10,1,0.5,0.9,0.5,TRUE,FALSE,15,100,0.067783472496485,0.008231709332991,0.047860171878383
1,10,1,0.5,0.9,0.9,FALSE,TRUE,1,10,0.167160740426949,0.037716939264833,0.048975069302932
1,10,1,0.5,0.1,0.5,FALSE,FALSE,15,100,0.068104948464575,0.008794577692619,0.049287170636184
1,10,1,0.5,0.1,5,FALSE,FALSE,1,100,0.163877380116218,0.03417118868761,0.05159262391229
1,10,1,0.8,0.5,0.1,TRUE,FALSE,7,100,0.06179075421222,0.007317858576284,0.052277890440572
1,10,1,0.8,0.9,0.1,TRUE,FALSE,15,1000,0.057819469111563,0.006268226229039,0.054038665408633
1,10,1,0.2,5,5,FALSE,TRUE,15,10,0.178599281755419,0.046989235454926,0.054061824711015
1,10,1,0.2,0.1,5,FALSE,FALSE,7,1000,0.074037678579069,0.008913114595192,0.054145291207201
1,10,1,0.2,5,0.9,TRUE,FALSE,15,10,0.101382073988679,0.020123581171974,0.054160704949908
1,10,1,0.2,0.5,5,FALSE,FALSE,15,1000,0.180954666373208,0.043306163032315,0.05672787291347
1,10,1,0.5,0.9,5,FALSE,FALSE,1,1000,0.162108688039475,0.04180499179314,0.057165539091791
1,10,1,0.5,0.5,5,FALSE,FALSE,1,1000,0.093700883703664,0.014226460051517,0.058906433503034
1,10,1,0.5,0.1,0.5,FALSE,FALSE,7,1000,0.059652434037356,0.006592543661134,0.06029316356435
1,10,1,0.8,0.5,0.1,TRUE,FALSE,15,1000,0.153944274172836,0.036615981003501,0.061457808118165
1,10,1,0.5,0.9,5,FALSE,FALSE,1,100,0.090964336011598,0.015767774050824,0.062514138275682
1,10,1,0.5,0.9,0.5,TRUE,FALSE,1,10,0.108589883491363,0.01836553146712,0.062727371571239
1,10,1,0.8,0.9,0.1,TRUE,FALSE,1,100,0.090453842378695,0.016876061969774,0.062923943987058
1,10,1,0.8,0.5,0.1,TRUE,FALSE,15,10,0.116308202528938,0.019193411317732,0.067119558603958
1,10,1,0.5,0.5,0.9,FALSE,FALSE,7,100,0.077597852550384,0.010881221084017,0.069507305922507
1,10,1,0.8,0.1,0.1,FALSE,TRUE,1,100,0.170807624618339,0.039544830358185,0.070034928730228
1,10,1,0.2,0.5,5,FALSE,FALSE,15,100,0.177847507723788,0.067611338253996,0.072665360433045
1,10,1,0.2,0.5,5,FALSE,FALSE,7,100,0.183451361840739,0.050167599253345,0.074076695431181
1,10,1,0.8,0.5,0.5,FALSE,TRUE,1,1000,0.155766535940047,0.0388796161903,0.074642493826394
1,10,1,0.5,0.9,0.5,TRUE,FALSE,15,10,0.087637594471595,0.011322010576766,0.075392645222614
1,10,1,0.5,0.1,0.5,FALSE,FALSE,7,10,0.109967608479784,0.019738997959593,0.076249260591496
1,10,1,0.8,0.9,0.5,TRUE,FALSE,1,1000,0.170927734126402,0.046876776374,0.076433080642726
1,10,1,0.2,5,5,FALSE,TRUE,15,1000,0.105548043663911,0.016715890136799,0.07750696926277
1,10,1,0.5,0.9,0.5,TRUE,FALSE,7,10,0.213010721246277,0.060675491100745,0.07824430554832
1,10,1,0.5,0.5,0.5,FALSE,TRUE,7,10,0.231788662005338,0.068385667570554,0.078683886437401
1,10,1,0.2,0.5,0.9,FALSE,FALSE,7,10,0.160215015653791,0.038452792403979,0.079934390846352
1,10,1,0.5,5,0.9,TRUE,FALSE,7,100,0.133729859829596,0.02942541618686,0.081325408353194
1,10,1,0.2,0.9,5,FALSE,FALSE,7,10,0.165739116507435,0.042445326715528,0.082543709840622
1,10,1,0.5,0.1,0.9,FALSE,FALSE,7,100,0.229573225266988,0.064099775359146,0.08298207228496
1,10,1,0.8,0.1,0.1,FALSE,TRUE,15,10,0.195527547420399,0.058375175625815,0.084101561863659
1,10,1,0.5,0.5,0.9,FALSE,FALSE,15,10,0.210154954010934,0.0584668790394,0.085218995081306
1,10,1,0.5,0.9,0.9,FALSE,TRUE,15,100,0.222962553021867,0.062389296457941,0.088951281027642
1,10,1,0.2,0.1,5,FALSE,FALSE,15,1000,0.153097435482045,0.039089132149357,0.089633997985623
1,10,1,0.8,0.9,5,FALSE,FALSE,1,10,0.232827990364077,0.072526763148173,0.091915023854399
1,10,1,0.8,0.1,0.1,FALSE,TRUE,7,100,0.147133303612663,0.036682118167979,0.092005213621212
1,10,1,0.8,0.5,0.1,TRUE,FALSE,1,100,0.115128824923491,0.017212683469518,0.092146260626666
1,10,1,0.5,5,5,FALSE,TRUE,7,10,0.163294387102848,0.041240169777588,0.093267532067479
1,10,1,0.8,0.9,0.5,TRUE,FALSE,7,10,0.193174243271297,0.062052406913277,0.094146402329631
1,10,1,0.8,0.5,0.1,TRUE,FALSE,1,10,0.243869309975931,0.075289124390232,0.094851908189311
1,10,1,0.5,0.9,5,FALSE,FALSE,1,10,0.169516971477153,0.042749889850573,0.095549853716616
1,10,1,0.5,5,0.9,TRUE,FALSE,15,1000,0.185847979893023,0.047184691867244,0.096497734808906
1,10,1,0.2,0.9,0.9,FALSE,TRUE,15,10,0.250917996314241,0.080986424590076,0.096499384459047
1,10,1,0.8,5,5,FALSE,TRUE,1,100,0.226525477629168,0.070472436415938,0.098396406026142
1,10,1,0.5,0.5,0.5,FALSE,TRUE,15,100,0.264177338221953,0.082522694597694,0.09850086428104
1,10,1,0.8,0.1,0.1,FALSE,TRUE,7,1000,0.057948092742931,0.006491695383951,0.099374391737872
1,10,1,0.2,0.9,5,FALSE,FALSE,7,1000,0.131175166868971,0.023842910017485,0.099525700265638
1,10,1,0.5,0.5,5,FALSE,FALSE,7,1000,0.273381997673743,0.089712036054039,0.10064297378224
1,10,1,0.8,0.9,0.1,TRUE,FALSE,7,10,0.172623227199045,0.039729486963105,0.100759729588961
1,10,1,0.8,0.5,5,FALSE,FALSE,1,10,0.227867454068781,0.069206484383598,0.101992262977577
1,10,1,0.8,0.5,0.9,FALSE,FALSE,7,100,0.181761929756602,0.086776703293623,0.103907081597346
1,10,1,0.2,0.1,5,FALSE,FALSE,15,10,0.103009068189002,0.019439706549683,0.104362752900149
1,10,1,0.8,5,0.5,TRUE,FALSE,7,100,0.285474074716882,0.095704222438675,0.105183936279009
1,10,1,0.8,0.1,0.9,FALSE,FALSE,1,10,0.291913243762849,0.096181164694583,0.105658289421881
1,10,1,0.8,0.5,0.5,FALSE,TRUE,15,1000,0.248306182025646,0.080450077336613,0.107111208590749
1,10,1,0.5,0.9,0.9,FALSE,TRUE,15,10,0.122581629178305,0.021583475542419,0.108316830673113
1,10,1,0.8,5,0.9,TRUE,FALSE,15,10,0.244195855966979,0.075981419662537,0.108425495037635
1,10,1,0.5,0.1,0.9,FALSE,FALSE,15,1000,0.058938265302931,0.006636107370287,0.108842647279204
1,10,1,0.8,0.5,5,FALSE,FALSE,7,100,0.301075391954119,0.102178436603022,0.110763019761798
1,10,1,0.8,0.5,0.9,FALSE,FALSE,15,10,0.311944634312981,0.107975905673248,0.110914323491606
1,10,1,0.8,0.9,0.9,FALSE,TRUE,7,1000,0.31193659503804,0.10797064656162,0.111071952514594
1,10,1,0.5,0.1,5,FALSE,FALSE,1,10,0.278747660797927,0.091608613063608,0.11474399054043
1,10,1,0.2,5,5,FALSE,TRUE,7,1000,0.059365584908449,0.00655867744713,0.114836907180524
1,10,1,0.2,0.9,5,FALSE,FALSE,15,10,0.131347170441987,0.025731394463252,0.115062169898525
1,10,1,0.5,5,0.5,TRUE,FALSE,7,10,0.129366584114951,0.021420448617639,0.115624198743153
1,10,1,0.5,0.1,0.5,FALSE,FALSE,15,10,0.272831288554112,0.0893212407901,0.116072720338352
1,10,1,0.8,5,0.1,TRUE,FALSE,7,100,0.24546189551367,0.087277976394503,0.11620637216514
1,10,1,0.5,5,0.5,TRUE,FALSE,7,100,0.121126567462996,0.023584586590071,0.116319610435614
1,10,1,0.8,5,0.1,TRUE,FALSE,15,1000,0.303141873061958,0.104826103893239,0.116703282155879
1,10,1,0.8,0.1,0.9,FALSE,FALSE,1,100,0.201609705273902,0.052478914363953,0.117204714851146
1,10,1,0.8,0.1,0.5,FALSE,FALSE,1,1000,0.190907321385918,0.045889993185182,0.117608904375632
1,10,1,0.8,0.9,0.5,TRUE,FALSE,1,10,0.095542575706578,0.016638627730081,0.118660211337538
1,10,1,0.8,0.5,0.5,FALSE,TRUE,7,10,0.311944634290543,0.10797590566583,0.11880733462278
1,10,1,0.5,0.5,0.9,FALSE,FALSE,7,1000,0.303607106733416,0.103840566867125,0.120011243527548
1,10,1,0.5,0.5,5,FALSE,FALSE,15,10,0.27787243734934,0.089759757293298,0.120251794926878
1,10,1,0.5,0.5,5,FALSE,FALSE,1,10,0.210033922162904,0.060854650748638,0.121276021223883
1,10,1,0.5,0.5,0.5,FALSE,TRUE,15,10,0.285174653639435,0.099171458999877,0.122941153510698
1,10,1,0.5,0.9,0.9,FALSE,TRUE,7,100,0.22076392229736,0.067820717202092,0.124292961029603
1,10,1,0.2,5,5,FALSE,TRUE,7,10,0.108901656403924,0.018532859515206,0.124989650737429
1,10,1,0.5,5,0.5,TRUE,FALSE,15,10,0.127880505785778,0.028902470661004,0.125221365810646
1,10,1,0.8,5,0.1,TRUE,FALSE,7,10,0.200827913228518,0.058452974272678,0.12573271836324
1,10,1,0.5,0.5,0.9,FALSE,FALSE,7,10,0.256764475405743,0.07909215302789,0.125891039155174
1,10,1,0.8,5,0.5,TRUE,FALSE,15,100,0.315944187368823,0.111866679183662,0.126622087840456
1,10,1,0.8,5,0.1,TRUE,FALSE,1,10,0.271185848634979,0.088943115214458,0.126766993208958
1,10,1,0.5,0.1,0.9,FALSE,FALSE,7,10,0.238823872668145,0.068886329070991,0.128309812733725
1,10,1,0.5,0.5,5,FALSE,FALSE,15,1000,0.1616874579491,0.045936108324743,0.130546007950541
1,10,1,0.8,0.9,0.5,TRUE,FALSE,7,100,0.309786592592913,0.1064712926331,0.131063111369844
1,10,1,0.5,5,5,FALSE,TRUE,1,1000,0.08163111133194,0.010803372144701,0.13198108459149
1,10,1,0.5,0.1,0.9,FALSE,FALSE,7,1000,0.059526316369796,0.006329681682293,0.132680793249416
1,10,1,0.5,0.5,0.9,FALSE,FALSE,15,100,0.295540511025324,0.097977402330811,0.132710664408362
1,10,1,0.5,5,0.9,TRUE,FALSE,15,10,0.282370706845998,0.098894160076053,0.1338780627034
1,10,1,0.8,5,0.5,TRUE,FALSE,15,10,0.203936132171065,0.065369504254678,0.136455833296376
1,10,1,0.8,0.1,5,FALSE,FALSE,1,10,0.221525214896729,0.06399349511931,0.142664853286236
1,10,1,0.5,0.9,0.9,FALSE,TRUE,7,10,0.202257903234238,0.053693270232483,0.143617386544149
1,10,1,0.5,5,5,FALSE,TRUE,7,1000,0.311888257551118,0.107935225569533,0.146390494285681
1,10,1,0.5,0.1,0.9,FALSE,FALSE,15,100,0.191845148209288,0.055789058580271,0.147806248440304
1,10,1,0.8,0.9,5,FALSE,FALSE,1,1000,0.303254646913363,0.131062492433972,0.149143265487812
1,10,1,0.2,5,5,FALSE,TRUE,7,100,0.135097039612814,0.038066465734228,0.149922133414311
1,10,1,0.8,5,0.5,TRUE,FALSE,1,100,0.313607427251517,0.110578567849426,0.150363836102211
1,10,1,0.8,0.1,0.1,FALSE,TRUE,1,10,0.255250220577068,0.079877162675333,0.15176887789254
1,10,1,0.8,5,5,FALSE,TRUE,15,100,0.312744013815235,0.108803670525638,0.153445902857835
1,10,1,0.8,5,5,FALSE,TRUE,15,1000,0.311944634312981,0.107975905673248,0.155090461011283
1,10,1,0.8,5,0.1,TRUE,FALSE,7,1000,0.175774217976404,0.03907640981076,0.160285864061319
1,10,1,0.2,0.5,5,FALSE,FALSE,15,10,0.177170821946179,0.049413115884172,0.160845241787894
1,10,1,0.8,0.5,5,FALSE,FALSE,1,1000,0.304828564272102,0.104538842809698,0.161320421049549
1,10,1,0.5,5,0.9,TRUE,FALSE,15,100,0.298074593019942,0.101792844429693,0.163458001320293
1,10,1,0.8,0.1,0.1,FALSE,TRUE,15,100,0.127139074237825,0.027831673231438,0.163463878287243
1,10,1,0.8,0.9,0.1,TRUE,FALSE,7,1000,0.058325883626841,0.006627495191897,0.165789907708197
1,10,1,0.5,0.1,0.9,FALSE,FALSE,15,10,0.138560810757646,0.031919408538131,0.16687769059658
1,10,1,0.8,0.9,0.9,FALSE,TRUE,1,1000,0.198260105598738,0.054078735114874,0.169174153293193
1,10,1,0.8,5,0.9,TRUE,FALSE,15,100,0.315959082211911,0.111878253430625,0.170421903211865
