Data set,layers,position_range,velocity_range,omega,c1,c2,c1>c2,c1<=c2,c1==c2,vmax,pop_size,loss1,loss2,average,count,value,param
Cancer,0,10,1,0.8,0.1,5,FALSE,TRUE,FALSE,7,10,38.5714285714286,23.12447786132,29.2110498206095,count,value,param
Cancer,1,10,1,0.2,0.1,5,FALSE,TRUE,FALSE,1,1000,100,100,100,6,0.2,omega
Cancer,1,10,1,0.2,0.5,5,FALSE,TRUE,FALSE,1,100,100,100,100,5,0.5,omega
Cancer,1,10,1,0.2,0.5,5,FALSE,TRUE,FALSE,1,1000,100,100,100,2,0.8,omega
Cancer,1,10,1,0.2,0.9,5,FALSE,TRUE,FALSE,1,100,100,100,100,3,0.1,c1
Cancer,1,10,1,0.2,0.9,5,FALSE,TRUE,FALSE,1,1000,100,100,100,5,0.5,c1
Cancer,1,10,1,0.2,5,5,FALSE,TRUE,TRUE,1,1000,100,100,100,2,0.9,c1
Cancer,1,10,1,0.5,0.1,0.5,FALSE,TRUE,FALSE,7,1000,100,100,100,3,5,c1
Cancer,1,10,1,0.5,0.1,0.9,FALSE,TRUE,FALSE,7,1000,100,100,100,2,0.1,c2
Cancer,1,10,1,0.5,0.5,0.5,FALSE,TRUE,TRUE,1,1000,100,100,100,4,0.5,c2
Cancer,1,10,1,0.5,5,0.5,TRUE,FALSE,FALSE,1,1000,100,100,100,1,0.9,c2
Cancer,1,10,1,0.5,5,0.5,TRUE,FALSE,FALSE,15,1000,100,100,100,6,5,c2
Cancer,1,10,1,0.8,0.5,0.1,TRUE,FALSE,FALSE,1,100,100,100,100,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,FALSE,FALSE,1,1000,100,100,100,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,1,10,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,1,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,1,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,1,100,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,1,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,15,100,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,1,100,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,1,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,7,100,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,5,0.5,TRUE,,FALSE,7,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,1,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,1,100,100,100,99.5258028304955,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,1,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,1,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,15,100,100,100,99.5258028304955,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,15,1000,100,100,99.5258028304955,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,1,1000,98.5714285714286,98.5766954797534,99.5255651599178,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,1,1000,98.5714285714286,98.5766954797534,99.5255651599178,,,
Cancer,1,10,1,0.2,0.5,5,FALSE,,FALSE,7,1000,98.5714285714286,98.5654486513707,99.5218162171236,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,1,1000,98.5714285714286,98.5654486513707,99.5218162171236,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,1,1000,100,100,99.5215668685057,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,1,1000,100,100,99.5215668685057,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,15,1000,97.1428571428571,97.1625446044051,99.0541815348017,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,1,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,15,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,7,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,15,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,1,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,1,100,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,7,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,1,100,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,1,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,15,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,1,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,1,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,7,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,1,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,7,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,15,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,15,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,1,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,1,100,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,7,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,15,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,,FALSE,7,1000,98.5714285714286,98.5766954797534,99.0513679904133,,,
Cancer,1,10,1,0.2,0.5,5,FALSE,,FALSE,1,10,98.5714285714286,98.5654486513707,99.0476190476191,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,1,1000,100,100,99.047619047619,,,
Cancer,1,10,1,0.2,0.9,5,FALSE,,FALSE,1,10,100,100,99.047619047619,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,7,1000,100,100,99.047619047619,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,1,100,100,100,99.0381297446515,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,7,100,100,100,98.587229296403,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,7,100,98.5714285714286,98.5766954797534,98.5806767150294,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,7,100,98.5714285714286,98.5766954797534,98.5806767150294,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,1,100,98.5714285714286,98.5766954797534,98.5806767150294,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,7,100,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,1,1000,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,7,1000,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,7,1000,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,15,100,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,7,1000,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,15,1000,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,1,100,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,1,100,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,15,1000,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,1,100,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,7,100,97.1428571428571,97.1625446044051,98.5799843652972,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,15,1000,95.7142857142857,95.7300864392602,98.5766954797534,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,1,1000,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,1,1000,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,15,1000,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,15,100,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,1,1000,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,1,100,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,1,1000,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,7,100,97.1428571428571,97.1428571428571,98.5734218781145,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,1,100,98.5714285714286,98.5766954797534,98.5731842075368,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,7,1000,98.5714285714286,98.5766954797534,98.5731842075368,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,1,100,98.5714285714286,98.5766954797534,98.5720950057459,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,1,100,98.5714285714286,98.5654486513707,98.5694352647426,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,15,100,98.5714285714286,98.5654486513707,98.5694352647426,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,1,100,98.5714285714286,98.5654486513707,98.5683460629517,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,7,10,95.7142857142857,95.755538579068,98.1109823568515,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,7,100,95.7142857142857,95.755538579068,98.1109823568515,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,1,1000,95.7142857142857,95.755538579068,98.1109823568515,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,7,100,95.7142857142857,95.755538579068,98.1109823568515,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,15,1000,95.7142857142857,95.755538579068,98.1109823568515,,,
Cancer,1,10,1,0.5,5,0.5,TRUE,,FALSE,15,100,95.7142857142857,95.755538579068,98.1109823568515,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,15,1000,100,100,98.1055856208046,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,7,100,100,100,98.1027306027306,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,1,100,95.7142857142857,95.7300864392602,98.1024983102489,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,15,100,95.7142857142857,95.7300864392602,98.1024983102489,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,7,100,95.7142857142857,95.7300864392602,98.1024983102489,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,1,100,95.7142857142857,95.7300864392602,98.1024983102489,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,1,100,95.7142857142857,95.7300864392602,98.1024983102489,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,15,100,95.7142857142857,95.7300864392602,98.1024983102489,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,15,100,97.1428571428571,97.1625446044051,98.1007113806298,,,
Cancer,1,10,1,0.2,0.9,5,FALSE,,FALSE,7,1000,97.1428571428571,97.1625446044051,98.0923112794532,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,7,1000,95.7142857142857,95.696345954112,98.0912514818662,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,7,1000,95.7142857142857,95.696345954112,98.0912514818662,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,15,100,94.2857142857143,94.3537414965986,97.643716662695,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,15,100,94.2857142857143,94.3537414965986,97.643716662695,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,7,100,95.7142857142857,95.755538579068,97.6402910814676,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,1,100,94.2857142857143,94.3250892088101,97.6341659000989,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,7,100,94.2857142857143,94.3250892088101,97.6341659000989,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,15,1000,94.2857142857143,94.3250892088101,97.6341659000989,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,15,100,94.2857142857143,94.3250892088101,97.6341659000989,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,15,1000,94.2857142857143,94.3250892088101,97.6341659000989,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,1,100,95.7142857142857,95.755538579068,97.632798573975,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,1,100,95.7142857142857,95.7300864392602,97.631807034865,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,15,100,95.7142857142857,95.7300864392602,97.631807034865,,,
Cancer,1,10,1,0.5,0.9,0.1,TRUE,,FALSE,7,100,95.7142857142857,95.7300864392602,97.631807034865,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,7,100,95.7142857142857,95.7300864392602,97.631807034865,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,7,100,95.7142857142857,95.7300864392602,97.6290925736852,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,15,1000,98.5714285714286,98.5766954797534,97.6282957626484,,,
Cancer,1,10,1,0.2,0.9,5,FALSE,,FALSE,7,100,97.1428571428571,97.1174603174603,97.6263827355564,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,7,100,95.7142857142857,95.7300864392602,97.6232253255815,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,15,100,94.2857142857143,94.2857142857143,97.6210409257336,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,15,100,94.2857142857143,94.2857142857143,97.6210409257336,,,
Cancer,1,10,1,0.5,0.1,5,FALSE,,FALSE,1,1000,100,100,97.6159651105708,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,7,1000,94.2857142857143,94.1718426501035,97.5788477518735,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,1,10,92.8571428571429,92.9552797656793,97.1775627523886,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,1,100,94.2857142857143,94.3537414965986,97.1730253873111,,,
Cancer,1,10,1,0.5,5,0.5,TRUE,,FALSE,1,100,98.5714285714286,98.5766954797534,97.1709473205895,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,15,1000,94.2857142857143,94.3250892088101,97.1634746247149,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,1,100,95.7142857142857,95.755538579068,97.1625880178425,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,1,100,94.2857142857143,94.3250892088101,97.1559821172224,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,7,100,94.2857142857143,94.2857142857143,97.14763518917,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,7,1000,94.2857142857143,94.2857142857143,97.1428571428571,,,
Cancer,1,10,1,0.8,0.1,0.1,FALSE,,TRUE,1,1000,100,100,96.7201426024955,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,7,100,94.2857142857143,94.3250892088101,96.692357169206,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,1,100,98.5714285714286,98.5766954797534,96.6916743359221,,,
Cancer,1,10,1,0.2,0.1,0.9,FALSE,,FALSE,15,100,91.4285714285714,91.4876338132152,96.6883474349006,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,1,100,91.4285714285714,91.4876338132152,96.6883474349006,,,
Cancer,1,10,1,0.2,0.1,0.5,FALSE,,FALSE,7,100,94.2857142857143,94.3250892088101,96.6857715610898,,,
Cancer,1,10,1,0.2,0.5,0.9,FALSE,,FALSE,15,100,94.2857142857143,94.3250892088101,96.6857715610898,,,
Cancer,1,10,1,0.5,0.1,0.1,FALSE,,TRUE,1,100,95.7142857142857,95.7300864392602,96.679426082484,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,7,100,92.8571428571429,92.8272432568533,96.6567001332368,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,7,1000,95.7142857142857,95.696345954112,96.6183978606566,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,1,1000,97.1428571428571,97.1174603174603,96.5885825675299,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,7,1000,90,90.161121573551,96.2461766883458,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,15,100,95.7142857142857,95.7300864392602,96.2040973176815,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,7,1000,100,100,96.0564384016397,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,15,100,91.4285714285714,91.530612244898,95.7542792397858,,,
Cancer,1,10,1,0.2,0.5,0.5,FALSE,,TRUE,15,100,94.2857142857143,94.3250892088101,95.7333906087089,,,
Cancer,1,10,1,0.8,0.5,0.5,FALSE,,TRUE,1,1000,85.7142857142857,85.8127230220253,95.2709076740084,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,1,10,94.2857142857143,94.3250892088101,95.2662052274455,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,1,10,92.8571428571429,92.8834773987669,95.2634255601826,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,1,100,92.8571428571429,92.6692159362029,95.2018258775777,,,
Cancer,1,10,1,0.8,0.9,0.5,TRUE,,FALSE,7,1000,91.4285714285714,91.2577639751553,95.1811594202899,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,7,100,97.1428571428571,97.1428571428571,95.1089215819311,,,
Cancer,1,10,1,0.2,5,0.9,TRUE,,FALSE,15,100,90,90.0368683582737,94.7927796792639,,,
Cancer,1,10,1,0.5,0.5,0.5,FALSE,,TRUE,1,10,92.8571428571429,92.8834773987669,94.7856679574311,,,
Cancer,1,10,1,0.8,5,0.9,TRUE,,FALSE,1,1000,98.5714285714286,98.5654486513707,94.7646170765899,,,
Cancer,1,10,1,0.5,0.9,5,FALSE,,FALSE,1,10,95.7142857142857,95.755538579068,94.7185128596893,,,
Cancer,1,10,1,0.2,0.9,5,FALSE,,FALSE,15,100,87.1428571428571,86.9612020632429,94.7013530687,,,
Cancer,1,10,1,0.8,5,0.1,TRUE,,FALSE,15,10,91.4285714285714,91.1431214483943,94.6291693843244,,,
Cancer,1,10,1,0.5,0.1,0.5,FALSE,,FALSE,15,100,97.1428571428571,97.1625446044051,94.3883959606898,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,15,100,87.1428571428571,87.3195035782227,94.3603971558106,,,
Cancer,1,10,1,0.5,0.9,0.9,FALSE,,TRUE,15,100,97.1428571428571,97.1428571428571,94.2599650161082,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,7,100,84.2857142857143,84.0636914106302,94.2136999673722,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,7,1000,100,100,93.8571428571429,,,
Cancer,1,10,1,0.2,0.9,0.1,TRUE,,FALSE,1,10,91.4285714285714,91.4285714285714,93.7719384253358,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,1,100,82.8571428571429,81.3142857142857,93.7714285714286,,,
Cancer,1,10,1,0.2,5,5,FALSE,,TRUE,7,100,98.5714285714286,98.5766954797534,93.3827080170607,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,7,10,95.7142857142857,95.696345954112,93.3730965393939,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,15,10,90,90.0368683582737,93.3661615410091,,,
Cancer,1,10,1,0.2,0.1,0.1,FALSE,,TRUE,15,10,92.8571428571429,92.92589763178,93.347004066115,,,
Cancer,1,10,1,0.2,0.5,5,FALSE,,FALSE,15,10,91.4285714285714,91.530612244898,93.3364540303633,,,
Cancer,1,10,1,0.2,0.5,5,FALSE,,FALSE,7,100,92.8571428571429,92.92589763178,93.2625609037956,,,
Cancer,1,10,1,0.8,0.5,0.1,TRUE,,FALSE,15,100,80,80.3333333333333,92.9702472749399,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,1,100,92.8571428571429,92.7562233684683,92.7167098207915,,,
Cancer,1,10,1,0.5,0.5,5,FALSE,,FALSE,1,10,90,89.5906432748538,92.6785327732696,,,
Cancer,1,10,1,0.2,0.5,5,FALSE,,FALSE,7,10,85.7142857142857,85.7142857142857,92.3809523809524,,,
Cancer,1,10,1,0.8,0.9,0.1,TRUE,,FALSE,1,10,91.4285714285714,91.3523809523809,92.1889056242914,,,
Cancer,1,10,1,0.2,5,0.1,TRUE,,FALSE,15,10,84.2857142857143,83.6424394319131,92.1830795712313,,,
Cancer,1,10,1,0.5,5,0.1,TRUE,,FALSE,1,10,90,90.096256684492,92.1374598619936,,,
Cancer,1,10,1,0.2,0.5,5,FALSE,,FALSE,15,100,80,80.2293202293202,91.9871819012599,,,
Cancer,1,10,1,0.5,0.9,0.5,TRUE,,FALSE,1,10,91.4285714285714,91.4876338132152,91.9823853578828,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,1,10,84.2857142857143,84.3436502772872,91.9309579269058,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,1,1000,78.5714285714286,75.7881320988117,91.9293773662706,,,
Cancer,1,10,1,0.5,0.5,0.1,TRUE,,FALSE,7,10,90,90.0368683582737,91.8463220867905,,,
Cancer,1,10,1,0.8,0.5,0.9,FALSE,,FALSE,1,1000,97.1428571428571,97.1174603174603,91.5249084249084,,,
Cancer,1,10,1,0.5,5,5,FALSE,,TRUE,1,100,97.1428571428571,97.1428571428571,91.2952794963075,,,
Cancer,1,10,1,0.5,0.1,0.9,FALSE,,FALSE,15,1000,100,100,91.0915750915751,,,
Cancer,1,10,1,0.2,5,0.5,TRUE,,FALSE,15,100,95.7142857142857,95.696345954112,91.0286309974798,,,
Cancer,1,10,1,0.2,0.9,0.9,FALSE,,TRUE,1,10,87.1428571428571,87.089037862336,90.871007863279,,,
Cancer,1,10,1,0.5,5,0.5,TRUE,,FALSE,1,10,95.7142857142857,95.696345954112,90.8574915863368,,,
Cancer,1,10,1,0.2,0.5,0.1,TRUE,,FALSE,7,10,88.5714285714286,88.6501784176203,90.7765841942105,,,
Cancer,1,10,1,0.5,0.5,0.9,FALSE,,FALSE,1,10,94.2857142857143,94.3250892088101,90.727410688651,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,15,10,88.5714285714286,88.7619047619048,90.5800503351524,,,
Cancer,1,10,1,0.2,0.9,0.5,TRUE,,FALSE,7,10,85.7142857142857,85.8127230220253,90.1214182282645,,,
Cancer,1,10,1,0.8,0.1,0.9,FALSE,,FALSE,1,1000,75.7142857142857,71.7823129251701,90.1156711768957,,,
Cancer,1,10,1,0.2,0.1,5,FALSE,,FALSE,15,1000,94.2857142857143,94.3537414965986,89.9546485260771,,,
Cancer,1,10,1,0.8,5,0.5,TRUE,,FALSE,1,1000,98.5714285714286,98.5654486513707,89.8606440559514,,,
Cancer,1,10,1,0.5,5,0.9,TRUE,,FALSE,15,100,97.1428571428571,97.1428571428571,89.7151313355531,,,
Cancer,1,10,1,0.8,0.1,0.5,FALSE,,FALSE,1,1000,100,100,89.4285538309929,,,
