Data set,layers,position_range,velocity_range,omega,c1,c2,c1>c2,c1<=c2,c1==c2,vmax,pop_size,loss1,loss2,average,count,value,param
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,15,1000,84.2857142857143,84.0636914106302,88.6164937287581,,,
Cancer,0,10,1,0.2,0.5,0.1,TRUE,,FALSE,15,100,88.5714285714286,88.7074829931973,88.2946209116474,,,
Cancer,0,10,1,0.8,0.1,5,FALSE,,FALSE,15,1000,88.5714285714286,88.7619047619048,88.2604511495149,,,
Cancer,0,10,1,0.5,5,0.5,TRUE,,FALSE,7,10,81.4285714285714,81.6837273907661,88.257399076154,,,
Cancer,0,10,1,0.2,0.9,5,FALSE,,FALSE,15,100,80,80.1378122308355,88.2342121848326,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,7,100,87.1428571428571,87.3195035782227,88.1689400001034,,,
Cancer,0,10,1,0.8,0.1,5,FALSE,,FALSE,1,1000,81.4285714285714,81.6761904761905,88.1208419599724,,,
Cancer,0,10,1,0.5,5,0.9,TRUE,,FALSE,1,10,91.4285714285714,91.4876338132152,87.8444031859465,,,
Cancer,0,10,1,0.5,5,0.5,TRUE,,FALSE,1,100,80,80.3308519437552,87.8360230095803,,,
Cancer,0,10,1,0.2,0.9,0.9,FALSE,,TRUE,7,100,85.7142857142857,85.9305538868196,87.8300258987811,,,
Cancer,0,10,1,0.5,0.5,0.1,TRUE,,FALSE,7,100,87.1428571428571,87.3195035782227,87.8224949767933,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,1,100,88.5714285714286,88.7619047619048,87.7919116499792,,,
Cancer,0,10,1,0.2,0.1,5,FALSE,,FALSE,7,10,90,89.9581405595946,87.6753117793052,,,
Cancer,0,10,1,0.8,0.5,0.9,FALSE,,FALSE,7,1000,88.5714285714286,88.4698412698413,87.1440844746417,,,
Cancer,0,10,1,0.5,0.5,5,FALSE,,FALSE,1,10,81.4285714285714,81.7277972080232,86.907508989353,,,
Cancer,0,10,1,0.5,0.5,0.5,FALSE,,TRUE,15,100,81.4285714285714,81.607333842628,86.864001529222,,,
Cancer,0,10,1,0.2,0.5,0.9,FALSE,,FALSE,7,10,88.5714285714286,88.7444431094557,86.8034228463088,,,
Cancer,0,10,1,0.8,0.5,0.9,FALSE,,FALSE,1,10,77.1428571428572,77.2922502334267,86.7674445858015,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,1,10,84.2857142857143,84.5016154844944,86.752557431061,,,
Cancer,0,10,1,0.5,5,5,FALSE,,TRUE,15,1000,88.5714285714286,88.4698412698413,86.6328042328042,,,
Cancer,0,10,1,0.2,0.9,0.5,TRUE,,FALSE,1,100,85.7142857142857,85.9305538868196,86.4531988268278,,,
Cancer,0,10,1,0.5,0.9,0.9,FALSE,,TRUE,7,10,75.7142857142857,76.0997732426304,86.4150912210506,,,
Cancer,0,10,1,0.5,0.9,0.1,TRUE,,FALSE,1,10,80,80.3027754415475,86.3999117851522,,,
Cancer,0,10,1,0.5,0.5,0.9,FALSE,,FALSE,1,10,81.4285714285714,81.7277972080232,85.9669560503091,,,
Cancer,0,10,1,0.5,0.1,0.5,FALSE,,FALSE,7,100,88.5714285714286,88.7074829931973,85.8623337852181,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,1,1000,87.1428571428571,87.089037862336,85.6542338711836,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,1,100,80,80.1378122308355,85.5910675807556,,,
Cancer,0,10,1,0.2,0.9,0.1,TRUE,,FALSE,15,10,78.5714285714286,78.8571428571429,85.4827944437103,,,
Cancer,0,10,1,0.8,5,0.1,TRUE,,FALSE,15,10,88.5714285714286,88.6501784176203,85.4485436720574,,,
Cancer,0,10,1,0.5,5,0.9,TRUE,,FALSE,7,10,82.8571428571429,82.9752676264304,85.4347129430186,,,
Cancer,0,10,1,0.8,0.5,0.5,FALSE,,TRUE,15,1000,75.7142857142857,76.0380952380952,85.3984792984793,,,
Cancer,0,10,1,0.8,5,0.5,TRUE,,FALSE,7,1000,75.7142857142857,75.7985594727787,85.3852341099739,,,
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,7,100,84.2857142857143,84.3436502772872,85.3786461718562,,,
Cancer,0,10,1,0.2,0.5,5,FALSE,,FALSE,15,10,72.8571428571429,73.118411000764,85.3626471567648,,,
Cancer,0,10,1,0.8,5,0.5,TRUE,,FALSE,15,1000,77.1428571428572,75.5879494655005,85.3283239326689,,,
Cancer,0,10,1,0.2,0.5,0.5,FALSE,,TRUE,1,10,85.7142857142857,85.9305538868196,85.0419192586337,,,
Cancer,0,10,1,0.2,0.1,0.5,FALSE,,FALSE,1,100,81.4285714285714,81.7407286633267,85.0381094205879,,,
Cancer,0,10,1,0.5,0.1,0.9,FALSE,,FALSE,7,100,84.2857142857143,84.5498473305072,84.7578408201203,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,7,1000,70,69.6135759558373,84.7407065061736,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,1,10,75.7142857142857,75.0753341830899,84.666837236747,,,
Cancer,0,10,1,0.2,0.1,0.5,FALSE,,FALSE,7,10,82.8571428571429,83.1166646641836,84.637037627058,,,
Cancer,0,10,1,0.5,0.1,0.5,FALSE,,FALSE,1,10,78.5714285714286,78.9316099961462,84.5683013097013,,,
Cancer,0,10,1,0.5,0.9,0.9,FALSE,,TRUE,7,100,68.5714285714286,69.0366541353384,84.5286082269165,,,
Cancer,0,10,1,0.2,0.9,0.9,FALSE,,TRUE,15,10,84.2857142857143,84.5016154844944,84.4082365574359,,,
Cancer,0,10,1,0.2,0.5,0.9,FALSE,,FALSE,15,100,87.1428571428571,87.3195035782227,84.3917340749055,,,
Cancer,0,10,1,0.2,0.5,5,FALSE,,FALSE,7,10,68.5714285714286,69.0913387687581,84.087813442317,,,
Cancer,0,10,1,0.2,5,0.9,TRUE,,FALSE,1,10,80,80.2380952380952,84.0855762594893,,,
Cancer,0,10,1,0.5,0.1,0.1,FALSE,,TRUE,15,10,80,80.3308519437552,84.0784063280531,,,
Cancer,0,10,1,0.5,0.1,5,FALSE,,FALSE,7,100,78.5714285714286,78.9166890861806,84.0396529085852,,,
Cancer,0,10,1,0.8,0.5,0.5,FALSE,,TRUE,7,1000,88.5714285714286,88.1908285978591,83.9725822206691,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,1,1000,82.8571428571429,83.1109022556391,83.9171720057756,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,1,10,74.2857142857143,71.3135780628041,83.900812528137,,,
Cancer,0,10,1,0.2,0.9,5,FALSE,,FALSE,15,10,80,80.2293202293202,83.8984667985742,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,1,1000,85.7142857142857,85.9506085312537,83.8882980818465,,,
Cancer,0,10,1,0.5,0.9,5,FALSE,,FALSE,1,10,87.1428571428571,87.3500134517084,83.6567204274608,,,
Cancer,0,10,1,0.5,0.1,0.9,FALSE,,FALSE,1,10,67.1428571428571,67.6951353274242,83.6135452493152,,,
Cancer,0,10,1,0.8,5,0.1,TRUE,,FALSE,1,10,85.7142857142857,85.9305538868196,83.2608467780078,,,
Cancer,0,10,1,0.5,0.5,0.5,FALSE,,TRUE,1,10,85.7142857142857,85.8843537414966,83.249966653328,,,
Cancer,0,10,1,0.5,0.9,0.1,TRUE,,FALSE,15,10,78.5714285714286,78.9316099961462,83.1934658460748,,,
Cancer,0,10,1,0.5,0.9,5,FALSE,,FALSE,7,10,81.4285714285714,81.607333842628,82.9250845473756,,,
Cancer,0,10,1,0.2,0.1,0.1,FALSE,,TRUE,7,10,75.7142857142857,76.0380952380952,82.6945569942398,,,
Cancer,0,10,1,0.8,0.5,0.1,TRUE,,FALSE,7,10,72.8571428571429,73.2190476190476,82.6437384704438,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,7,100,84.2857142857143,84.5351473922903,82.6350369207512,,,
Cancer,0,10,1,0.8,0.5,0.1,TRUE,,FALSE,1,10,65.7142857142857,65.9505352528608,82.5800944421849,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,1,100,84.2857142857143,84.5016154844944,82.1746773642495,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,15,1000,64.2857142857143,62.9973201401773,82.070535284821,,,
Cancer,0,10,1,0.8,5,0.5,TRUE,,FALSE,15,10,74.2857142857143,74.0571428571429,81.9149301226602,,,
Cancer,0,10,1,0.5,0.5,0.1,TRUE,,FALSE,15,10,90,90.137391671951,81.8570493742189,,,
Cancer,0,10,1,0.2,5,5,FALSE,,TRUE,15,100,87.1428571428571,87.3589659976877,81.8353983708863,,,
Cancer,0,10,1,0.2,5,5,FALSE,,TRUE,15,1000,61.4285714285714,61.958510734668,81.7186528160816,,,
Cancer,0,10,1,0.5,0.9,0.5,TRUE,,FALSE,1,10,71.4285714285714,71.6153127917834,81.6587811128567,,,
Cancer,0,10,1,0.5,0.1,5,FALSE,,FALSE,7,1000,84.2857142857143,84.5351473922903,81.6119664239965,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,15,100,80,80.2960526315789,81.5648286480993,,,
Cancer,0,10,1,0.5,0.9,5,FALSE,,FALSE,7,1000,84.2857142857143,84.5389053298658,81.4882312756943,,,
Cancer,0,10,1,0.2,0.1,0.5,FALSE,,FALSE,1,10,87.1428571428571,87.3195035782227,81.4293181607192,,,
Cancer,0,10,1,0.5,0.1,0.9,FALSE,,FALSE,7,10,82.8571428571429,83.1166646641836,81.3839117347349,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,1,1000,85.7142857142857,85.9506085312537,81.3618430553914,,,
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,1,1000,78.5714285714286,78.9115646258503,81.1624222338508,,,
Cancer,0,10,1,0.5,5,0.1,TRUE,,FALSE,7,10,87.1428571428571,87.3195035782227,80.4136111724723,,,
Cancer,0,10,1,0.2,0.9,0.9,FALSE,,TRUE,1,10,77.1428571428572,77.4812030075188,80.0142356520103,,,
Cancer,0,10,1,0.2,5,0.9,TRUE,,FALSE,7,10,71.4285714285714,71.9012170625074,79.9581314561348,,,
Cancer,0,10,1,0.8,0.1,0.5,FALSE,,FALSE,7,1000,85.7142857142857,85.952380952381,79.9534138854528,,,
Cancer,0,10,1,0.8,0.1,0.5,FALSE,,FALSE,15,1000,78.5714285714286,78.2686701054048,79.94023550146,,,
Cancer,0,10,1,0.8,5,0.5,TRUE,,FALSE,15,100,74.2857142857143,74.6663533834586,79.8252345129987,,,
Cancer,0,10,1,0.8,0.1,0.1,FALSE,,TRUE,1,10,84.2857142857143,84.5389053298658,79.5875543919515,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,15,100,72.8571428571429,72.4736488001794,79.3831224362086,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,7,100,75.7142857142857,76.1224913289657,79.3722756943383,,,
Cancer,0,10,1,0.5,0.5,5,FALSE,,FALSE,7,1000,67.1428571428571,60.6012056479346,79.2480209302639,,,
Cancer,0,10,1,0.8,0.1,0.5,FALSE,,FALSE,15,100,64.2857142857143,64.7619047619048,79.2414389719962,,,
Cancer,0,10,1,0.8,5,0.5,TRUE,,FALSE,7,100,87.1428571428571,87.1902593177805,78.8921941352536,,,
Cancer,0,10,1,0.5,0.9,5,FALSE,,FALSE,7,100,85.7142857142857,85.8843537414966,78.8174554185885,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,1,100,80,79.8222222222222,78.5854016354016,,,
Cancer,0,10,1,0.2,0.1,0.9,FALSE,,FALSE,15,10,88.5714285714286,88.6501784176203,78.5802765672733,,,
Cancer,0,10,1,0.8,0.1,0.5,FALSE,,FALSE,7,100,84.2857142857143,84.5389053298658,78.5024643869244,,,
Cancer,0,10,1,0.5,0.1,5,FALSE,,FALSE,15,10,72.8571428571429,70.0801508722301,78.330830393005,,,
Cancer,0,10,1,0.5,0.5,5,FALSE,,FALSE,15,100,75.7142857142857,72.5598830453199,78.2446252723469,,,
Cancer,0,10,1,0.5,0.9,0.1,TRUE,,FALSE,7,10,88.5714285714286,88.7074829931973,78.1137921835401,,,
Cancer,0,10,1,0.8,0.1,5,FALSE,,FALSE,7,100,71.4285714285714,69.4849368318756,78.0942946796807,,,
Cancer,0,10,1,0.2,5,0.1,TRUE,,FALSE,7,10,88.5714285714286,88.7074829931973,78.0035886686105,,,
Cancer,0,10,1,0.2,0.5,0.9,FALSE,,FALSE,15,10,84.2857142857143,84.0636914106302,77.9597278754832,,,
Cancer,0,10,1,0.2,5,5,FALSE,,TRUE,15,10,85.7142857142857,85.952380952381,77.8191915383345,,,
Cancer,0,10,1,0.2,0.1,0.1,FALSE,,TRUE,1,10,85.7142857142857,85.9305538868196,77.8167153311084,,,
Cancer,0,10,1,0.8,0.1,0.1,FALSE,,TRUE,7,10,72.8571428571429,72.7435243760426,77.7626871844424,,,
Cancer,0,10,1,0.8,0.5,0.9,FALSE,,FALSE,15,1000,61.4285714285714,56.4186377778611,77.6846760964308,,,
Cancer,0,10,1,0.2,0.9,0.1,TRUE,,FALSE,1,10,74.2857142857143,74.7110953562567,77.6531712015583,,,
Cancer,0,10,1,0.2,0.9,0.5,TRUE,,FALSE,1,10,77.1428571428572,77.4149659863946,77.4978243549672,,,
Cancer,0,10,1,0.2,0.1,0.9,FALSE,,FALSE,1,10,77.1428571428572,77.4812030075188,77.3861830910223,,,
Cancer,0,10,1,0.5,0.5,5,FALSE,,FALSE,15,1000,71.4285714285714,70.021645021645,77.2291761600972,,,
Cancer,0,10,1,0.5,0.1,0.5,FALSE,,FALSE,7,10,81.4285714285714,81.607333842628,77.162511395134,,,
Cancer,0,10,1,0.2,5,0.5,TRUE,,FALSE,1,10,70,70.276017174402,77.1324622145768,,,
Cancer,0,10,1,0.2,0.5,0.5,FALSE,,TRUE,7,10,82.8571428571429,83.1166646641836,76.9829801438778,,,
Cancer,0,10,1,0.2,0.9,0.9,FALSE,,TRUE,7,10,64.2857142857143,62.9973201401773,76.9778596377832,,,
Cancer,0,10,1,0.5,0.5,0.1,TRUE,,FALSE,1,10,52.8571428571429,49.7103398798314,76.6551008523885,,,
Cancer,0,10,1,0.2,0.1,0.1,FALSE,,TRUE,15,10,82.8571428571429,83.1166646641836,76.6217925542989,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,1,1000,54.2857142857143,49.9319727891156,76.5775658089323,,,
Cancer,0,10,1,0.2,0.1,5,FALSE,,FALSE,15,1000,52.8571428571429,43.4712950600801,76.4913127792481,,,
Cancer,0,10,1,0.8,0.5,0.5,FALSE,,TRUE,15,10,71.4285714285714,71.7687074829932,76.4604715905058,,,
Cancer,0,10,1,0.2,5,0.5,TRUE,,FALSE,7,10,58.5714285714286,58.7151896888578,76.4457095484091,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,7,1000,80,80.2293202293202,76.2966781716782,,,
Cancer,0,10,1,0.5,0.9,5,FALSE,,FALSE,15,1000,62.8571428571429,63.4715821812596,75.9689314894739,,,
Cancer,0,10,1,0.8,0.5,0.5,FALSE,,TRUE,7,100,90,90.096256684492,75.9586161737422,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,1,100,71.4285714285714,66.2914222292691,75.8822445281935,,,
Cancer,0,10,1,0.2,5,0.5,TRUE,,FALSE,15,10,91.4285714285714,91.530612244898,75.8001159083008,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,1,10,75.7142857142857,76.0380952380952,75.758612362694,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,15,100,74.2857142857143,74.5805545805546,75.6561221048676,,,
Cancer,0,10,1,0.8,0.5,0.5,FALSE,,TRUE,15,100,72.8571428571429,68.4625850340136,75.65605210718,,,
Cancer,0,10,1,0.5,5,0.5,TRUE,,FALSE,1,10,54.2857142857143,53.4620334620335,75.644155535681,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,15,1000,52.8571428571429,53.0309508318617,75.4657556851069,,,
Cancer,0,10,1,0.5,0.1,5,FALSE,,FALSE,15,100,55.7142857142857,53.4811608810364,75.3634822589785,,,
Cancer,0,10,1,0.8,0.1,5,FALSE,,FALSE,7,1000,78.5714285714286,76.3790664780764,75.3343755428174,,,
Cancer,0,10,1,0.2,0.9,0.5,TRUE,,FALSE,15,10,75.7142857142857,76.1224913289657,75.0779967988311,,,
Cancer,0,10,1,0.8,0.5,0.5,FALSE,,TRUE,1,10,67.1428571428571,67.6722565988103,74.8716310020334,,,
Cancer,0,10,1,0.5,5,0.1,TRUE,,FALSE,1,10,70,70.4,74.8136885882314,,,
Cancer,0,10,1,0.2,0.5,0.1,TRUE,,FALSE,1,10,51.4285714285714,49.3394777265745,74.6982748924116,,,
Cancer,0,10,1,0.8,0.1,0.1,FALSE,,TRUE,15,10,82.8571428571429,83.1428571428572,74.6908301543685,,,
Cancer,0,10,1,0.5,0.9,0.9,FALSE,,TRUE,15,10,82.8571428571429,83.1407302375044,74.6038294015913,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,7,100,88.5714285714286,88.7444431094557,74.3796631567197,,,
Cancer,0,10,1,0.8,5,0.1,TRUE,,FALSE,7,10,85.7142857142857,85.8127230220253,73.6748745644958,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,15,1000,78.5714285714286,76.8873403019745,73.5684061101263,,,
Cancer,0,10,1,0.2,5,0.1,TRUE,,FALSE,1,10,81.4285714285714,81.7277972080232,73.2514394967862,,,
Cancer,0,10,1,0.5,0.1,0.1,FALSE,,TRUE,7,10,77.1428571428572,77.5209736500059,73.2119632397925,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,7,1000,81.4285714285714,81.497041236794,73.1545264011107,,,
Cancer,0,10,1,0.5,0.1,0.9,FALSE,,FALSE,15,10,65.7142857142857,65.4341736694678,72.5842201997304,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,7,1000,52.8571428571429,50.4799454540065,72.5834112836852,,,
Cancer,0,10,1,0.2,0.5,0.1,TRUE,,FALSE,7,10,71.4285714285714,71.9012170625074,72.5635549814649,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,7,100,77.1428571428572,77.3003568352406,72.4541260200183,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,15,1000,70,70.1041028781384,71.8065102257944,,,
Cancer,0,10,1,0.5,5,0.5,TRUE,,FALSE,15,10,75.7142857142857,75.9377281888016,71.7805117880989,,,
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,15,100,85.7142857142857,85.9305538868196,71.69698148278,,,
Cancer,0,10,1,0.5,0.9,0.5,TRUE,,FALSE,15,10,78.5714285714286,78.8571428571429,71.4230981866431,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,7,1000,50,43.505641563894,71.2930060624235,,,
Cancer,0,10,1,0.8,0.9,0.1,TRUE,,FALSE,1,10,48.5714285714286,41.2887112887113,71.0970183548529,,,
Cancer,0,10,1,0.8,0.9,0.1,TRUE,,FALSE,7,10,81.4285714285714,81.7277972080232,70.8729278224029,,,
Cancer,0,10,1,0.2,0.5,5,FALSE,,FALSE,15,1000,40,26.0129509713229,70.6718647496624,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,7,10,45.7142857142857,36.5460317460317,70.4043516136263,,,
Cancer,0,10,1,0.2,0.1,0.5,FALSE,,FALSE,15,10,90,90.137391671951,69.8092753654506,,,
Cancer,0,10,1,0.2,0.1,0.9,FALSE,,FALSE,7,10,61.4285714285714,60.0371057513915,69.6272145221725,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,15,10,70,69.8836497244336,69.5481506442925,,,
Cancer,0,10,1,0.2,0.5,0.9,FALSE,,FALSE,1,10,68.5714285714286,68.5714285714286,69.0538441947406,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,7,100,57.1428571428571,54.6428571428571,68.8491646986793,,,
Cancer,0,10,1,0.5,0.9,0.5,TRUE,,FALSE,7,10,67.1428571428571,67.6643990929705,68.5315848992482,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,7,10,80,80.2293202293202,68.3245886451056,,,
Cancer,0,10,1,0.2,5,0.1,TRUE,,FALSE,15,10,84.2857142857143,84.5016154844944,68.3033740108713,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,15,100,75.7142857142857,76.0479512033095,68.1824835275133,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,15,100,60,54.1880341880342,67.8714061856099,,,
Cancer,0,10,1,0.5,0.1,0.5,FALSE,,FALSE,15,10,77.1428571428572,77.4149659863946,67.8422149247024,,,
Cancer,0,10,1,0.5,0.5,0.1,TRUE,,FALSE,7,10,78.5714285714286,78.9166890861806,67.787824593628,,,
Cancer,0,10,1,0.8,0.5,0.9,FALSE,,FALSE,15,10,60,60.605550883095,67.6041992312732,,,
Cancer,0,10,1,0.5,0.5,0.5,FALSE,,TRUE,7,10,42.8571428571429,33.2063492063492,67.5130772002404,,,
Cancer,0,10,1,0.2,0.1,5,FALSE,,FALSE,15,10,28.5714285714286,23.16472425808,67.3864846727053,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,15,100,74.2857142857143,74.2857142857143,67.3783272849233,,,
Cancer,0,10,1,0.8,0.5,0.9,FALSE,,FALSE,7,100,68.5714285714286,68.3146591970121,67.0186525866692,,,
Cancer,0,10,1,0.5,0.5,0.5,FALSE,,TRUE,15,10,55.7142857142857,55.5289081924905,66.9647701992237,,,
Cancer,0,10,1,0.2,0.5,0.1,TRUE,,FALSE,15,10,72.8571428571429,73.3133726617852,66.8292878119798,,,
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,1,10,70,70.1041028781384,66.6738210492726,,,
Cancer,0,10,1,0.2,0.5,0.5,FALSE,,TRUE,15,10,35.7142857142857,30.2382462179545,66.3998382102245,,,
Cancer,0,10,1,0.8,5,0.5,TRUE,,FALSE,7,10,74.2857142857143,74.2857142857143,66.2112839830231,,,
Cancer,0,10,1,0.2,0.9,0.1,TRUE,,FALSE,7,10,35.7142857142857,23.9067055393586,66.2030288305799,,,
Cancer,0,10,1,0.2,5,0.9,TRUE,,FALSE,15,10,72.8571428571429,72.9513311754585,65.7786292400562,,,
Cancer,0,10,1,0.5,0.9,5,FALSE,,FALSE,15,100,68.5714285714286,68.5714285714286,65.7029695936346,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,1,10,40,40.8881578947368,64.9925294673699,,,
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,7,10,61.4285714285714,50.1291439222474,64.8812890276398,,,
Cancer,0,10,1,0.5,0.9,5,FALSE,,FALSE,15,10,68.5714285714286,68.5714285714286,64.8469408816158,,,
Cancer,0,10,1,0.8,0.1,5,FALSE,,FALSE,15,10,62.8571428571429,61.0281385281385,64.5681283713935,,,
Cancer,0,10,1,0.8,0.9,0.1,TRUE,,FALSE,15,10,90,90.0368683582737,64.2622894527579,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,7,10,72.8571428571429,73.2879818594104,64.2394072907249,,,
Cancer,0,10,1,0.2,0.9,0.5,TRUE,,FALSE,7,10,77.1428571428572,77.2922502334267,63.7440829782375,,,
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,7,1000,30,30.9333333333333,63.2260598621471,,,
Cancer,0,10,1,0.8,0.5,5,FALSE,,FALSE,7,1000,62.8571428571429,62.1169772256729,62.9423339649604,,,
Cancer,0,10,1,0.5,0.5,0.9,FALSE,,FALSE,15,10,48.5714285714286,43.6734693877551,62.6271563271826,,,
Cancer,0,10,1,0.8,0.1,0.5,FALSE,,FALSE,7,10,31.4285714285714,32.5714285714286,62.5480449922227,,,
Cancer,0,10,1,0.5,0.5,5,FALSE,,FALSE,15,10,81.4285714285714,81.6837273907661,61.9801573300842,,,
Cancer,0,10,1,0.8,0.5,0.5,FALSE,,TRUE,7,10,48.5714285714286,49.1611091611092,61.7539690986019,,,
Cancer,0,10,1,0.5,0.5,5,FALSE,,FALSE,7,10,57.1428571428571,53.898834554848,60.7866416324766,,,
Cancer,0,10,1,0.8,0.5,0.9,FALSE,,FALSE,7,10,84.2857142857143,84.5351473922903,60.769519397339,,,
Cancer,0,10,1,0.8,0.1,5,FALSE,,FALSE,1,10,74.2857142857143,71.3135780628041,60.5536894700982,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,15,10,61.4285714285714,61.2671135870079,59.8791520403998,,,
Cancer,0,10,1,0.5,5,5,FALSE,,TRUE,7,10,65.7142857142857,64.025974025974,59.6446021105301,,,
Cancer,0,10,1,0.8,0.9,0.9,FALSE,,TRUE,7,10,60,52.8079911209767,59.2871470241286,,,
Cancer,0,10,1,0.5,0.1,5,FALSE,,FALSE,15,1000,44.2857142857143,35.656689642149,59.1041403775135,,,
Cancer,0,10,1,0.5,5,0.1,TRUE,,FALSE,15,10,60,60.4586404586405,59.0169697215466,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,15,1000,65.7142857142857,54.6938775510204,58.7074829931973,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,1,10,48.5714285714286,41.2887112887113,57.9039024804501,,,
Cancer,0,10,1,0.8,0.1,0.5,FALSE,,FALSE,15,10,67.1428571428571,67.6951353274242,57.3843782587727,,,
Cancer,0,10,1,0.8,0.5,0.1,TRUE,,FALSE,15,10,88.5714285714286,88.7074829931973,56.8197874244458,,,
Cancer,0,10,1,0.5,0.5,0.9,FALSE,,FALSE,7,10,75.7142857142857,76.1224913289657,56.1876832032314,,,
Cancer,0,10,1,0.5,0.1,5,FALSE,,FALSE,7,10,37.1428571428571,20.1190476190476,54.7318290064295,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,15,10,41.4285714285714,28.7923652645684,54.3368463988235,,,
Cancer,0,10,1,0.8,0.9,5,FALSE,,FALSE,15,10,44.2857142857143,44.479048202257,54.1383681829042,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,7,10,42.8571428571429,33.2063492063492,52.2638092285999,,,
Cancer,0,10,1,0.5,0.1,0.1,FALSE,,TRUE,1,10,71.4285714285714,71.7561717561718,52.2123747123747,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,15,1000,41.4285714285714,40.6741244852061,52.0090373251215,,,
Cancer,0,10,1,0.8,0.1,0.9,FALSE,,FALSE,15,10,82.8571428571429,82.8571428571429,51.9278215366067,,,
Cancer,0,10,1,0.8,5,5,FALSE,,TRUE,15,10,32.8571428571429,31.9922890440167,49.7005764371172,,,
Cancer,0,10,1,0.8,0.9,0.5,TRUE,,FALSE,7,10,65.7142857142857,58.1746031746032,47.1572679892459,,,
Cancer,0,10,1,0.8,0.1,0.5,FALSE,,FALSE,1,10,40,28.0434782608696,43.0301499167959,,,
Cancer,0,10,1,0.5,5,5,FALSE,,TRUE,15,10,41.4285714285714,32.3570327007207,39.3312503414713,,,
Cancer,0,10,1,0.8,0.1,5,FALSE,,FALSE,15,100,38.5714285714286,36.3553906411049,38.3015008713058,,,
Cancer,0,10,1,0.8,5,0.5,TRUE,,FALSE,1,10,42.8571428571429,31.4699792960663,36.3395567668954,,,
Cancer,0,10,1,0.8,5,0.9,TRUE,,FALSE,15,10,41.4285714285714,42.3582766439909,35.1663452315685,,,
