Data set,layers,position_range,velocity_range,omega,c1,c2,C1 > c2,c1<=c2,c1=c2,vmax,pop_size,loss1,loss2,average,,,
forestfires,0,10,1,0.2,0.5,0.1,,,,7,10,0.188176875709464,0.08107576554024,0.068392497866265,,,
forestfires,0,10,1,0.5,0.9,0.5,,,,7,10,0.175542268254816,0.081245647268605,0.068696043035754,,,
forestfires,0,10,1,0.8,0.1,0.1,,,,7,10,0.181626142475496,0.083325690137608,0.069015624139206,,,
forestfires,0,10,1,0.8,0.5,5,,,,1,10,0.184833461713814,0.087058906436875,0.069528499503606,,,
forestfires,0,10,1,0.5,0.9,0.9,,,,15,10,0.184209567229128,0.086861804524267,0.069545524802592,,,
forestfires,0,10,1,0.5,0.9,0.5,,,,15,10,0.184859662151909,0.087056376614279,0.070059881485614,,,
forestfires,0,10,1,0.8,0.9,0.1,,,,7,10,0.184733836400896,0.086971863098098,0.070086000964169,,,
forestfires,0,10,1,0.8,5,0.1,,,,1,10,0.18446861642124,0.086761823837043,0.070155509557331,,,
forestfires,0,10,1,0.5,5,0.5,,,,7,10,0.188725590861015,0.084995751247086,0.070388709099301,,,
forestfires,0,10,1,0.5,5,0.9,,,,15,100,0.18031025836606,0.08359956816919,0.070390374296511,,,
forestfires,0,10,1,0.8,0.5,0.1,,,,1,10,0.184261685276419,0.086750811274516,0.070499660763888,,,
forestfires,0,10,1,0.5,0.1,0.9,,,,7,10,0.181173108440285,0.085627553112059,0.070694129193891,,,
forestfires,0,10,1,0.8,0.9,5,,,,1,10,0.182586092219598,0.085764563302172,0.070696738835623,,,
forestfires,0,10,1,0.5,0.5,0.5,,,,7,10,0.185011215624047,0.087018748842275,0.070718211464998,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,1,10,0.184800163627455,0.087015810381833,0.070864162959248,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,15,10,0.184843355438022,0.08706721038694,0.071054941725014,,,
forestfires,0,10,1,0.8,5,0.1,,,,7,10,0.184861227889531,0.087037755477225,0.07106764409131,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,7,10,0.184659403395692,0.086917357872022,0.071075120816272,,,
forestfires,0,10,1,0.8,5,0.9,,,,15,10,0.185135723952115,0.087037309618733,0.071115101444844,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,7,10,0.184843355102775,0.087067210196531,0.071125068241592,,,
forestfires,0,10,1,0.8,0.5,5,,,,15,100,0.184843355438022,0.08706721038694,0.071125068256435,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,7,10,0.184843355438022,0.08706721038694,0.071125068308671,,,
forestfires,0,10,1,0.5,0.1,0.9,,,,15,10,0.182943863376105,0.083618229339121,0.07179095709255,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,7,100,0.190631954273457,0.08715777263746,0.07194291053026,,,
forestfires,0,10,1,0.5,0.9,0.9,,,,7,10,0.184769922680959,0.086998742722506,0.07206987281035,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,15,10,0.184838278758322,0.087062935137685,0.072420235321722,,,
forestfires,0,10,1,0.8,0.9,0.1,,,,15,10,0.184844889318849,0.08703939703372,0.073031927543573,,,
forestfires,0,10,1,0.5,0.1,0.5,,,,7,10,0.185166185540237,0.084953167998101,0.073272728442259,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,7,10,0.199058176421642,0.091749655735871,0.073439925848128,,,
forestfires,0,10,1,0.8,0.9,0.1,,,,15,1000,0.184520016876584,0.086774836293634,0.073654005080046,,,
forestfires,0,10,1,0.8,5,0.1,,,,15,10,0.184858107510562,0.087011493161025,0.074086894391372,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,15,100,0.184934267357776,0.087060752577795,0.074304135737191,,,
forestfires,0,10,1,0.8,5,0.9,,,,1,10,0.18389456909258,0.086245313198739,0.074458916785576,,,
forestfires,0,10,1,0.2,5,5,,,,7,10,0.183315431961904,0.085308111103826,0.0750266880405,,,
forestfires,0,10,1,0.8,0.9,0.1,,,,1,100,0.16956449215034,0.046909108698001,0.075266814607605,,,
forestfires,0,10,1,0.2,0.1,5,,,,15,100,0.246837489032941,0.118018896118863,0.076847290354066,,,
forestfires,0,10,1,0.8,0.1,0.1,,,,15,10,0.184380648047836,0.084690457539918,0.077144518629296,,,
forestfires,0,10,1,0.5,0.5,0.9,,,,15,10,0.184348865377264,0.086794536753532,0.077201994018119,,,
forestfires,0,10,1,0.8,5,0.5,,,,15,1000,0.184840781389225,0.087058068709748,0.077253541932068,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,15,1000,0.18486380454192,0.087060580776443,0.077834654400064,,,
forestfires,0,10,1,0.8,5,0.1,,,,1,100,0.172494259524138,0.04313935989484,0.078293639857342,,,
forestfires,0,10,1,0.8,0.5,0.1,,,,15,10,0.186566279614347,0.086794339669849,0.078851018198135,,,
forestfires,0,10,1,0.5,0.5,5,,,,1,1000,0.162918050914298,0.060473831342683,0.079243611286101,,,
forestfires,0,10,1,0.5,0.5,0.5,,,,15,10,0.253855599838864,0.105632046923145,0.079583285114361,,,
forestfires,0,10,1,0.2,0.9,5,,,,7,1000,0.25728478113631,0.118664211419376,0.079867282256898,,,
forestfires,0,10,1,0.5,5,5,,,,1,100,0.322576041722344,0.139872298365021,0.080336550614794,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,1,1000,0.159612725364444,0.069559235125221,0.081423218988017,,,
forestfires,0,10,1,0.8,0.5,0.1,,,,15,100,0.294503796551871,0.136787105485743,0.082182919506507,,,
forestfires,0,10,1,0.2,5,0.9,,,,15,100,0.167238913426555,0.04322968738072,0.082425842994791,,,
forestfires,0,10,1,0.8,0.5,0.1,,,,7,100,0.234512741775903,0.10789765654907,0.08396416148883,,,
forestfires,0,10,1,0.5,0.9,5,,,,1,10,0.183104942033723,0.084182290436232,0.086073676593618,,,
forestfires,0,10,1,0.8,5,0.5,,,,7,100,0.1905340601731,0.093382085066039,0.087087433711962,,,
forestfires,0,10,1,0.8,5,0.5,,,,15,10,0.182417325260936,0.084938710912291,0.087330796123674,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,1,10,0.255364591927527,0.13108322650842,0.087997860178878,,,
forestfires,0,10,1,0.5,5,0.9,,,,1,100,0.211593750556934,0.093227299835614,0.089673494427989,,,
forestfires,0,10,1,0.8,5,0.1,,,,15,100,0.301012406708641,0.155638991988591,0.090515009887374,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,1,1000,0.208037199275685,0.092275126874523,0.090890790225907,,,
forestfires,0,10,1,0.5,0.1,5,,,,1,100,0.162815704335988,0.056016581815834,0.091071822842981,,,
forestfires,0,10,1,0.8,0.1,0.1,,,,15,100,0.190366589271535,0.085672747648494,0.091985331091988,,,
forestfires,0,10,1,0.8,0.1,0.1,,,,7,100,0.150284129113942,0.046175368042825,0.092937242719306,,,
forestfires,0,10,1,0.8,0.5,0.1,,,,7,10,0.186425979700158,0.084467119714799,0.093970071191744,,,
forestfires,0,10,1,0.5,0.9,0.5,,,,7,1000,0.162780827615505,0.037581841205668,0.094406231851461,,,
forestfires,0,10,1,0.2,0.5,5,,,,15,1000,0.3235910527058,0.199175272958295,0.095112835307807,,,
forestfires,0,10,1,0.8,0.1,5,,,,1,10,0.183671615192774,0.086408755282593,0.095169538813718,,,
forestfires,0,10,1,0.2,0.1,5,,,,15,10,0.272806562522974,0.165138687442367,0.096172952518995,,,
forestfires,0,10,1,0.5,0.1,5,,,,7,10,0.193625560588057,0.090610847876823,0.096215460645442,,,
forestfires,0,10,1,0.5,0.1,0.9,,,,15,100,0.182506267444999,0.053646165290869,0.098103708213608,,,
forestfires,0,10,1,0.5,0.5,5,,,,7,10,0.184839201518969,0.087064842323978,0.098987714763211,,,
forestfires,0,10,1,0.8,0.1,0.1,,,,7,1000,0.360908712501105,0.206903327163844,0.099455783765469,,,
forestfires,0,10,1,0.8,0.1,5,,,,7,10,0.184689323845678,0.087003680693937,0.100291566643714,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,15,10,0.184732343142341,0.086955242850803,0.100468408664104,,,
forestfires,0,10,1,0.2,0.5,5,,,,7,10,0.225526039213359,0.105101475892806,0.100859507574744,,,
forestfires,0,10,1,0.8,5,0.1,,,,7,100,0.213945618269264,0.07727472674501,0.101046201212261,,,
forestfires,0,10,1,0.2,0.5,5,,,,15,10,0.180180144200659,0.080847845603251,0.10238036913101,,,
forestfires,0,10,1,0.8,0.5,5,,,,15,1000,0.184832876659743,0.087058029601349,0.103663245922174,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,7,10,0.184843367482667,0.087067210206726,0.104052875427453,,,
forestfires,0,10,1,0.5,5,5,,,,15,100,0.296744459378372,0.188173283112325,0.104837579645194,,,
forestfires,0,10,1,0.2,0.1,5,,,,7,100,0.164830991819689,0.06907463914009,0.105571276770198,,,
forestfires,0,10,1,0.2,0.9,5,,,,15,1000,0.34728116036353,0.217683655785341,0.106309789923556,,,
forestfires,0,10,1,0.5,0.5,0.9,,,,15,1000,0.185993610390435,0.048941720426453,0.106503281443254,,,
forestfires,0,10,1,0.5,5,5,,,,7,10,0.185521908725404,0.07684032680686,0.106626391200713,,,
forestfires,0,10,1,0.8,5,0.9,,,,7,100,0.184843355438022,0.08706721038694,0.108104776965875,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,7,100,0.272016401685673,0.159610923958936,0.108170030487678,,,
forestfires,0,10,1,0.2,5,5,,,,15,10,0.318614188744024,0.198960303737602,0.108403504350761,,,
forestfires,0,10,1,0.8,0.9,0.1,,,,7,1000,0.348078846101877,0.205097264489649,0.108713228442392,,,
forestfires,0,10,1,0.8,5,0.9,,,,7,10,0.199340312835092,0.10156627838829,0.114039382268302,,,
forestfires,0,10,1,0.8,0.5,5,,,,7,100,0.200634651128521,0.104055275539996,0.116620072163154,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,1,10,0.181908353620565,0.084853413636824,0.116764774985396,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,7,100,0.204222270802934,0.106145912075101,0.118323755279539,,,
forestfires,0,10,1,0.8,0.5,5,,,,15,10,0.312490652546281,0.211043948327585,0.118829625667862,,,
forestfires,0,10,1,0.5,5,0.9,,,,7,10,0.305724784380258,0.143022505588661,0.120446819447029,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,15,10,0.337454472288629,0.235433177300265,0.120579409632625,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,15,1000,0.184593530777907,0.086750456193238,0.121278305870641,,,
forestfires,0,10,1,0.5,0.5,5,,,,1,10,0.188642721065348,0.086759342227463,0.122363107498503,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,15,1000,0.182191852227836,0.078387687948872,0.122381738316179,,,
forestfires,0,10,1,0.2,5,5,,,,7,100,0.446908816630139,0.272711607665593,0.12330373779143,,,
forestfires,0,10,1,0.5,0.9,5,,,,7,100,0.385719660430222,0.248520208447179,0.123586402749363,,,
forestfires,0,10,1,0.5,0.9,5,,,,15,100,0.41794135318294,0.263831309662453,0.124328136823578,,,
forestfires,0,10,1,0.5,5,5,,,,7,100,0.192271690325166,0.078335377900786,0.126320253030912,,,
forestfires,0,10,1,0.8,5,0.9,,,,15,100,0.180696044029726,0.083596159757573,0.127129800747542,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,1,100,0.154402893238589,0.054987568157401,0.129283878886998,,,
forestfires,0,10,1,0.5,5,0.9,,,,15,10,0.184852160094983,0.086044424246062,0.12981577076421,,,
forestfires,0,10,1,0.8,0.9,5,,,,15,10,0.268214963603074,0.170146742302537,0.131322840771936,,,
forestfires,0,10,1,0.8,0.9,0.1,,,,15,100,0.46391059352951,0.287410587577753,0.13225292826299,,,
forestfires,0,10,1,0.5,0.1,0.9,,,,7,100,0.183585426995149,0.086367067097401,0.133408321498578,,,
forestfires,0,10,1,0.5,0.1,0.9,,,,15,1000,0.18498059808275,0.086865405597964,0.133840829945502,,,
forestfires,0,10,1,0.8,0.9,5,,,,1,100,0.182499113158078,0.084909717453035,0.134027209517291,,,
forestfires,0,10,1,0.5,0.1,5,,,,7,1000,0.416724029353887,0.285957034954582,0.136791819067989,,,
forestfires,0,10,1,0.5,5,0.9,,,,7,100,0.185074750254803,0.087044606453966,0.136946875576469,,,
forestfires,0,10,1,0.5,0.5,0.9,,,,15,100,0.355905672221197,0.221441264102602,0.137423001670412,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,1,100,0.179234778421534,0.082308184695354,0.14167110194218,,,
forestfires,0,10,1,0.5,0.9,5,,,,7,1000,0.181693228050806,0.076319090418364,0.141739059199532,,,
forestfires,0,10,1,0.5,0.5,5,,,,15,10,0.186050749925957,0.082301565697111,0.142320108487385,,,
forestfires,0,10,1,0.8,0.1,5,,,,7,100,0.184843348202484,0.087067206940914,0.143120571772252,,,
forestfires,0,10,1,0.8,5,5,,,,7,100,0.285314792266016,0.170383753987089,0.143679867543548,,,
forestfires,0,10,1,0.5,0.5,0.9,,,,7,100,0.394801143200916,0.264493264439239,0.148371623130591,,,
forestfires,0,10,1,0.8,5,0.5,,,,1,1000,0.214411705816462,0.073812787114589,0.149448007120718,,,
forestfires,0,10,1,0.5,0.5,0.9,,,,7,10,0.499288019349869,0.329524192946667,0.151093859668986,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,7,100,0.185016374379013,0.086809646517313,0.151951347057166,,,
forestfires,0,10,1,0.2,0.1,5,,,,7,1000,0.170934934640887,0.066481059524387,0.157554415604748,,,
forestfires,0,10,1,0.8,5,0.5,,,,1,10,0.530360669392093,0.362369252423406,0.160939742031154,,,
forestfires,0,10,1,0.5,5,5,,,,1,10,0.536254470891863,0.376817853553828,0.166471197475884,,,
forestfires,0,10,1,0.8,0.5,5,,,,7,10,0.216382172399453,0.113968962921306,0.170213656591779,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,15,10,0.420483823633401,0.286243038483031,0.171258695074257,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,15,1000,0.259902757962211,0.152883994002802,0.18038625463856,,,
forestfires,0,10,1,0.8,0.1,5,,,,15,10,0.194570871236344,0.096788668717749,0.18144641167301,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,7,100,0.226984045579512,0.120387260285833,0.182788372872608,,,
forestfires,0,10,1,0.5,0.5,5,,,,7,100,0.164790811140086,0.069196142936667,0.184370139213699,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,15,100,0.185033759898342,0.087066901098576,0.18678096455403,,,
forestfires,0,10,1,0.8,0.1,5,,,,1,100,0.186559886504583,0.086256600888413,0.190225627231397,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,7,1000,0.20573486945934,0.096393904478269,0.192046033011346,,,
forestfires,0,10,1,0.8,5,0.9,,,,15,1000,0.387463389435325,0.274056882440037,0.192398162970301,,,
forestfires,0,10,1,0.5,5,5,,,,15,10,0.54159888414256,0.389288450290177,0.195519608400052,,,
forestfires,0,10,1,0.8,5,0.5,,,,1,100,0.193739359696989,0.06720126503517,0.200497811671509,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,1,100,0.218781940459253,0.088432392777549,0.203671454295023,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,1,100,0.634602958570514,0.516993835138163,0.214761970010534,,,
forestfires,0,10,1,0.8,5,0.9,,,,1,100,0.184242266898857,0.086723297393016,0.214860791343154,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,1,10,0.18392003541681,0.08643528408783,0.215975301926679,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,1,1000,0.677522108644231,0.530832403280636,0.217870616638156,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,7,1000,0.222732396952262,0.115895675435917,0.218210391793256,,,
forestfires,0,10,1,0.5,0.5,5,,,,7,1000,0.184843333738042,0.087067181242213,0.219560422344965,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,15,1000,0.18476415452285,0.087011991063988,0.222357945153696,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,7,100,0.416201981707178,0.309841099254325,0.223352332279059,,,
forestfires,0,10,1,0.8,5,0.5,,,,7,1000,0.658626772746911,0.54976906427252,0.224341911128739,,,
forestfires,0,10,1,0.8,5,0.5,,,,7,10,0.68182565525192,0.557325788554709,0.227840637488506,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,1,10,0.628497447604712,0.472307177733025,0.228220751667693,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,7,1000,0.619563583035833,0.494683397912778,0.229799347150157,,,
forestfires,0,10,1,0.8,5,5,,,,1,10,0.229915957463589,0.125806695225161,0.230900563971471,,,
forestfires,0,10,1,0.8,0.9,5,,,,15,1000,0.258475869481136,0.153953574007147,0.235711273472827,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,15,1000,0.320557790425591,0.21088559347678,0.238335351726963,,,
forestfires,0,10,1,0.2,0.1,5,,,,15,1000,0.46165523483709,0.333893364165075,0.242292178559416,,,
forestfires,0,10,1,0.5,0.5,5,,,,15,100,0.542628328740428,0.428348642788871,0.248295192878027,,,
forestfires,0,10,1,0.5,0.1,5,,,,7,100,0.49754141603725,0.383850967227783,0.24952737043725,,,
forestfires,0,10,1,0.8,0.5,0.1,,,,7,1000,0.16760785316662,0.075853446618459,0.252724586063817,,,
forestfires,0,10,1,0.5,5,5,,,,7,1000,0.18486054369814,0.087050880565975,0.255119356661581,,,
forestfires,0,10,1,0.8,0.9,5,,,,7,10,0.467092561448451,0.364271037065627,0.257113815133724,,,
forestfires,0,10,1,0.8,0.1,5,,,,15,100,0.443117411527942,0.331612175709783,0.266952221889779,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,1,100,0.391125043248728,0.216214618149786,0.266987597230413,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,1,100,0.265155990577701,0.15107387703509,0.267439619703261,,,
forestfires,0,10,1,0.2,5,5,,,,7,1000,0.171988897215899,0.04844109449378,0.267545613508136,,,
forestfires,0,10,1,0.8,5,5,,,,1,100,0.335325341436011,0.190227215167866,0.270422555874415,,,
forestfires,0,10,1,0.2,0.9,5,,,,15,100,0.814149159074544,0.715707658026036,0.272043894729067,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,15,100,0.17892037065039,0.083613938825208,0.273374262858577,,,
forestfires,0,10,1,0.5,0.9,5,,,,7,10,0.788147966691801,0.679445575840019,0.273673290575289,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,7,10,0.213040504960922,0.114284018335589,0.275064722049232,,,
forestfires,0,10,1,0.2,0.5,5,,,,7,100,0.743696821849962,0.624641444308156,0.281241643022446,,,
forestfires,0,10,1,0.5,0.9,5,,,,15,1000,0.171983340878855,0.077548511021753,0.286076371897687,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,15,100,0.175314029810729,0.0743829222754,0.287232618358379,,,
forestfires,0,10,1,0.5,0.1,5,,,,15,1000,0.286306856322324,0.166622161805875,0.291014201340301,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,7,1000,0.18484179611915,0.087065843515825,0.301118125384014,,,
forestfires,0,10,1,0.8,5,5,,,,1,1000,0.771564589707813,0.670654639686539,0.302060404476983,,,
forestfires,0,10,1,0.8,0.5,5,,,,1,100,0.653972236582677,0.526912067771176,0.305085807469154,,,
forestfires,0,10,1,0.5,0.1,5,,,,15,100,0.393716542645788,0.290414472651565,0.305517988669603,,,
forestfires,0,10,1,0.8,5,0.9,,,,1,1000,0.805589230951063,0.702332299686268,0.307990022701556,,,
forestfires,0,10,1,0.8,0.1,0.9,,,,7,1000,0.345370679356359,0.238133207947473,0.315979569087309,,,
forestfires,0,10,1,0.8,5,0.9,,,,7,1000,0.441814249171518,0.320221699417951,0.316478059299645,,,
forestfires,0,10,1,0.8,0.9,0.9,,,,1,1000,0.498273209509826,0.32032873712175,0.31830703767047,,,
forestfires,0,10,1,0.5,5,5,,,,15,1000,0.313100377610954,0.181994528090067,0.325837419300731,,,
forestfires,0,10,1,0.5,0.9,5,,,,15,10,0.66790849835741,0.571227295188035,0.332638553903828,,,
forestfires,0,10,1,0.8,0.9,5,,,,15,100,0.226382174192543,0.128372888307531,0.334197996044701,,,
forestfires,0,10,1,0.8,5,5,,,,7,1000,0.412160586873617,0.299534770026918,0.335016182403745,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,1,1000,0.355036595894156,0.187614915355087,0.336306975279825,,,
forestfires,0,10,1,0.8,0.5,0.5,,,,7,1000,0.222501824339014,0.105606925517328,0.340026453135131,,,
forestfires,0,10,1,0.8,5,5,,,,7,10,0.184843355438032,0.08706721038694,0.350194644778802,,,
forestfires,0,10,1,0.8,0.9,5,,,,7,1000,0.320636526939584,0.215921734563526,0.37223551876539,,,
forestfires,0,10,1,0.5,0.1,5,,,,15,10,0.393120566710467,0.274827146903528,0.379710299416259,,,
forestfires,0,10,1,0.8,0.9,0.5,,,,1,10,0.186596156954309,0.084009813205636,0.390038289224316,,,
forestfires,0,10,1,0.8,5,0.5,,,,15,100,0.815156387539746,0.717380072187888,0.402505771627335,,,
forestfires,0,10,1,0.8,5,5,,,,15,100,0.440630119226552,0.333204761009807,0.415826231475268,,,
forestfires,0,10,1,0.8,0.1,5,,,,15,1000,0.58296326088304,0.479929833073777,0.427389859891124,,,
forestfires,0,10,1,0.8,0.1,5,,,,1,1000,0.232540171384179,0.11433079410446,0.428681570517151,,,
forestfires,0,10,1,0.8,5,5,,,,15,1000,0.656877932916556,0.541018413471701,0.430954988606729,,,
forestfires,0,10,1,0.8,0.1,5,,,,7,1000,0.659786446198689,0.54834112511046,0.450699114808724,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,15,100,0.179080170014376,0.08547811424155,0.467790537625234,,,
forestfires,0,10,1,0.8,0.9,5,,,,7,100,0.553567200279451,0.447345104689572,0.470303978033578,,,
forestfires,0,10,1,0.8,0.5,0.9,,,,15,10,0.698941684743327,0.595156122550506,0.503666273469692,,,
forestfires,0,10,1,0.8,0.1,0.5,,,,15,100,0.733564377856918,0.635239203414555,0.604616034566335,,,
forestfires,0,10,1,0.8,5,5,,,,15,10,0.488115462288056,0.382716043466174,0.628658742986549,,,
forestfires,1,10,1,0.2,5,5,,,,1,1000,0.079049453375887,0.013505721822852,0.012195405607087,count,value,param
forestfires,1,10,1,0.2,5,5,,,,1,100,0.105214630100672,0.019005523852074,0.022741086306244,6,0.2,omega
forestfires,1,10,1,0.5,5,0.9,,,,1,1000,0.130322191187989,0.023909593057437,0.024872293971366,6,0.5,omega
forestfires,1,10,1,0.2,0.1,5,,,,1,100,0.135885616911486,0.029146715696547,0.026427661783545,2,0.8,omega
forestfires,1,10,1,0.5,5,0.5,,,,1,1000,0.128713291174103,0.025292118280029,0.027643284480918,4,0.1,c1
forestfires,1,10,1,0.5,0.5,0.9,,,,1,1000,0.131579236318389,0.026463194227701,0.027660010823253,4,0.5,c1
forestfires,1,10,1,0.5,0.1,0.9,,,,1,1000,0.13832147453294,0.03217787699407,0.027663788149803,1,0.9,c1
forestfires,1,10,1,0.8,0.5,0.1,,,,1,1000,0.121149803632781,0.024894085709753,0.028060402605818,5,5,c1
forestfires,1,10,1,0.5,0.5,0.5,,,,15,1000,0.121630117580964,0.029439656876503,0.028403253280588,2,0.1,c2
forestfires,1,10,1,0.2,5,0.9,,,,1,1000,0.141604888526081,0.032993811853743,0.028615275164384,3,0.5,c2
forestfires,1,10,1,0.2,0.9,0.9,,,,15,1000,0.124079207760679,0.020813451041596,0.028663230922162,6,0.9,c2
forestfires,1,10,1,0.8,0.5,0.1,,,,15,1000,0.112047195548328,0.023038809467689,0.02910014464119,3,5,c2
forestfires,1,10,1,0.5,0.1,0.5,,,,1,1000,0.145496464119889,0.032997533601844,0.02964340791037,,,
forestfires,1,10,1,0.2,0.1,0.9,,,,1,1000,0.141544384067369,0.031306827234558,0.029932203345508,,,
forestfires,1,10,1,0.5,0.9,0.1,,,,15,1000,0.143266073849726,0.032697367043897,0.030899606111397,,,
forestfires,1,10,1,0.2,0.5,0.9,,,,7,1000,0.126804322582825,0.028147818904154,0.031012875356274,,,
forestfires,1,10,1,0.2,0.1,0.1,,,,1,1000,0.145580517518222,0.03238337297891,0.031060435510172,,,
forestfires,1,10,1,0.2,0.1,0.9,,,,7,1000,0.124838413290014,0.029028267711967,0.031512402766394,,,
forestfires,1,10,1,0.5,0.5,0.5,,,,1,1000,0.130784482557203,0.028321382211285,0.03156319856068,,,
forestfires,1,10,1,0.2,0.9,0.9,,,,1,1000,0.156491216690279,0.038204416574453,0.031962714369619,,,
forestfires,1,10,1,0.2,5,0.1,,,,15,1000,0.158093390756323,0.033812032938228,0.031988566864011,,,
forestfires,1,10,1,0.2,0.1,0.5,,,,7,1000,0.139511103824015,0.032048300773466,0.03213060282908,,,
forestfires,1,10,1,0.5,5,0.5,,,,15,1000,0.148197824076837,0.03384526632041,0.032152235425097,,,
forestfires,1,10,1,0.2,5,0.5,,,,1,1000,0.16111942476304,0.037190371438049,0.032324340438946,,,
forestfires,1,10,1,0.5,0.1,0.5,,,,15,1000,0.119764515877413,0.023639370559602,0.032352025171935,,,
forestfires,1,10,1,0.5,0.9,0.1,,,,1,1000,0.158257008292244,0.034438953722699,0.032525957327694,,,
forestfires,1,10,1,0.5,0.1,0.1,,,,15,1000,0.158319470497784,0.035257678587693,0.032640776644589,,,
forestfires,1,10,1,0.2,5,0.9,,,,1,100,0.157449493879804,0.035678119002519,0.032694317823073,,,
forestfires,1,10,1,0.2,0.1,0.1,,,,7,1000,0.154477532540864,0.032972830884271,0.032803277644204,,,
forestfires,1,10,1,0.2,5,0.9,,,,7,1000,0.153394558916114,0.034756002674053,0.032922807335573,,,
forestfires,1,10,1,0.2,5,0.1,,,,1,1000,0.179884616278589,0.04182901797445,0.033048742392347,,,
forestfires,1,10,1,0.5,0.5,0.1,,,,1,1000,0.160932770831575,0.037373091989803,0.033083260333176,,,
forestfires,1,10,1,0.2,0.5,0.5,,,,1,1000,0.137931332809664,0.030216058502741,0.033248903594401,,,
forestfires,1,10,1,0.5,0.1,0.5,,,,7,1000,0.124657574047594,0.027907002215841,0.033320531222334,,,
forestfires,1,10,1,0.5,0.9,0.5,,,,7,1000,0.155717288457783,0.038356363278542,0.033351400233339,,,
forestfires,1,10,1,0.2,0.5,0.1,,,,15,1000,0.164800225669707,0.036481474987702,0.033366522321596,,,
forestfires,1,10,1,0.2,5,0.1,,,,7,1000,0.161343000511742,0.035351810701518,0.03340727363036,,,
forestfires,1,10,1,0.2,0.1,0.9,,,,15,1000,0.158077315975645,0.03776292701976,0.03346116880071,,,
forestfires,1,10,1,0.5,0.5,0.1,,,,7,1000,0.168969123220212,0.037301540750261,0.033501217731991,,,
forestfires,1,10,1,0.2,0.9,0.5,,,,1,1000,0.180670582722894,0.041363860863128,0.033581443585595,,,
forestfires,1,10,1,0.2,0.1,0.1,,,,15,1000,0.161212787827283,0.036033689516537,0.03361203166777,,,
forestfires,1,10,1,0.5,0.5,0.5,,,,1,100,0.151704464732625,0.03185699838585,0.033860378053661,,,
forestfires,1,10,1,0.2,0.5,0.9,,,,1,1000,0.16590195663125,0.040410970143795,0.03398664219564,,,
forestfires,1,10,1,0.2,0.5,0.5,,,,7,1000,0.15110490444602,0.033624939035924,0.034030176107064,,,
forestfires,1,10,1,0.2,5,0.5,,,,1,100,0.163543063041369,0.039786988932848,0.034070406744977,,,
forestfires,1,10,1,0.2,0.5,0.1,,,,7,1000,0.161425496056623,0.036752020035409,0.034199401212088,,,
forestfires,1,10,1,0.5,5,0.1,,,,15,1000,0.15479002789064,0.036249508748001,0.034214147549381,,,
forestfires,1,10,1,0.5,0.5,0.1,,,,15,1000,0.145008533799576,0.034501359824896,0.03426478375445,,,
