Data set,layers,omega,c1,c2,vmax,pop_size,maxIter,loss1,loss2,average1,average2
machine,2,0.1,0.5,3.0,1,1000,500,0.010515977945109,0.00037471197953699986,0.0136278247957545,0.001757493011451674
machine,2,0.1,0.5,3.0,1,1000,500,0.012972739497981002,0.000275104621867,0.0136278247957545,0.001757493011451674
machine,2,0.1,0.5,3.0,1,1000,500,0.009883282774127,0.000182058654271,0.0136278247957545,0.001757493011451674
machine,2,0.1,0.5,3.0,1,1000,500,0.029138260672465,0.010407494964889,0.0136278247957545,0.001757493011451674
machine,2,0.1,0.5,3.0,1,1000,500,0.026275087566021,0.003883887593846,0.0136278247957545,0.001757493011451674
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,0,0.4,3.0,3.0,1,1000,500,100.0,100.0,100.0,100.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,46.6666666666667,60.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,78.6666666666667,80.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,1,0.4,3.0,3.0,1,1000,500,100.0,100.0,92.53333333333336,94.0
soybean,2,0.4,0.9,3.0,1,1000,500,78.6666666666667,80.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,80.0,80.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,100.0,100.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,100.0,100.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,33.3333333333333,25.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,100.0,100.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,83.3333333333333,75.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,100.0,100.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,100.0,100.0,87.53333333333332,86.0
soybean,2,0.4,0.9,3.0,1,1000,500,100.0,100.0,87.53333333333332,86.0
