Data set,layers,omega,c1,c2,vmax,pop_size,maxIter,loss1,loss2
Cancer,2,0.1,0.5,0.1,1,1000,500,98.5797827903091,98.5714285714286
Cancer,2,0.1,0.5,0.1,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,0.5,0.1,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.5,0.1,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.1,0.5,0.1,1,1000,500,95.7300864392602,95.7142857142857
Cancer,2,0.1,0.5,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,0.5,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,0.5,0.5,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.5,0.5,1,1000,500,92.9580623458175,92.8571428571429
Cancer,2,0.1,0.5,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,0.5,0.9,1,1000,500,98.5797827903091,98.5714285714286
Cancer,2,0.1,0.5,0.9,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,0.5,0.9,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.5,0.9,1,1000,500,97.1713250517598,97.1428571428571
Cancer,2,0.1,0.5,0.9,1,1000,500,95.7300864392602,95.7142857142857
Cancer,2,0.1,0.5,3,1,1000,500,97.1745738073213,97.1428571428571
Cancer,2,0.1,0.5,3,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,0.5,3,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.5,3,1,1000,500,95.7748374074905,95.7142857142857
Cancer,2,0.1,0.5,3,1,1000,500,94.2349206349207,94.2857142857143
Cancer,2,0.1,0.9,0.1,1,1000,500,95.6865431379936,95.7142857142857
Cancer,2,0.1,0.9,0.1,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,0.9,0.1,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.9,0.1,1,1000,500,91.5139751552795,91.4285714285714
Cancer,2,0.1,0.9,0.1,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,0.9,0.5,1,1000,500,98.5797827903091,98.5714285714286
Cancer,2,0.1,0.9,0.5,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,0.9,0.5,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.9,0.5,1,1000,500,97.1713250517598,97.1428571428571
Cancer,2,0.1,0.9,0.5,1,1000,500,95.7300864392602,95.7142857142857
Cancer,2,0.1,0.9,0.9,1,1000,500,95.6865431379936,95.7142857142857
Cancer,2,0.1,0.9,0.9,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,0.9,0.9,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.9,0.9,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.1,0.9,0.9,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,0.9,3,1,1000,500,94.2857142857143,94.2857142857143
Cancer,2,0.1,0.9,3,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,0.9,3,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,0.9,3,1,1000,500,98.5789456482662,98.5714285714286
Cancer,2,0.1,0.9,3,1,1000,500,94.2349206349207,94.2857142857143
Cancer,2,0.1,3,0.1,1,1000,500,95.7819394058241,95.7142857142857
Cancer,2,0.1,3,0.1,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,3,0.1,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,3,0.1,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.1,3,0.1,1,1000,500,98.5766954797534,98.5714285714286
Cancer,2,0.1,3,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,3,0.5,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,3,0.5,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,3,0.5,1,1000,500,92.8947282413308,92.8571428571429
Cancer,2,0.1,3,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,3,0.9,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,3,0.9,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,3,0.9,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.1,3,0.9,1,1000,500,97.1713250517598,97.1428571428571
Cancer,2,0.1,3,0.9,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,3,3,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.1,3,3,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.1,3,3,1,1000,500,97.1203796203796,97.1428571428571
Cancer,2,0.1,3,3,1,1000,500,97.1713250517598,97.1428571428571
Cancer,2,0.1,3,3,1,1000,500,95.696345954112,95.7142857142857
Cancer,2,0.4,0.1,0.1,1,1000,500,95.7819394058241,95.7142857142857
Cancer,2,0.4,0.1,0.1,1,1000,500,95.6836659275684,95.7142857142857
Cancer,2,0.4,0.1,0.1,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.1,0.1,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.4,0.1,0.1,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.1,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.1,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.1,0.5,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.1,0.5,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.4,0.1,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.1,0.9,1,1000,500,97.1745738073213,97.1428571428571
Cancer,2,0.4,0.1,0.9,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,0.1,0.9,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.1,0.9,1,1000,500,97.1713250517598,97.1428571428571
Cancer,2,0.4,0.1,0.9,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.1,3,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.1,3,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,0.1,3,1,1000,500,95.6604664337645,95.7142857142857
Cancer,2,0.4,0.1,3,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.4,0.1,3,1,1000,500,92.7562233684683,92.8571428571429
Cancer,2,0.4,0.5,0.1,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.5,0.1,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.5,0.1,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.5,0.1,1,1000,500,91.5139751552795,91.4285714285714
Cancer,2,0.4,0.5,0.1,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.5,0.5,1,1000,500,98.5797827903091,98.5714285714286
Cancer,2,0.4,0.5,0.5,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,0.5,0.5,1,1000,500,97.1203796203796,97.1428571428571
Cancer,2,0.4,0.5,0.5,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.4,0.5,0.5,1,1000,500,95.696345954112,95.7142857142857
Cancer,2,0.4,0.5,0.9,1,1000,500,94.2857142857143,94.2857142857143
Cancer,2,0.4,0.5,0.9,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,0.5,0.9,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.5,0.9,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.4,0.5,0.9,1,1000,500,98.5766954797534,98.5714285714286
Cancer,2,0.4,0.5,3,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.5,3,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.5,3,1,1000,500,95.6604664337645,95.7142857142857
Cancer,2,0.4,0.5,3,1,1000,500,95.7368369447985,95.7142857142857
Cancer,2,0.4,0.5,3,1,1000,500,94.2349206349207,94.2857142857143
Cancer,2,0.4,0.9,0.1,1,1000,500,98.5797827903091,98.5714285714286
Cancer,2,0.4,0.9,0.1,1,1000,500,97.1780303030303,97.1428571428571
Cancer,2,0.4,0.9,0.1,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.9,0.1,1,1000,500,92.9580623458175,92.8571428571429
Cancer,2,0.4,0.9,0.1,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.9,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.9,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.9,0.5,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.9,0.5,1,1000,500,92.9580623458175,92.8571428571429
Cancer,2,0.4,0.9,0.5,1,1000,500,95.696345954112,95.7142857142857
Cancer,2,0.4,0.9,0.9,1,1000,500,94.2079689018465,94.2857142857143
Cancer,2,0.4,0.9,0.9,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,0.9,0.9,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,0.9,0.9,1,1000,500,95.7748374074905,95.7142857142857
Cancer,2,0.4,0.9,0.9,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.9,3,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,0.9,3,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,0.9,3,1,1000,500,97.1203796203796,97.1428571428571
Cancer,2,0.4,0.9,3,1,1000,500,94.2857142857143,94.2857142857143
Cancer,2,0.4,0.9,3,1,1000,500,94.2349206349207,94.2857142857143
Cancer,2,0.4,3,0.1,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,3,0.1,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,3,0.1,1,1000,500,97.1203796203796,97.1428571428571
Cancer,2,0.4,3,0.1,1,1000,500,95.7748374074905,95.7142857142857
Cancer,2,0.4,3,0.1,1,1000,500,98.5766954797534,98.5714285714286
Cancer,2,0.4,3,0.5,1,1000,500,98.5797827903091,98.5714285714286
Cancer,2,0.4,3,0.5,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,3,0.5,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,3,0.5,1,1000,500,95.7748374074905,95.7142857142857
Cancer,2,0.4,3,0.5,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,3,0.9,1,1000,500,98.5797827903091,98.5714285714286
Cancer,2,0.4,3,0.9,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,3,0.9,1,1000,500,98.5661616631038,98.5714285714286
Cancer,2,0.4,3,0.9,1,1000,500,94.2857142857143,94.2857142857143
Cancer,2,0.4,3,0.9,1,1000,500,97.1428571428571,97.1428571428571
Cancer,2,0.4,3,3,1,1000,500,97.1745738073213,97.1428571428571
Cancer,2,0.4,3,3,1,1000,500,98.5806760968593,98.5714285714286
Cancer,2,0.4,3,3,1,1000,500,92.6889437093519,92.8571428571429
Cancer,2,0.4,3,3,1,1000,500,95.7748374074905,95.7142857142857
Cancer,2,0.4,3,3,1,1000,500,97.1428571428571,97.1428571428571
Data set,layers,omega,c1,c2,vmax,pop_size,maxIter,loss1,loss2
forestfires,0,0.1,0.1,0.1,1,1000,500,0.139826649806042,0.025517667153584
forestfires,0,0.1,0.1,0.1,1,1000,500,0.184856321391854,0.048548152362977
forestfires,0,0.1,0.1,0.1,1,1000,500,0.170262736738314,0.042204912220814
forestfires,0,0.1,0.1,0.1,1,1000,500,0.159085981877488,0.034131538859884
forestfires,0,0.1,0.1,0.1,1,1000,500,0.159235844019205,0.043554693890396
forestfires,0,0.1,0.1,0.5,1,1000,500,0.147913402870552,0.0295917954961
forestfires,0,0.1,0.1,0.5,1,1000,500,0.188540562748331,0.051602298613903
forestfires,0,0.1,0.1,0.5,1,1000,500,0.168292112144335,0.041146068688426
forestfires,0,0.1,0.1,0.5,1,1000,500,0.157752187101188,0.034666782595957
forestfires,0,0.1,0.1,0.5,1,1000,500,0.161826127926437,0.044873198610087
forestfires,0,0.1,0.1,0.9,1,1000,500,0.142943447737922,0.027700617165581
forestfires,0,0.1,0.1,0.9,1,1000,500,0.185568717665647,0.049824452806316
forestfires,0,0.1,0.1,0.9,1,1000,500,0.168854427201835,0.040881519785687
forestfires,0,0.1,0.1,0.9,1,1000,500,0.157730211506098,0.034197306017689
forestfires,0,0.1,0.1,0.9,1,1000,500,0.161090429554646,0.043912250798521
forestfires,0,0.1,0.1,3,1,1000,500,0.141730847744861,0.025757192273268
forestfires,0,0.1,0.1,3,1,1000,500,0.181359533649732,0.046377740070178
forestfires,0,0.1,0.1,3,1,1000,500,0.167683995831053,0.039916553394914
forestfires,0,0.1,0.1,3,1,1000,500,0.160091905539857,0.034493570964032
forestfires,0,0.1,0.1,3,1,1000,500,0.169843005257506,0.046414017596362
forestfires,0,0.1,0.5,0.1,1,1000,500,0.144198090517109,0.028686775629473
forestfires,0,0.1,0.5,0.1,1,1000,500,0.186093607170074,0.049054450832107
forestfires,0,0.1,0.5,0.1,1,1000,500,0.168820803741578,0.042305828892546
forestfires,0,0.1,0.5,0.1,1,1000,500,0.159684866441417,0.03485766005107
forestfires,0,0.1,0.5,0.1,1,1000,500,0.156935804658821,0.043320409912743
forestfires,0,0.1,0.5,0.5,1,1000,500,0.136639128053325,0.02503990234521
forestfires,0,0.1,0.5,0.5,1,1000,500,0.184052113833971,0.050026862545212
forestfires,0,0.1,0.5,0.5,1,1000,500,0.166251922127295,0.040168520582559
forestfires,0,0.1,0.5,0.5,1,1000,500,0.157390123096831,0.033777076078681
forestfires,0,0.1,0.5,0.5,1,1000,500,0.171818741146326,0.046628154134771
forestfires,0,0.1,0.5,0.9,1,1000,500,0.148539907419241,0.028660303932858
forestfires,0,0.1,0.5,0.9,1,1000,500,0.184979452851334,0.049444964598102
forestfires,0,0.1,0.5,0.9,1,1000,500,0.167008142858193,0.040779176044898
forestfires,0,0.1,0.5,0.9,1,1000,500,0.159697897999845,0.034751362122847
forestfires,0,0.1,0.5,0.9,1,1000,500,0.155823862468787,0.044048948589739
forestfires,0,0.1,0.5,3,1,1000,500,0.14230078622105,0.025971598624973
forestfires,0,0.1,0.5,3,1,1000,500,0.181518848698804,0.046626305760457
forestfires,0,0.1,0.5,3,1,1000,500,0.167630715962511,0.039661674650407
forestfires,0,0.1,0.5,3,1,1000,500,0.160098171412288,0.034493848810824
forestfires,0,0.1,0.5,3,1,1000,500,0.169558188408601,0.046240171993914
forestfires,0,0.1,0.9,0.1,1,1000,500,0.140393769513497,0.027322184312906
forestfires,0,0.1,0.9,0.1,1,1000,500,0.182428723230483,0.047867233870887
forestfires,0,0.1,0.9,0.1,1,1000,500,0.168263858663979,0.041268027782876
forestfires,0,0.1,0.9,0.1,1,1000,500,0.160071128930672,0.034781660576237
forestfires,0,0.1,0.9,0.1,1,1000,500,0.164020073770941,0.044412960696447
forestfires,0,0.1,0.9,0.5,1,1000,500,0.143723359899548,0.026985891379663
forestfires,0,0.1,0.9,0.5,1,1000,500,0.186916970006727,0.049543431122883
forestfires,0,0.1,0.9,0.5,1,1000,500,0.164957723093095,0.039454425079574
forestfires,0,0.1,0.9,0.5,1,1000,500,0.158993319015658,0.034204510237032
forestfires,0,0.1,0.9,0.5,1,1000,500,0.170168301432385,0.046880674510128
forestfires,0,0.1,0.9,0.9,1,1000,500,0.139089426228187,0.025558845566235
forestfires,0,0.1,0.9,0.9,1,1000,500,0.179069090657147,0.047313076132911
forestfires,0,0.1,0.9,0.9,1,1000,500,0.168577194296049,0.042109416039333
forestfires,0,0.1,0.9,0.9,1,1000,500,0.160919307852019,0.03502423847343
forestfires,0,0.1,0.9,0.9,1,1000,500,0.163911477429157,0.045863268457352
forestfires,0,0.1,0.9,3,1,1000,500,0.140987958909186,0.025572015225605
forestfires,0,0.1,0.9,3,1,1000,500,0.181562138951709,0.046591474923693
forestfires,0,0.1,0.9,3,1,1000,500,0.168145445421058,0.039890920843487
forestfires,0,0.1,0.9,3,1,1000,500,0.158630570427245,0.034024897953096
forestfires,0,0.1,0.9,3,1,1000,500,0.16905896666535,0.046081650622892
forestfires,0,0.1,3,0.1,1,1000,500,0.142819492804194,0.026720312934788
forestfires,0,0.1,3,0.1,1,1000,500,0.185426655663282,0.048734756559715
forestfires,0,0.1,3,0.1,1,1000,500,0.166045800735097,0.040883467842846
forestfires,0,0.1,3,0.1,1,1000,500,0.159132156677005,0.034235509533491
forestfires,0,0.1,3,0.1,1,1000,500,0.162535246959556,0.043812816959688
forestfires,0,0.1,3,0.5,1,1000,500,0.134198582306716,0.025008767710991
forestfires,0,0.1,3,0.5,1,1000,500,0.18963097420822,0.050418545922704
forestfires,0,0.1,3,0.5,1,1000,500,0.167041493145183,0.04207033956579
forestfires,0,0.1,3,0.5,1,1000,500,0.159188307766671,0.03523013978392
forestfires,0,0.1,3,0.5,1,1000,500,0.16839995941914,0.046302947085497
forestfires,0,0.1,3,0.9,1,1000,500,0.14448632046064,0.027302622566776
forestfires,0,0.1,3,0.9,1,1000,500,0.182069100137516,0.04831988186797
forestfires,0,0.1,3,0.9,1,1000,500,0.167070621742995,0.042397053370075
forestfires,0,0.1,3,0.9,1,1000,500,0.161908396476858,0.03712945694723
forestfires,0,0.1,3,0.9,1,1000,500,0.162334537770428,0.044158844099494
forestfires,0,0.1,3,3,1,1000,500,0.140731380045226,0.025523031840859
forestfires,0,0.1,3,3,1,1000,500,0.181589539445443,0.046564854473052
forestfires,0,0.1,3,3,1,1000,500,0.16789125235837,0.03975232092026
forestfires,0,0.1,3,3,1,1000,500,0.159925979574414,0.03437174366155
forestfires,0,0.1,3,3,1,1000,500,0.170665134507661,0.046611042540868
forestfires,0,0.4,0.1,0.1,1,1000,500,0.143342349857819,0.026536985454525
forestfires,0,0.4,0.1,0.1,1,1000,500,0.188717683804689,0.049607775466653
forestfires,0,0.4,0.1,0.1,1,1000,500,0.170280682479286,0.041386446516619
forestfires,0,0.4,0.1,0.1,1,1000,500,0.159247547544279,0.035269311201371
forestfires,0,0.4,0.1,0.1,1,1000,500,0.158647412601647,0.04382822072671
forestfires,0,0.4,0.1,0.5,1,1000,500,0.141265134803738,0.027057514852929
forestfires,0,0.4,0.1,0.5,1,1000,500,0.185098954120476,0.049211981235144
forestfires,0,0.4,0.1,0.5,1,1000,500,0.173557144404198,0.043235458071205
forestfires,0,0.4,0.1,0.5,1,1000,500,0.157955369212262,0.03448257961398
forestfires,0,0.4,0.1,0.5,1,1000,500,0.169507927060027,0.04700493651036
forestfires,0,0.4,0.1,0.9,1,1000,500,0.141706696900534,0.026052442391442
forestfires,0,0.4,0.1,0.9,1,1000,500,0.184078631179297,0.046623991540582
forestfires,0,0.4,0.1,0.9,1,1000,500,0.168015076147962,0.039933184618128
forestfires,0,0.4,0.1,0.9,1,1000,500,0.159966653707773,0.034767707462647
forestfires,0,0.4,0.1,0.9,1,1000,500,0.169286317952365,0.046263505107769
forestfires,0,0.4,0.1,3,1,1000,500,0.142331108598486,0.025667831375553
forestfires,0,0.4,0.1,3,1,1000,500,0.18396413423097,0.048223080603661
forestfires,0,0.4,0.1,3,1,1000,500,0.168416684027089,0.039808489349835
forestfires,0,0.4,0.1,3,1,1000,500,0.161189818673229,0.035052454324022
forestfires,0,0.4,0.1,3,1,1000,500,0.16940014781638,0.046216321831189
forestfires,0,0.4,0.5,0.1,1,1000,500,0.141447154071641,0.026026796824937
forestfires,0,0.4,0.5,0.1,1,1000,500,0.188831104509923,0.049558750154955
forestfires,0,0.4,0.5,0.1,1,1000,500,0.168730168435762,0.042464208091089
forestfires,0,0.4,0.5,0.1,1,1000,500,0.158404824368968,0.034308469875769
forestfires,0,0.4,0.5,0.1,1,1000,500,0.159152918184455,0.044331812861303
forestfires,0,0.4,0.5,0.5,1,1000,500,0.134332854877458,0.024638942447617
forestfires,0,0.4,0.5,0.5,1,1000,500,0.180208387525325,0.04599332397176
forestfires,0,0.4,0.5,0.5,1,1000,500,0.168588038829392,0.040288763828091
forestfires,0,0.4,0.5,0.5,1,1000,500,0.157376043925294,0.03454322665107
forestfires,0,0.4,0.5,0.5,1,1000,500,0.163430299410798,0.04641004439696
forestfires,0,0.4,0.5,0.9,1,1000,500,0.142397877571336,0.027093421913891
forestfires,0,0.4,0.5,0.9,1,1000,500,0.181747446687427,0.04668859148937
forestfires,0,0.4,0.5,0.9,1,1000,500,0.167109379692004,0.048466438457406
forestfires,0,0.4,0.5,0.9,1,1000,500,0.158659101730571,0.033918243643517
forestfires,0,0.4,0.5,0.9,1,1000,500,0.169682139831904,0.046721919422681
forestfires,0,0.4,0.5,3,1,1000,500,0.144732524144377,0.026647296633738
forestfires,0,0.4,0.5,3,1,1000,500,0.263824843462901,0.084910072769665
forestfires,0,0.4,0.5,3,1,1000,500,0.176942669418656,0.044292573394263
forestfires,0,0.4,0.5,3,1,1000,500,0.162197047323508,0.036903914257486
forestfires,0,0.4,0.5,3,1,1000,500,0.169546431643614,0.046237620475638
forestfires,0,0.4,0.9,0.1,1,1000,500,0.133489085928587,0.024998088160852
forestfires,0,0.4,0.9,0.1,1,1000,500,0.187425298092736,0.048445051191524
forestfires,0,0.4,0.9,0.1,1,1000,500,0.169716756525354,0.041389958303449
forestfires,0,0.4,0.9,0.1,1,1000,500,0.158805862948401,0.03461668854932
forestfires,0,0.4,0.9,0.1,1,1000,500,0.160583491963213,0.043986339232913
forestfires,0,0.4,0.9,0.5,1,1000,500,0.142833129541829,0.02563443437938
forestfires,0,0.4,0.9,0.5,1,1000,500,0.185032269431146,0.048053518710734
forestfires,0,0.4,0.9,0.5,1,1000,500,0.167764240697429,0.042293158457107
forestfires,0,0.4,0.9,0.5,1,1000,500,0.158274321481546,0.0338108426156
forestfires,0,0.4,0.9,0.5,1,1000,500,0.164168294943879,0.046592327159678
forestfires,0,0.4,0.9,0.9,1,1000,500,0.139542553780342,0.025866454960974
forestfires,0,0.4,0.9,0.9,1,1000,500,0.183574386069137,0.047950089898674
forestfires,0,0.4,0.9,0.9,1,1000,500,0.168261042902747,0.039842427039665
forestfires,0,0.4,0.9,0.9,1,1000,500,0.161120674643092,0.034234913462958
forestfires,0,0.4,0.9,0.9,1,1000,500,0.173269483005348,0.048451141802485
forestfires,0,0.4,0.9,3,1,1000,500,0.140793372052727,0.025530011370596
forestfires,0,0.4,0.9,3,1,1000,500,0.190266890076013,0.052836216260203
forestfires,0,0.4,0.9,3,1,1000,500,0.165525582231539,0.03920477677435
forestfires,0,0.4,0.9,3,1,1000,500,0.167554673326484,0.038185311445971
forestfires,0,0.4,0.9,3,1,1000,500,0.203289845091287,0.058186760203885
forestfires,0,0.4,3,0.1,1,1000,500,0.139613224853284,0.025844515001144
forestfires,0,0.4,3,0.1,1,1000,500,0.187576602377293,0.050786019759104
forestfires,0,0.4,3,0.1,1,1000,500,0.169043135710631,0.040753083272827
forestfires,0,0.4,3,0.1,1,1000,500,0.158915452836288,0.034585348378903
forestfires,0,0.4,3,0.1,1,1000,500,0.164207943679278,0.044112423016454
forestfires,0,0.4,3,0.5,1,1000,500,0.137397173859649,0.025333600972662
forestfires,0,0.4,3,0.5,1,1000,500,0.188242333352292,0.050204415315092
forestfires,0,0.4,3,0.5,1,1000,500,0.169777785255833,0.041123986740353
forestfires,0,0.4,3,0.5,1,1000,500,0.160701949942489,0.035715113083853
forestfires,0,0.4,3,0.5,1,1000,500,0.172457252821709,0.047974994588493
forestfires,0,0.4,3,0.9,1,1000,500,0.142643334105122,0.026298489573229
forestfires,0,0.4,3,0.9,1,1000,500,0.183186406972507,0.046459545032872
forestfires,0,0.4,3,0.9,1,1000,500,0.167216588789607,0.039716784576839
forestfires,0,0.4,3,0.9,1,1000,500,0.159679314654756,0.034348513341351
forestfires,0,0.4,3,0.9,1,1000,500,0.16970859926187,0.046186143314508
forestfires,0,0.4,3,3,1,1000,500,0.146702380376175,0.026389064315406
forestfires,0,0.4,3,3,1,1000,500,0.255783960802598,0.088611629446173
forestfires,0,0.4,3,3,1,1000,500,0.253767081152759,0.090743354597902
forestfires,0,0.4,3,3,1,1000,500,0.152995324610606,0.050729058813181
forestfires,0,0.4,3,3,1,1000,500,0.169432336987101,0.046287469235757
forestfires,1,0.1,0.1,0.1,1,1000,500,0.144090897455513,0.026517104081742
forestfires,1,0.1,0.1,0.1,1,1000,500,0.177964955225358,0.04303138874381
forestfires,1,0.1,0.1,0.1,1,1000,500,0.164234539370083,0.03922341475755
forestfires,1,0.1,0.1,0.1,1,1000,500,0.15968955744833,0.033005103329493
forestfires,1,0.1,0.1,0.1,1,1000,500,0.170869624284262,0.047056505136003
forestfires,1,0.1,0.1,0.5,1,1000,500,0.151556647172304,0.028557300081816
forestfires,1,0.1,0.1,0.5,1,1000,500,0.175837053478748,0.043956482545483
forestfires,1,0.1,0.1,0.5,1,1000,500,0.169620492899687,0.040040006769994
forestfires,1,0.1,0.1,0.5,1,1000,500,0.158763425024591,0.032935703769542
forestfires,1,0.1,0.1,0.5,1,1000,500,0.169131333628122,0.045312997656577
forestfires,1,0.1,0.1,0.9,1,1000,500,0.145442170113928,0.026839362563391
forestfires,1,0.1,0.1,0.9,1,1000,500,0.177925538936504,0.04284892948442
forestfires,1,0.1,0.1,0.9,1,1000,500,0.163260359025359,0.039172430499864
forestfires,1,0.1,0.1,0.9,1,1000,500,0.157783371897008,0.034076283538423
forestfires,1,0.1,0.1,0.9,1,1000,500,0.176879733749461,0.049353352159381
forestfires,1,0.1,0.1,3,1,1000,500,0.154062381005261,0.039716373023055
forestfires,1,0.1,0.1,3,1,1000,500,0.190435690029653,0.049436207501678
forestfires,1,0.1,0.1,3,1,1000,500,0.166466845823522,0.046248175623042
forestfires,1,0.1,0.1,3,1,1000,500,0.166649456023974,0.037335879591398
forestfires,1,0.1,0.1,3,1,1000,500,0.175260568047664,0.049800607476694
forestfires,1,0.1,0.5,0.1,1,1000,500,0.146942259003824,0.027266594691816
forestfires,1,0.1,0.5,0.1,1,1000,500,0.169836574176339,0.039857921901291
forestfires,1,0.1,0.5,0.1,1,1000,500,0.162496746577108,0.03769503120005
forestfires,1,0.1,0.5,0.1,1,1000,500,0.160914988423887,0.033152320092069
forestfires,1,0.1,0.5,0.1,1,1000,500,0.169401629500747,0.046123671353102
forestfires,1,0.1,0.5,0.5,1,1000,500,0.151599156375013,0.028666482220286
forestfires,1,0.1,0.5,0.5,1,1000,500,0.171790461688865,0.043222832449554
forestfires,1,0.1,0.5,0.5,1,1000,500,0.16565649254717,0.03888720558076
forestfires,1,0.1,0.5,0.5,1,1000,500,0.160426200105816,0.033713794051288
forestfires,1,0.1,0.5,0.5,1,1000,500,0.165121483222071,0.044678574625076
forestfires,1,0.1,0.5,0.9,1,1000,500,0.149683871218139,0.028416646109749
forestfires,1,0.1,0.5,0.9,1,1000,500,0.178308273757708,0.044418422967464
forestfires,1,0.1,0.5,0.9,1,1000,500,0.157974562329998,0.038158717006235
forestfires,1,0.1,0.5,0.9,1,1000,500,0.161025933235846,0.033304460223803
forestfires,1,0.1,0.5,0.9,1,1000,500,0.172878193816304,0.047473693554316
forestfires,1,0.1,0.5,3,1,1000,500,0.132802698381199,0.023982345738657
forestfires,1,0.1,0.5,3,1,1000,500,0.193483256099337,0.050917246721806
forestfires,1,0.1,0.5,3,1,1000,500,0.171086384175145,0.046666983633752
forestfires,1,0.1,0.5,3,1,1000,500,0.165569784115138,0.038277090694226
