Data set,layers,omega,c1,c2,vmax,pop_size,maxIter,loss1,loss2,
abalone,0,0.1,0.5,0.1,1,100,500,0.08337583467716363,0.01227523911463193
abalone,0,0.4,0.5,3,1,100,500,0.08589415899371117,0.012443716285842834
abalone,0,0.4,0.5,0.9,1,100,500,0.08464341585222956,0.0125077839694424
abalone,0,0.1,0.5,3,1,100,500,0.07474081265099333,0.009858645469543485
abalone,0,0.4,3,3,1,100,500,0.08329509592406156,0.011814971741229115
abalone,0,0.1,0.9,0.1,1,100,500,0.08471689164626214,0.012414658658626817
abalone,0,0.4,0.1,0.9,1,100,500,0.08298367894149924,0.012410876901581578
abalone,0,0.1,0.1,0.1,1,100,500,0.0825177264586561,0.012001170346149946
abalone,0,0.1,0.1,0.5,1,100,500,0.08035832365464715,0.011480488437736193
abalone,0,0.1,3,0.9,1,100,500,0.08081996409217052,0.011713482393257145
abalone,0,0.1,3,0.1,1,100,500,0.08421503563336821,0.012477524987827025
abalone,0,0.1,3,0.5,1,100,500,0.08009774614879933,0.011467622179789548
abalone,0,0.1,0.1,3,1,100,500,0.0777601396402227,0.010712634674326975
abalone,0,0.1,0.9,3,1,100,500,0.0746326196581661,0.009848260373821706
abalone,0,0.4,0.5,0.5,1,100,500,0.07902454655636383,0.011225552139029014
abalone,0,0.4,0.5,0.1,1,100,500,0.08670136922920803,0.012955832948762194
abalone,0,0.4,0.1,3,1,100,500,0.11978904680038674,0.02191275208571432
abalone,0,0.4,3,0.5,1,100,500,0.07962357671382302,0.01139882009552249
abalone,0,0.4,3,0.1,1,100,500,0.08803963163467604,0.01309873342518175
abalone,0,0.1,0.9,0.5,1,100,500,0.08082040488059881,0.01176646263778905
abalone,0,0.1,0.9,0.9,1,100,500,0.07981695041262044,0.011228451012917489
abalone,0,0.4,0.9,0.5,1,100,500,0.08047184919924831,0.011527999091404045
abalone,0,0.1,0.5,0.9,1,100,500,0.08791283580115428,0.013051377076904826
abalone,0,0.4,0.9,3,1,100,500,0.07728533205991289,0.010605203176585129
abalone,0,0.4,0.1,0.5,1,100,500,0.08068415662532102,0.011563318506851133
abalone,0,0.1,0.5,0.5,1,100,500,0.08088089295891578,0.011689040444237122
abalone,0,0.4,3,0.9,1,100,500,0.09010580173328785,0.013744987037590061
abalone,0,0.4,0.9,0.1,1,100,500,0.08335426344995282,0.011967515653556436
abalone,0,0.4,0.9,0.9,1,100,500,0.1114745320357398,0.019540955602351966
abalone,0,0.1,0.1,0.9,1,100,500,0.09011361596114592,0.013776354521360905
abalone,0,0.4,0.1,0.1,1,100,500,0.0855866714099145,0.012511516146065556
abalone,0,0.1,3,3,1,100,500,0.07567539606892376,0.010117275469749047
abalone,1,0.1,0.5,0.9,1,100,500,0.07316635113991321,0.009409023909720435
abalone,1,0.4,0.9,3,1,100,500,0.1535916332336654,0.02896739088941652
abalone,1,0.1,0.1,0.5,1,100,500,0.05728545940802339,0.005938005493335141
abalone,1,0.1,3,0.9,1,100,500,0.06999012900366525,0.00932031522847749
abalone,1,0.4,0.1,0.5,1,100,500,0.06017185355851074,0.006748596225924251
abalone,1,0.1,0.9,0.9,1,100,500,0.06522055337280419,0.0076617811156800145
abalone,1,0.1,0.1,3,1,100,500,0.05910704638763864,0.0061077958716366735
abalone,1,0.1,3,3,1,100,500,0.05835726524332815,0.006152653792403424
abalone,1,0.1,0.5,3,1,100,500,0.056688134878267175,0.005609477648300869
abalone,1,0.1,0.9,0.1,1,100,500,0.07695618729000471,0.00982658739721484
abalone,1,0.1,0.9,0.5,1,100,500,0.06982736854256785,0.008764421642438043
abalone,1,0.4,0.1,0.1,1,100,500,0.06990578476809581,0.008392619550021942
abalone,1,0.1,0.1,0.9,1,100,500,0.06266548810509999,0.006932645390435629
abalone,1,0.4,0.5,3,1,100,500,0.16183461964304527,0.04225781911280498
abalone,1,0.4,0.9,0.1,1,100,500,0.06249015933220245,0.007174688246135962
abalone,1,0.4,0.9,0.5,1,100,500,0.06437405953223099,0.0072182728475213296
abalone,1,0.1,3,0.1,1,100,500,0.06389672258027962,0.00716477429664294
abalone,1,0.1,0.5,0.5,1,100,500,0.06888778858791457,0.008464851232514831
abalone,1,0.4,3,0.9,1,100,500,0.06236249758812853,0.006840587420714813
abalone,1,0.4,3,0.5,1,100,500,0.07053820033924467,0.00824191168439895
abalone,1,0.1,3,0.5,1,100,500,0.0690482691988969,0.008319189887550343
abalone,1,0.4,3,3,1,100,500,0.20825473062605554,0.05699339522044784
abalone,1,0.1,0.9,3,1,100,500,0.05534473331375395,0.0053708677915547225
abalone,1,0.4,0.9,0.9,1,100,500,0.23940543709490922,0.06402104503159223
abalone,1,0.4,0.5,0.5,1,100,500,0.06020495409717205,0.006413035999794226
abalone,1,0.1,0.1,0.1,1,100,500,0.060805644477655275,0.006639797153041808
abalone,1,0.4,0.1,3,1,100,500,0.08045718918655255,0.00949101734480476
abalone,1,0.4,0.1,0.9,1,100,500,0.06403434487586211,0.007003998589556952
abalone,1,0.4,0.5,0.9,1,100,500,0.06380943924679629,0.007416605955085464
abalone,1,0.4,0.5,0.1,1,100,500,0.06905132510903988,0.008144277974651653
abalone,1,0.4,3,0.1,1,100,500,0.07095290389677895,0.008479806400800254
abalone,1,0.1,0.5,0.1,1,100,500,0.06489938359028237,0.007610152012247296
abalone,2,0.1,0.1,0.1,1,100,500,0.08266276000000448,0.012191140556159994
abalone,2,0.1,0.1,3,1,100,500,0.055316950004188604,0.0054604433587432865
abalone,2,0.1,0.1,0.9,1,100,500,0.0687575457872246,0.008347597025627864
abalone,2,0.1,0.5,0.1,1,100,500,0.06662260043597348,0.00828393289676971
abalone,2,0.1,0.1,0.5,1,100,500,0.07169952670598713,0.009294736881708333
abalone,2,0.1,0.5,0.9,1,100,500,0.07360188314183652,0.009510694204053925
abalone,2,0.1,0.5,0.5,1,100,500,0.07252168118700629,0.009405443220725477
abalone,2,0.1,0.9,0.5,1,100,500,0.07191800298269971,0.009258701254141738
abalone,2,0.1,3,0.1,1,100,500,0.06921312397340693,0.008117383474558365
abalone,2,0.1,0.5,3,1,100,500,0.057353151833653145,0.006102934562048076
abalone,2,0.4,0.1,0.9,1,100,500,0.0761784260743842,0.009733079331818684
abalone,2,0.1,3,3,1,100,500,0.05600136994981616,0.005435253397292068
abalone,2,0.4,0.1,0.5,1,100,500,0.06535180024750546,0.0074118783425315155
abalone,2,0.4,0.1,0.1,1,100,500,0.06450393570013409,0.007269565143018608
abalone,2,0.1,3,0.9,1,100,500,0.07230008735991952,0.009363933334591092
abalone,2,0.1,0.9,0.9,1,100,500,0.07071690174143712,0.008803375958821536
abalone,2,0.1,3,0.5,1,100,500,0.06870555208501129,0.00860365206598663
abalone,2,0.1,0.9,0.1,1,100,500,0.06575628981500649,0.007876842253595015
abalone,2,0.1,0.9,3,1,100,500,0.05677520023393554,0.005777456942780754
abalone,0,0.1,0.1,0.1,1,100,500,0.09698336383569921,0.015111477635154934
abalone,2,0.4,0.9,0.1,1,100,500,0.06682246936565987,0.008185101242363615
abalone,0,0.1,0.1,0.5,1,100,500,0.08208030218698582,0.012189508552429751
abalone,0,0.1,0.1,0.9,1,100,500,0.08081434927705797,0.011859005363764049
abalone,2,0.4,0.1,3,1,100,500,0.12617119097783808,0.02530536604733852
abalone,2,0.4,0.5,0.5,1,100,500,0.08343210722927362,0.011688853807873966
abalone,2,0.4,0.5,3,1,100,500,0.08112455193058121,0.010538118251678073
abalone,0,0.1,0.1,3,1,100,500,0.07821672002189704,0.01064888579276203
abalone,0,0.1,0.5,0.1,1,100,500,0.09232790214885479,0.014168290746355021
abalone,2,0.4,0.9,0.5,1,100,500,0.08403924581080148,0.013097390928612477
abalone,2,0.4,0.5,0.1,1,100,500,0.06935151535568915,0.008528172315198656
abalone,0,0.1,0.5,0.5,1,100,500,0.08831662475334615,0.013337037212250723
abalone,2,0.4,0.5,0.9,1,100,500,0.19399063465535765,0.0442881655056158
abalone,0,0.1,0.5,0.9,1,100,500,0.07506271359915848,0.01067974840130262
abalone,2,0.4,0.9,0.9,1,100,500,0.06052560876588672,0.0071468938931056524
abalone,2,0.4,3,0.5,1,100,500,0.07367159307794914,0.00951383557987853
abalone,0,0.1,0.5,3,1,100,500,0.0702386467248567,0.009474999717750923
abalone,2,0.4,3,0.1,1,100,500,0.0905310594661838,0.01622062129486839
abalone,0,0.1,0.9,0.5,1,100,500,0.08948813455391876,0.01380353371699229
abalone,0,0.1,0.9,0.1,1,100,500,0.0959117586157869,0.015035805940115712
abalone,2,0.4,0.9,3,1,100,500,0.07029414998382252,0.01078937162106298
abalone,0,0.1,0.9,0.9,1,100,500,0.08050636225675664,0.011654979940503744
abalone,0,0.1,3,0.9,1,100,500,0.07803043624036517,0.011446757408337496
abalone,0,0.1,3,0.5,1,100,500,0.08710087059137166,0.012847120822008909
abalone,0,0.1,0.9,3,1,100,500,0.06959182457391738,0.009049569508057596
abalone,0,0.1,3,3,1,100,500,0.06981881577214331,0.009442741753698072
abalone,0,0.1,3,0.1,1,100,500,0.10037368199653113,0.016235328324943718
abalone,0,0.4,0.1,0.1,1,100,500,0.09444722780110831,0.014432268199526753
abalone,0,0.4,0.1,0.5,1,100,500,0.07991122439945439,0.011847237716228936
abalone,0,0.4,0.1,0.9,1,100,500,0.07736385159743171,0.011205505633673528
abalone,0,0.4,0.1,3,1,100,500,0.0718340188712266,0.009924920155223064
abalone,2,0.4,3,3,1,100,500,0.06779938561280106,0.00843830955417381
abalone,2,0.4,3,0.9,1,100,500,0.13701743323653034,0.029407843252415026
abalone,0,0.4,0.5,0.1,1,100,500,0.08941791657068392,0.01350344725640666
abalone,0,0.4,0.5,0.5,1,100,500,0.08996802418698378,0.0139705450598442
abalone,0,0.4,0.5,0.9,1,100,500,0.07146828562135762,0.009897744147927752
abalone,0,0.4,0.9,0.5,1,100,500,0.0790381513676927,0.011693460962866685
abalone,0,0.4,0.5,3,1,100,500,0.06866759937735424,0.009091806259230117
abalone,0,0.4,0.9,0.1,1,100,500,0.10014425224280321,0.016085305795890376
abalone,0,0.4,3,0.9,1,100,500,0.07125839267469213,0.009986777061911341
abalone,0,0.4,0.9,0.9,1,100,500,0.07036546541431563,0.009569777988171812
abalone,0,0.4,3,0.1,1,100,500,0.09068488948693873,0.0138339653957785
abalone,0,0.4,0.9,3,1,100,500,0.1006328026305896,0.015609417793696278
abalone,0,0.4,3,3,1,100,500,0.07000103620966196,0.009406586140201744
abalone,0,0.4,3,0.5,1,100,500,0.08453071556196017,0.012953714677185903
abalone,1,0.1,0.5,3,1,100,500,0.058863738784227675,0.006031744452983819
abalone,1,0.1,0.9,0.1,1,100,500,0.06312893363765973,0.006948298092480284
abalone,1,0.1,3,3,1,100,500,0.0634934084341524,0.0076765466181092
abalone,1,0.4,0.1,3,1,100,500,0.057686352251324464,0.006992966972946274
abalone,1,0.1,3,0.9,1,100,500,0.07060275665204349,0.009318570869702527
abalone,1,0.1,0.1,0.1,1,100,500,0.061443649932699074,0.006834413452622632
abalone,1,0.1,0.1,0.9,1,100,500,0.06159853908579631,0.006582169332704693
abalone,1,0.1,0.9,0.9,1,100,500,0.06549531568549807,0.007706529330460196
abalone,1,0.1,0.1,3,1,100,500,0.05087164350498171,0.005097584877236275
abalone,1,0.4,0.5,0.9,1,100,500,0.07367316844436282,0.008911585052992188
abalone,1,0.1,0.9,3,1,100,500,0.05171617625519778,0.005006565172910241
abalone,1,0.4,0.1,0.5,1,100,500,0.11695838019269428,0.02104094767789945
abalone,1,0.4,0.1,0.1,1,100,500,0.07761767128264559,0.010223509630531155
abalone,1,0.1,0.9,0.5,1,100,500,0.061951387195162494,0.006814615799077431
abalone,1,0.1,3,0.1,1,100,500,0.0628044270950213,0.006731374026841775
abalone,1,0.4,0.1,0.9,1,100,500,0.06043291140347687,0.006610472692573548
abalone,1,0.1,3,0.5,1,100,500,0.06729315510834318,0.008576512271275327
abalone,1,0.4,0.5,3,1,100,500,0.06556410020382716,0.00732520780379672
abalone,1,0.1,0.1,0.5,1,100,500,0.062048130712625923,0.006430824396974582
abalone,1,0.4,0.5,0.5,1,100,500,0.06434506825035322,0.007439476933869085
abalone,1,0.4,0.9,0.1,1,100,500,0.07968364663121213,0.010616163924917828
abalone,1,0.4,3,0.1,1,100,500,0.06988154849396779,0.008205648816474535
abalone,1,0.4,0.9,0.9,1,100,500,0.07015662328542042,0.009426864251246147
abalone,1,0.1,0.5,0.5,1,100,500,0.06713127738950535,0.007748756475740291
abalone,1,0.4,0.9,0.5,1,100,500,0.06846309018519364,0.007809732675182495
abalone,1,0.1,0.5,0.9,1,100,500,0.06873955504221368,0.007919263159446245
abalone,1,0.1,0.5,0.1,1,100,500,0.0669360000610085,0.007530027758541556
abalone,1,0.4,0.5,0.1,1,100,500,0.06593312692952033,0.0076938440466156385
abalone,1,0.4,3,0.9,1,100,500,0.05474175667667371,0.0053485605030879615
abalone,1,0.4,3,0.5,1,100,500,0.14947124622562225,0.036683220164910144
abalone,1,0.4,3,3,1,100,500,0.11116973748299037,0.019383237220231487
abalone,1,0.4,0.9,3,1,100,500,0.1731132453557539,0.040399483678159875
abalone,2,0.1,0.1,0.1,1,100,500,0.06811722214601007,0.008075989377504634
